Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,ShapeChoice,BlockNumber,TrialTypeDesignation
1.0,80.146484375,80.1484375,80.1474609375,0.0,0.0,0.0,,1.0,,,,1.0,3.25,1.25,1.0,0.0048741,0.0,167897.3187,0.80544,,,,,1.0,2.0
2.0,80.9482421875,80.951171875,80.94921875,0.0,0.0,0.0,,1.0,,,,2.0,2.25,3.5,2.0,0.80823,0.0,167898.122,1.6088,,,,,1.0,2.0
3.0,81.75390625,81.7568359375,81.7548828125,0.0,0.0,0.0,,1.0,,,,3.0,3.25,3.75,3.0,1.6118,0.0,167898.9256,2.4124,,,,,1.0,2.0
4.0,82.5556640625,82.55859375,82.556640625,0.0,0.0,0.0,,1.0,,,,4.0,2.75,1.0,4.0,2.4153,1.0,167899.729,3.2158,,,,,1.0,2.0
5.0,83.3583984375,83.3623046875,83.359375,0.0,0.0,0.0,,1.0,,,,5.0,3.5,3.75,5.0,3.2187,0.0,167900.5324,4.0192,,,,,1.0,2.0
6.0,84.1640625,84.166015625,84.1650390625,0.0,0.0,0.0,,1.0,,,,6.0,3.0,3.25,6.0,4.0221,1.0,167901.3359,4.8226,,,,,1.0,2.0
7.0,84.9658203125,84.9697265625,84.966796875,0.0,0.0,0.0,,1.0,,,,7.0,3.0,2.0,7.0,4.8255,1.0,167902.1393,5.6261,,,,,1.0,2.0
8.0,85.7685546875,85.7724609375,85.76953125,0.0,0.0,0.0,,1.0,,,,8.0,2.75,1.5,8.0,5.629,1.0,167902.9427,6.4295,,,,,1.0,2.0
9.0,86.5732421875,86.5771484375,86.57421875,0.0,0.0,0.0,,1.0,,,,9.0,3.0,1.0,9.0,6.4323,0.0,167903.7461,7.2328,,,,,1.0,2.0
10.0,87.376953125,87.37890625,87.3779296875,0.0,0.0,0.0,,1.0,,,,10.0,1.75,1.0,10.0,7.2357,1.0,167904.5495,8.0363,,,,,1.0,2.0
11.0,88.1787109375,88.1826171875,88.1796875,0.0,0.0,0.0,,1.0,,,,11.0,1.25,3.25,11.0,8.0392,0.0,167905.3529,8.8397,,,,,1.0,2.0
12.0,88.984375,88.986328125,88.9853515625,0.0,0.0,0.0,,1.0,,,,12.0,3.0,1.75,12.0,8.8426,1.0,167906.1563,9.6431,,,,,1.0,2.0
13.0,89.7861328125,89.7890625,89.787109375,0.0,0.0,0.0,,1.0,,,,13.0,3.75,1.0,13.0,9.646,0.0,167906.9598,10.4465,,,,,1.0,2.0
14.0,90.58984375,90.5927734375,90.5908203125,0.0,0.0,0.0,,1.0,,,,14.0,2.25,2.0,14.0,10.4494,0.0,167907.7632,11.25,,,,,1.0,2.0
15.0,91.39453125,91.3984375,91.3955078125,0.0,0.0,0.0,,1.0,,,,15.0,3.25,3.25,15.0,11.2529,0.0,167908.5667,12.0534,,,,,1.0,2.0
16.0,92.1982421875,92.2001953125,92.19921875,0.0,0.0,0.0,,1.0,,,,16.0,1.5,2.25,16.0,12.057,0.0,167909.3707,12.8575,,,,,1.0,2.0
17.0,93.0,93.0029296875,93.0009765625,0.0,0.0,0.0,,1.0,,,,17.0,2.25,2.75,17.0,12.8604,0.0,167910.1742,13.6609,,,,,1.0,2.0
18.0,93.8056640625,93.8076171875,93.806640625,0.0,0.0,0.0,,1.0,,,,18.0,3.0,3.25,18.0,13.6638,0.0,167910.9776,14.4644,,,,,1.0,2.0
19.0,94.607421875,94.611328125,94.6083984375,0.0,0.0,0.0,,1.0,,,,19.0,1.75,3.0,19.0,14.4673,1.0,167911.781,15.2678,,,,,1.0,2.0
20.0,95.41015625,95.4140625,95.4111328125,0.0,0.0,0.0,,1.0,,,,20.0,2.75,1.25,20.0,15.2707,0.0,167912.5844,16.0712,,,,,1.0,2.0
21.0,96.21484375,96.2177734375,96.2158203125,0.0,0.0,0.0,,1.0,,,,21.0,1.25,2.25,21.0,16.0741,0.0,167913.3879,16.8746,,,,,1.0,2.0
22.0,97.017578125,97.021484375,97.0185546875,0.0,0.0,0.0,,1.0,,,,22.0,3.75,2.0,22.0,16.8775,1.0,167914.1913,17.6781,,,,,1.0,2.0
23.0,97.8203125,97.82421875,97.8212890625,0.0,0.0,0.0,,1.0,,,,23.0,2.75,1.5,23.0,17.6809,0.0,167914.9946,18.4814,,,,,1.0,2.0
24.0,98.625,98.62890625,98.6259765625,0.0,0.0,0.0,,1.0,,,,24.0,3.25,1.75,24.0,18.4843,1.0,167915.7981,19.2848,,,,,1.0,2.0
25.0,99.4287109375,99.4306640625,99.4296875,0.0,0.0,0.0,,1.0,,,,25.0,2.5,3.0,25.0,19.2877,0.0,167916.6015,20.0882,,,,,1.0,2.0
26.0,100.2314453125,100.234375,100.232421875,0.0,0.0,0.0,,1.0,,,,26.0,3.5,3.75,26.0,20.0912,1.0,167917.4049,20.8917,,,,,1.0,2.0
27.0,101.0361328125,101.0390625,101.037109375,0.0,0.0,0.0,,1.0,,,,27.0,2.5,1.25,27.0,20.8946,1.0,167918.2083,21.6951,,,,,1.0,2.0
