Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,Noname,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,noname1,noname2,noname3,BlockNumber,TrialTypeDesignation
358.0,2224.383,2224.387,2224.383,1.0,2224.383,2224.387,,1.0,,2224.383,2224.387,85.0,3.0,1.5,85.0,67.7403,1.0,513329.0845,68.5416,,,,5.0,2.0
359.0,2225.188,2225.192,2225.188,1.0,2225.188,2225.192,,1.0,,2225.188,2225.192,86.0,3.0,1.5,86.0,68.5455,1.0,513329.8892,69.3464,,,,5.0,2.0
360.0,2225.992,2225.997,2225.992,1.0,2225.992,2225.997,,1.0,,2225.992,2225.997,87.0,2.0,2.75,87.0,69.3504,0.0,513330.6941,70.1513,,,,5.0,2.0
361.0,2226.798,2226.803,2226.798,1.0,2226.798,2226.803,,1.0,,2226.798,2226.803,88.0,3.25,1.0,88.0,70.1559,1.0,513331.4996,70.9567,,,,5.0,2.0
362.0,2227.604,2227.608,2227.604,1.0,2227.604,2227.608,,1.0,,2227.604,2227.608,89.0,3.75,3.25,89.0,70.9617,1.0,513332.3055,71.7626,,,,5.0,2.0
363.0,2228.408,2228.413,2228.408,1.0,2228.408,2228.413,,1.0,,2228.408,2228.413,90.0,2.25,2.25,90.0,71.7665,1.0,513333.1101,72.5672,,,,5.0,2.0
364.0,2229.214,2229.219,2229.214,1.0,2229.214,2229.219,,1.0,,2229.214,2229.219,91.0,2.25,1.75,91.0,72.5712,1.0,513333.9157,73.3728,,,,5.0,2.0
365.0,2230.02,2230.024,2230.02,1.0,2230.02,2230.024,,1.0,,2230.02,2230.024,92.0,2.5,2.5,92.0,73.3778,1.0,513334.7218,74.1789,,,,5.0,2.0
366.0,2230.825,2230.829,2230.825,1.0,2230.825,2230.829,,1.0,,2230.825,2230.829,93.0,3.25,3.25,93.0,74.183,1.0,513335.5267,74.9839,,,,5.0,2.0
367.0,2231.63,2231.634,2231.63,1.0,2231.63,2231.634,,1.0,,2231.63,2231.634,94.0,2.75,2.0,94.0,74.9878,0.0,513336.3314,75.7885,,,,5.0,2.0
368.0,2232.434,2232.44,2232.434,1.0,2232.434,2232.44,,1.0,,2232.434,2232.44,95.0,3.25,2.5,95.0,75.7923,1.0,513337.136,76.5932,,,,5.0,2.0
369.0,2233.24,2233.244,2233.24,1.0,2233.24,2233.244,,1.0,,2233.24,2233.244,96.0,2.0,3.75,96.0,76.5975,1.0,513337.9418,77.3989,,,,5.0,2.0
370.0,2234.045,2234.049,2234.045,1.0,2234.045,2234.049,,1.0,,2234.045,2234.049,97.0,3.5,2.5,97.0,77.4029,0.0,513338.7466,78.2037,,,,5.0,2.0
371.0,2234.849,2234.853,2234.849,1.0,2234.849,2234.853,,1.0,,2234.849,2234.853,98.0,2.75,2.75,98.0,78.2074,0.0,513339.5509,79.0081,,,,5.0,2.0
372.0,2235.654,,,0.0,0.0,0.0,,0.0,,,,99.0,1.5,1.75,99.0,79.0118,1.0,513340.3553,79.8124,,,,5.0,2.0
