Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,ShapeChoice,BlockNumber,TrialTypeDesignation
1.0,119.1396484375,122.0380859375,119.140625,0.0,0.0,0.0,121.4072265625,0.0,121.4072265625,,,1.0,3.25,1.25,1.0,0.63958,0.0,163949.5141,1.2655,,,,1.0,3.0,4.0
2.0,122.6689453125,124.423828125,122.669921875,0.0,0.0,0.0,122.6689453125,1.0,122.6689453125,,,2.0,2.25,3.5,2.0,3.025,1.0,163953.0245,4.7758,,,,0.0,3.0,4.0
3.0,126.1904296875,128.072265625,126.19140625,0.0,0.0,0.0,,0.0,,,,3.0,3.25,3.75,3.0,6.6731,0.0,163956.7994,8.551,,,,1.0,3.0,4.0
4.0,129.955078125,130.458984375,129.9560546875,0.0,0.0,0.0,129.955078125,1.0,129.955078125,,,4.0,2.75,1.0,4.0,9.0607,1.0,163957.8099,9.5613,,,,1.0,3.0,4.0
5.0,130.96484375,132.8447265625,130.9658203125,0.0,0.0,0.0,,0.0,,,,5.0,3.5,3.75,5.0,11.4457,0.0,163961.57,13.3213,,,,1.0,3.0,4.0
6.0,134.7255859375,136.3525390625,134.7265625,0.0,0.0,0.0,134.7255859375,1.0,134.7255859375,,,6.0,3.0,3.25,6.0,14.9546,1.0,163964.8287,16.58,,,,0.0,3.0,4.0
7.0,137.982421875,138.986328125,137.9833984375,0.0,0.0,0.0,,1.0,,,,7.0,3.0,2.0,7.0,17.5887,1.0,163966.8378,18.5892,,,,1.0,3.0,4.0
8.0,139.9921875,140.7451171875,139.9931640625,0.0,0.0,0.0,,1.0,,,,8.0,2.75,1.5,8.0,19.3473,1.0,163968.3464,20.0977,,,,0.0,3.0,4.0
9.0,141.4990234375,142.00390625,141.5,0.0,0.0,0.0,,0.0,,,,9.0,3.0,1.0,9.0,20.6055,0.0,163969.3547,21.106,,,,1.0,3.0,4.0
10.0,142.5087890625,143.0126953125,142.509765625,0.0,0.0,0.0,142.5087890625,1.0,142.5087890625,,,10.0,1.75,1.0,10.0,21.6144,1.0,163970.3635,22.1148,,,,0.0,3.0,4.0
11.0,143.5166015625,145.146484375,143.517578125,0.0,0.0,0.0,,0.0,,,,11.0,1.25,3.25,11.0,23.7478,0.0,163973.6219,25.3732,,,,0.0,3.0,4.0
12.0,146.775390625,147.6552734375,146.7763671875,0.0,0.0,0.0,146.775390625,1.0,146.775390625,,,12.0,3.0,1.75,12.0,26.2568,1.0,163975.3809,27.1322,,,,1.0,3.0,4.0
13.0,148.5341796875,149.0400390625,148.53515625,0.0,0.0,0.0,,1.0,,,,13.0,3.75,1.0,13.0,27.6401,1.0,163976.3892,28.1405,,,,1.0,3.0,4.0
14.0,149.54296875,150.546875,149.5439453125,0.0,0.0,0.0,,1.0,,,,14.0,2.25,2.0,14.0,29.1485,1.0,163978.3977,30.149,,,,1.0,3.0,4.0
15.0,151.552734375,153.1806640625,151.5537109375,0.0,0.0,0.0,,0.0,,,,15.0,3.25,3.25,15.0,31.7825,0.0,163981.6566,33.4079,,,,0.0,3.0,4.0
16.0,154.810546875,155.939453125,154.8115234375,0.0,0.0,0.0,154.810546875,1.0,154.810546875,,,16.0,1.5,2.25,16.0,34.5415,1.0,163983.9157,35.6671,,,,1.0,3.0,4.0
17.0,157.0703125,158.44921875,157.0712890625,0.0,0.0,0.0,,0.0,,,,17.0,2.25,2.75,17.0,37.0509,0.0,163986.675,38.4263,,,,1.0,3.0,4.0
18.0,159.828125,161.4580078125,159.8291015625,0.0,0.0,0.0,159.828125,1.0,159.828125,,,18.0,3.0,3.25,18.0,40.0595,1.0,163989.9336,41.685,,,,1.0,3.0,4.0
19.0,163.0869140625,164.5927734375,163.087890625,0.0,0.0,0.0,,0.0,,,,19.0,1.75,3.0,19.0,43.1947,0.0,163992.9439,44.6952,,,,0.0,3.0,4.0
20.0,166.0986328125,166.7265625,166.099609375,0.0,0.0,0.0,166.0986328125,1.0,166.0986328125,,,20.0,2.75,1.25,20.0,45.328,1.0,163994.2022,45.9535,,,,1.0,3.0,4.0
21.0,167.35546875,168.486328125,167.3564453125,0.0,0.0,0.0,,1.0,,,,21.0,1.25,2.25,21.0,47.0863,1.0,163996.4605,48.2118,,,,1.0,3.0,4.0
22.0,169.6142578125,170.6181640625,169.615234375,0.0,0.0,0.0,,0.0,,,,22.0,3.75,2.0,22.0,49.2203,0.0,163998.4694,50.2207,,,,0.0,3.0,4.0
23.0,171.623046875,172.376953125,171.6240234375,0.0,0.0,0.0,171.623046875,0.0,171.623046875,,,23.0,2.75,1.5,23.0,50.9791,0.0,163999.9782,51.7295,,,,0.0,3.0,4.0
24.0,173.130859375,174.0107421875,173.1318359375,0.0,0.0,0.0,173.130859375,1.0,173.130859375,,,24.0,3.25,1.75,24.0,52.6125,1.0,164001.7367,53.488,,,,1.0,3.0,4.0
25.0,174.890625,176.39453125,174.8916015625,0.0,0.0,0.0,,0.0,,,,25.0,2.5,3.0,25.0,54.9966,0.0,164004.7457,56.497,,,,1.0,3.0,4.0
26.0,177.8984375,179.7783203125,177.8994140625,0.0,0.0,0.0,177.8984375,0.0,177.8984375,,,26.0,3.5,3.75,26.0,58.3803,0.0,164008.5045,60.2558,,,,0.0,3.0,4.0
27.0,181.658203125,182.287109375,181.6591796875,0.0,0.0,0.0,181.658203125,1.0,181.658203125,,,27.0,2.5,1.25,27.0,60.8889,1.0,164009.763,61.5143,,,,1.0,3.0,4.0
28.0,182.916015625,183.794921875,182.9169921875,0.0,0.0,0.0,,1.0,,,,28.0,1.25,1.75,28.0,62.3971,1.0,164011.5212,63.2725,,,,0.0,3.0,4.0
29.0,184.673828125,185.5537109375,184.6748046875,0.0,0.0,0.0,,1.0,,,,29.0,3.5,1.75,29.0,64.1554,1.0,164013.2795,65.0308,,,,1.0,3.0,4.0
