Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,Noname,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,noname1,noname2,noname3,BlockNumber,TrialTypeDesignation
61.0,674.856,675.36,674.856,1.0,674.856,675.36,,1.0,,,,59.0,2.25,3.5,59.0,99.7631,1.0,230072.1035,101.5138,,,,2.0,1.0
62.0,677.115,677.62,677.115,1.0,677.115,677.62,,1.0,,,,60.0,1.5,1.75,60.0,102.0226,1.0,230073.4884,102.8987,,,,2.0,1.0
63.0,678.501,679.005,678.501,1.0,678.501,679.005,,1.0,,,,61.0,1.25,1.25,61.0,103.4073,1.0,230074.6226,104.0329,,,,2.0,1.0
64.0,679.634,680.138,679.634,1.0,679.634,680.138,,0.0,,,,62.0,3.5,2.5,62.0,104.5409,0.0,230076.3814,105.7916,,,,2.0,1.0
65.0,681.394,681.899,681.394,1.0,681.394,681.899,,1.0,,,,63.0,2.5,1.25,63.0,106.3014,1.0,230077.5166,106.9269,,,,2.0,1.0
66.0,682.528,683.033,682.528,1.0,682.528,683.033,,1.0,,,,64.0,3.5,2.75,64.0,107.4352,1.0,230079.4006,108.8108,,,,2.0,1.0
67.0,684.413,684.918,684.413,1.0,684.413,684.918,,0.0,,,,65.0,2.0,2.5,65.0,109.3206,0.0,230081.1614,110.5717,,,,2.0,1.0
68.0,686.173,686.678,686.173,1.0,686.173,686.678,,1.0,,,,66.0,2.0,1.0,66.0,111.0803,1.0,230082.1708,111.5811,,,,2.0,1.0
69.0,687.183,687.687,687.183,1.0,687.183,687.687,,0.0,,,,67.0,1.5,1.25,67.0,112.0893,0.0,230083.3047,112.7149,,,,2.0,1.0
70.0,688.317,688.821,688.317,1.0,688.317,688.821,,1.0,,,,68.0,1.5,1.5,68.0,113.2236,1.0,230084.5641,113.9744,,,,2.0,1.0
71.0,689.576,690.079,689.576,1.0,689.576,690.079,,1.0,,,,69.0,2.25,1.0,69.0,114.482,1.0,230085.5725,114.9828,,,,2.0,1.0
72.0,690.585,691.09,690.585,1.0,690.585,691.09,,0.0,,,,70.0,3.5,3.75,70.0,115.4922,0.0,230087.9577,117.3679,,,,2.0,1.0
73.0,692.971,693.476,692.971,1.0,692.971,693.476,,1.0,,,,71.0,2.25,2.25,71.0,117.8786,1.0,230089.5941,119.0044,,,,2.0,1.0
74.0,694.606,695.112,694.606,1.0,694.606,695.112,,1.0,,,,72.0,2.0,3.5,72.0,119.5143,1.0,230091.8551,121.2653,,,,2.0,1.0
75.0,696.867,697.372,696.867,1.0,696.867,697.372,,0.0,,,,73.0,2.0,1.25,73.0,121.7742,0.0,230092.9898,122.4,,,,2.0,1.0
76.0,698.002,698.507,698.002,1.0,698.002,698.507,,0.0,,,,74.0,3.25,2.0,74.0,122.9095,0.0,230094.5,123.9103,,,,2.0,1.0
77.0,699.513,700.018,699.513,1.0,699.513,700.018,,0.0,,,,75.0,1.5,2.0,75.0,124.4209,0.0,230096.0114,125.4217,,,,2.0,1.0
78.0,701.023,701.528,701.023,1.0,701.023,701.528,,1.0,,,,76.0,1.25,1.25,76.0,125.93,1.0,230097.1457,126.5559,,,,2.0,1.0
79.0,702.157,702.662,702.157,1.0,702.157,702.662,,1.0,,,,77.0,3.75,3.75,77.0,127.0642,1.0,230099.5298,128.9401,,,,2.0,1.0
80.0,704.542,705.046,704.542,1.0,704.542,705.046,,1.0,,,,78.0,2.5,1.0,78.0,129.4482,1.0,230100.5385,129.9487,,,,2.0,1.0
81.0,705.55,706.055,705.55,1.0,705.55,706.055,,0.0,,,,79.0,1.5,2.0,79.0,130.4571,0.0,230102.0475,131.4578,,,,2.0,1.0
82.0,707.061,707.566,707.061,1.0,707.061,707.566,,0.0,,,,80.0,3.25,1.0,80.0,131.9681,0.0,230103.0586,132.4689,,,,2.0,1.0
83.0,708.07,708.574,708.07,1.0,708.07,708.574,,1.0,,,,81.0,1.0,1.5,81.0,132.9768,1.0,230104.3173,133.7275,,,,2.0,1.0
84.0,709.329,709.834,709.329,1.0,709.329,709.834,,1.0,,,,82.0,2.75,3.0,82.0,134.2365,1.0,230106.327,135.7373,,,,2.0,1.0
85.0,711.339,711.843,711.339,1.0,711.339,711.843,,1.0,,,,83.0,2.75,2.25,83.0,136.2459,1.0,230107.9611,137.3713,,,,2.0,1.0
86.0,712.973,713.478,712.973,1.0,712.973,713.478,,0.0,,,,84.0,2.5,1.75,84.0,137.8806,0.0,230109.346,138.7563,,,,2.0,1.0
87.0,714.359,714.863,714.359,1.0,714.359,714.863,,0.0,,,,85.0,3.0,1.5,85.0,139.265,0.0,230110.6055,140.0158,,,,2.0,1.0
88.0,715.617,716.123,715.617,1.0,715.617,716.123,,0.0,,,,86.0,3.0,1.5,86.0,140.5252,0.0,230111.8657,141.276,,,,2.0,1.0
89.0,716.877,717.381,716.877,1.0,716.877,717.381,,0.0,,,,87.0,2.0,2.75,87.0,141.7835,0.0,230113.749,143.1592,,,,2.0,1.0
90.0,718.761,719.265,718.761,1.0,718.761,719.265,,1.0,,,,88.0,3.25,1.0,88.0,143.6672,1.0,230114.7573,144.1676,,,,2.0,1.0
91.0,719.769,720.274,719.769,1.0,719.769,720.274,,1.0,,,,89.0,3.75,3.25,89.0,144.6764,1.0,230116.8916,146.3019,,,,2.0,1.0
92.0,721.903,722.408,721.903,1.0,721.903,722.408,,1.0,,,,90.0,2.25,2.25,90.0,146.8106,1.0,230118.5261,147.9363,,,,2.0,1.0
93.0,723.538,724.043,723.538,1.0,723.538,724.043,,1.0,,,,91.0,2.25,1.75,91.0,148.4456,1.0,230119.911,149.3213,,,,2.0,1.0
94.0,724.923,725.428,724.923,1.0,724.923,725.428,,0.0,,,,92.0,2.5,2.5,92.0,149.8304,0.0,230121.6709,151.0811,,,,2.0,1.0
95.0,726.684,727.189,726.684,1.0,726.684,727.189,,0.0,,,,93.0,3.25,3.25,93.0,151.5916,0.0,230123.8074,153.2177,,,,2.0,1.0
96.0,728.819,729.323,728.819,1.0,728.819,729.323,,1.0,,,,94.0,2.75,2.0,94.0,153.7258,1.0,230125.316,154.7263,,,,2.0,1.0
97.0,730.327,730.833,730.327,1.0,730.327,730.833,,0.0,,,,95.0,3.25,2.5,95.0,155.2353,0.0,230127.0759,156.4861,,,,2.0,1.0
98.0,732.087,732.591,732.087,1.0,732.087,732.591,,1.0,,,,96.0,2.0,3.75,96.0,156.9937,1.0,230129.4591,158.8694,,,,2.0,1.0
99.0,734.471,734.976,734.471,1.0,734.471,734.976,,1.0,,,,97.0,3.5,2.5,97.0,159.3786,1.0,230131.219,160.6292,,,,2.0,1.0
100.0,736.231,736.735,736.231,1.0,736.231,736.735,,0.0,,,,98.0,2.75,2.75,98.0,161.1376,0.0,230133.103,162.5132,,,,2.0,1.0
101.0,738.115,738.619,738.115,1.0,738.115,738.619,,0.0,,,,99.0,1.5,1.75,99.0,163.0218,0.0,230134.4872,163.8975,,,,2.0,1.0
102.0,739.5,740.005,739.5,1.0,739.5,740.005,,1.0,,1907.772,1836.439,100.0,2.25,1.5,100.0,164.4071,1.0,230135.7475,165.1578,,,,2.0,1.0
103.0,1907.773,1913.314,1913.816,1.0,1915.095,1911.795,,0.0,,1915.095,1913.817,1.0,3.25,1.25,1.0,1.5145,0.0,231308.8029,6.0902,0.00075238,4.0699,-1.0,3.0,3.0
104.0,1915.096,1920.634,1921.136,1.0,1919.128,1919.116,1919.128,0.0,0.012,,1921.137,2.0,2.25,3.5,2.0,1.5177,0.0,231316.1228,13.41,7.3527,11.3908,231295.3604,3.0,3.0
105.0,1924.672,1930.211,1930.711,1.0,1924.672,1928.692,,0.0,,1924.672,1930.712,3.0,3.25,3.75,3.0,1.5178,0.0,231325.6986,22.9857,16.9266,20.967,-1.0,3.0,3.0
106.0,1934.498,1940.02,1940.521,1.0,1934.498,1938.502,,1.0,,1934.498,1940.522,4.0,2.75,1.0,4.0,1.518,1.0,231335.5084,32.7955,26.7528,30.7766,-1.0,3.0,3.0
107.0,1941.556,1947.096,1947.599,1.0,1941.556,1945.576,,0.0,,1941.556,1947.6,5.0,3.5,3.75,5.0,1.5174,0.0,231342.5856,39.8729,33.8137,37.8508,-1.0,3.0,3.0
108.0,1951.382,1956.904,1957.406,1.0,1951.382,1955.386,1955.81,1.0,0.424,1951.382,1957.407,6.0,3.0,3.25,6.0,1.5178,1.0,231352.3918,49.679,43.6371,47.6602,231259.4981,3.0,3.0
109.0,1960.675,1966.196,1966.697,0.0,0.0,1964.678,,1.0,,,1966.698,7.0,3.0,2.0,7.0,1.518,1.0,231361.6844,58.9715,52.9457,56.9526,-1.0,3.0,3.0
110.0,1968.733,1974.271,1974.773,1.0,1968.733,1972.753,,0.0,,1968.733,1974.774,8.0,2.75,1.5,8.0,1.5178,0.0,231369.7592,67.0463,60.9883,65.0276,-1.0,3.0,3.0
111.0,1976.307,1981.845,1982.346,1.0,1980.658,1980.327,1980.658,1.0,0.331,1983.38,1982.347,9.0,3.0,1.0,9.0,1.518,1.0,231377.3333,74.6205,68.5632,72.6018,231234.4772,3.0,3.0
112.0,1983.381,1988.902,1989.403,1.0,1990.437,1987.384,,1.0,,1990.437,1989.404,10.0,1.75,1.0,10.0,1.5181,1.0,231384.3902,81.6773,75.6373,79.6587,-1.0,3.0,3.0
113.0,1990.438,1995.96,1996.461,1.0,1994.793,1994.441,1994.793,1.0,0.352,,1996.462,11.0,1.25,3.25,11.0,1.518,1.0,231391.4475,88.7347,82.6947,86.7158,231220.3682,3.0,3.0
114.0,1999.747,2005.286,2005.786,1.0,1999.747,2003.767,2004.194,0.0,0.427,1999.747,2005.787,12.0,3.0,1.75,12.0,1.5178,0.0,231400.7732,98.0604,92.0013,96.0419,231211.1282,3.0,3.0
115.0,2007.572,2013.11,2013.612,1.0,2012.976,2011.592,2012.976,0.0,1.384,,2013.613,13.0,3.75,1.0,13.0,1.5181,0.0,231408.598,105.8852,99.8273,103.8662,231204.2688,3.0,3.0
116.0,2014.645,2020.167,2020.669,1.0,2014.645,2018.649,2019.361,0.0,0.712,2014.645,2020.67,14.0,2.25,2.0,14.0,1.518,0.0,231415.6549,112.9421,106.9021,110.9232,231196.5221,3.0,3.0
117.0,2022.704,2028.242,2028.743,1.0,2027.377,2026.724,2027.377,1.0,0.653,,2028.744,15.0,3.25,3.25,15.0,1.5179,1.0,231423.7295,121.0166,114.9592,118.998,231188.4065,3.0,3.0
118.0,2032.029,2037.568,2038.07,1.0,2032.029,2036.05,2036.401,0.0,0.351,2032.029,2038.071,16.0,1.5,2.25,16.0,1.5178,0.0,231433.0557,130.3429,124.2838,128.3242,231178.7788,3.0,3.0
119.0,2040.355,2045.876,2046.378,1.0,2045.097,2044.358,2045.097,1.0,0.739,,2046.379,17.0,2.25,2.75,17.0,1.5179,1.0,231441.364,138.6512,132.6098,136.6323,231170.8402,3.0,3.0
120.0,2049.163,2054.702,2055.203,1.0,2049.163,2053.184,2053.714,0.0,0.53,2049.163,2055.204,18.0,3.0,3.25,18.0,1.518,0.0,231450.1895,147.4767,141.4181,145.4578,231161.8242,3.0,3.0
121.0,2058.473,2063.994,2064.495,1.0,2062.929,2062.476,2062.929,1.0,0.453,2067.531,2064.496,19.0,1.75,3.0,19.0,1.518,1.0,231459.4819,156.769,150.7434,154.7504,231152.4219,3.0,3.0
122.0,2067.532,2073.07,2073.572,1.0,2072.065,2071.552,2072.065,0.0,0.513,2074.855,2073.573,20.0,2.75,1.25,20.0,1.5178,0.0,231468.5579,165.845,159.786,163.8263,231143.438,3.0,3.0
123.0,2074.856,2080.377,2080.879,1.0,2079.337,2078.859,2079.337,1.0,0.478,,2080.88,21.0,1.25,2.25,21.0,1.518,1.0,231475.8652,173.1523,167.1118,171.1334,231136.0779,3.0,3.0
124.0,2083.164,2088.703,2089.203,1.0,2083.164,2087.184,2087.881,0.0,0.697,2083.164,2089.204,22.0,3.75,2.0,22.0,1.5178,0.0,231484.19,181.4771,175.4191,179.4586,231127.9898,3.0,3.0
125.0,2091.239,2096.761,2097.261,1.0,2096.017,2095.242,2096.017,1.0,0.775,,2097.262,23.0,2.75,1.5,23.0,1.5179,1.0,231492.248,189.5351,183.4942,187.5165,231119.993,3.0,3.0
126.0,2098.796,2104.318,2104.82,1.0,2098.796,2102.8,2103.465,0.0,0.665,2098.796,2104.821,24.0,3.25,1.75,24.0,1.5182,0.0,231499.8058,197.093,191.0522,195.074,231112.3253,3.0,3.0
127.0,2106.604,2112.143,2112.644,1.0,2106.604,2110.625,2111.313,1.0,0.688,2106.604,2112.645,25.0,2.5,3.0,25.0,1.5179,1.0,231507.6302,204.9173,198.8598,202.8987,231104.5398,3.0,3.0
128.0,2115.68,2121.219,2121.719,1.0,2115.68,2119.7,2120.249,0.0,0.549,2115.68,2121.72,26.0,3.5,3.75,26.0,1.5179,0.0,231516.7059,213.993,207.9343,211.9744,231095.3269,3.0,3.0
129.0,2125.49,2131.012,2131.513,1.0,2130.12,2129.493,2130.12,1.0,0.627,,2131.514,27.0,2.5,1.25,27.0,1.518,1.0,231526.4991,223.7863,217.76,221.7673,231085.5791,3.0,3.0
130.0,2132.797,2138.336,2138.837,1.0,2132.797,2136.818,2137.577,0.0,0.759,2132.797,2138.838,28.0,1.25,1.75,28.0,1.5179,0.0,231533.823,231.1102,225.0528,229.0915,231078.4185,3.0,3.0
131.0,2140.622,2146.144,2146.645,1.0,2145.521,2144.625,2145.521,1.0,0.896,2148.429,2146.646,29.0,3.5,1.75,29.0,1.5181,1.0,231541.6308,238.9179,232.8772,236.8992,231070.7311,3.0,3.0
132.0,2148.43,2153.951,2154.453,1.0,2152.849,2152.433,2152.849,1.0,0.416,2206.437,2154.454,30.0,3.25,1.5,30.0,1.5181,0.0,231549.4387,246.7259,240.6847,244.707,231062.4438,3.0,3.0
133.0,2206.438,2211.976,2212.478,1.0,2210.986,2210.458,2210.986,0.0,0.528,2213.761,2212.479,1.0,3.25,1.25,1.0,1.5178,0.0,231607.4634,6.0495,0.00014332,4.0308,231601.9403,4.0,3.0
135.0,2223.305,,,1.0,2282.797,2227.325,,1.0,,2282.797,2280.201,2.0,2.25,3.5,2.0,1.5179,1.0,231614.7703,13.3564,7.3162,11.338,231594.6291,4.0,3.0
136.0,2282.798,2288.336,2288.839,1.0,2287.523,2286.818,2287.523,0.0,0.705,2290.121,2288.84,1.0,3.25,1.25,1.0,1.5179,0.0,231683.8234,6.0583,0.00072894,4.0392,231678.4676,5.0,3.0
137.0,2290.122,2295.644,2296.145,1.0,2294.57,2294.125,2294.57,1.0,0.445,,2296.146,2.0,2.25,3.5,2.0,1.518,1.0,231691.1303,13.3651,7.325,11.3462,231670.8843,5.0,3.0
138.0,2299.681,2305.203,2305.704,1.0,2299.681,2303.685,2304.258,0.0,0.573,2299.681,2305.705,3.0,3.25,3.75,3.0,1.5179,0.0,231700.6898,22.9246,16.8821,20.9059,231661.4556,5.0,3.0
139.0,2309.491,2315.03,2315.531,1.0,2309.491,2313.512,2314.138,1.0,0.626,2309.491,2315.532,4.0,2.75,1.0,4.0,1.5178,1.0,231710.5161,32.7509,26.6917,30.7324,231651.6992,5.0,3.0
140.0,2316.565,2322.105,2322.609,1.0,2316.565,2320.586,2321.228,0.0,0.642,2316.565,2322.61,5.0,3.5,3.75,5.0,1.5173,0.0,231717.5934,39.8284,33.7681,37.8066,231644.6363,5.0,3.0
141.0,2326.375,2331.896,2332.398,1.0,2331.234,2330.378,2331.234,1.0,0.856,,2332.399,6.0,3.0,3.25,6.0,1.518,1.0,231727.383,49.6179,43.5922,47.599,231635.0281,5.0,3.0
142.0,2335.667,2341.189,2341.69,1.0,2335.667,2339.671,2340.106,0.0,0.435,2335.667,2341.691,7.0,3.0,2.0,7.0,1.518,0.0,231736.6758,58.9106,52.8846,56.8916,231625.3151,5.0,3.0
143.0,2343.725,2349.247,2349.748,1.0,2343.725,2347.729,2348.098,1.0,0.369,2343.725,2349.749,8.0,2.75,1.5,8.0,1.518,1.0,231744.7335,66.9683,60.9274,64.9497,231617.2062,5.0,3.0
144.0,2351.283,2356.822,2357.323,1.0,2351.283,2355.303,2355.738,0.0,0.435,2351.283,2357.324,9.0,3.0,1.0,9.0,1.5178,0.0,231752.308,74.5428,68.4857,72.5241,231609.7137,5.0,3.0
145.0,2358.357,2363.895,2364.396,1.0,2362.746,2362.377,2362.746,1.0,0.369,2365.43,2364.397,10.0,1.75,1.0,10.0,1.5178,1.0,231759.3814,81.6163,75.5595,79.5979,231602.5729,5.0,3.0
146.0,2365.431,2370.952,2371.454,1.0,2370.09,2369.434,2370.09,0.0,0.656,,2371.455,11.0,1.25,3.25,11.0,1.518,0.0,231766.4387,88.6735,82.6336,86.6548,231595.7869,5.0,3.0
147.0,2374.74,2380.262,2380.763,1.0,2374.74,2378.743,2379.578,1.0,0.835,2374.74,2380.764,12.0,3.0,1.75,12.0,1.518,1.0,231775.748,97.9829,91.9406,95.9641,231586.6586,5.0,3.0
148.0,2382.548,2388.069,2388.571,1.0,2387.114,2386.551,2387.114,0.0,0.563,2389.604,2388.572,13.0,3.75,1.0,13.0,1.518,0.0,231783.5558,105.7907,99.7501,103.7719,231578.5776,5.0,3.0
149.0,2389.605,2395.127,2395.628,1.0,2393.97,2393.608,2393.97,1.0,0.362,2397.662,2395.629,14.0,2.25,2.0,14.0,1.518,1.0,231790.6129,112.8478,106.8074,110.8288,231571.3182,5.0,3.0
