Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,Noname,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,noname1,noname2,noname3,BlockNumber,TrialTypeDesignation
150.0,2397.663,2403.185,2403.686,1.0,2402.242,2401.666,2402.242,0.0,0.576,,2403.687,15.0,3.25,3.25,15.0,1.518,0.0,231798.671,120.9058,114.8646,118.8869,231563.4758,5.0,3.0
151.0,2406.955,2412.477,2412.979,1.0,2406.955,2410.959,2411.306,1.0,0.347,2406.955,2412.98,16.0,1.5,2.25,16.0,1.5179,1.0,231807.9636,130.1984,124.1727,128.1796,231553.9391,5.0,3.0
152.0,2415.264,2420.786,2421.287,1.0,2415.264,2419.268,2419.882,0.0,0.614,2415.264,2421.288,17.0,2.25,2.75,17.0,1.5179,0.0,231816.2719,138.5067,132.4654,136.488,231545.913,5.0,3.0
153.0,2424.073,2429.594,2430.096,1.0,2429.386,2428.076,2429.386,1.0,1.31,,2430.097,18.0,3.0,3.25,18.0,1.5178,1.0,231825.0807,147.3155,141.2735,145.2969,231537.8008,5.0,3.0
154.0,2433.365,2438.904,2439.406,1.0,2433.365,2437.386,2437.834,0.0,0.448,2433.365,2439.407,19.0,1.75,3.0,19.0,1.5179,0.0,231834.39,156.6249,150.5821,154.6061,231527.63,5.0,3.0
155.0,2442.441,2447.963,2448.465,1.0,2442.441,2446.445,2447.098,1.0,0.653,2442.441,2448.466,20.0,2.75,1.25,20.0,1.518,1.0,231843.4491,165.6839,159.6417,163.665,231518.7756,5.0,3.0
156.0,2449.749,2455.27,2455.771,1.0,2454.362,2453.752,2454.362,1.0,0.61,,2455.772,21.0,1.25,2.25,21.0,1.518,1.0,231850.7564,172.9912,166.9507,170.9723,231511.4246,5.0,3.0
157.0,2458.057,2463.579,2464.08,1.0,2458.057,2462.06,2462.538,0.0,0.478,2458.057,2464.081,22.0,3.75,2.0,22.0,1.5181,0.0,231859.0647,181.2995,175.2581,179.2805,231502.9838,5.0,3.0
158.0,2466.115,2471.637,2472.138,1.0,2470.698,2470.118,2470.698,0.0,0.58,2473.672,2472.139,23.0,2.75,1.5,23.0,1.5181,0.0,231867.1227,189.3576,183.3163,187.3386,231495.0275,5.0,3.0
159.0,2473.673,2479.194,2479.695,1.0,2478.322,2477.676,2478.322,0.0,0.646,,2479.696,24.0,3.25,1.75,24.0,1.518,0.0,231874.6803,196.9152,190.8743,194.8962,231487.5358,5.0,3.0
160.0,2481.48,2487.002,2487.504,1.0,2481.48,2485.484,2486.21,1.0,0.726,2481.48,2487.505,25.0,2.5,3.0,25.0,1.5179,1.0,231882.488,204.7228,198.6818,202.7041,231479.8084,5.0,3.0
161.0,2490.54,2496.061,2496.563,1.0,2495.003,2494.543,2495.003,0.0,0.46,2500.332,2496.564,26.0,3.5,3.75,26.0,1.518,0.0,231891.5471,213.7819,207.7397,211.7631,231470.4849,5.0,3.0
162.0,2500.333,2505.871,2506.373,1.0,2504.939,2504.353,2504.939,1.0,0.586,2507.656,2506.374,27.0,2.5,1.25,27.0,1.5178,1.0,231901.3568,223.5916,217.5489,221.573,231460.8014,5.0,3.0
163.0,2507.657,2513.178,2513.679,1.0,2512.339,2511.66,2512.339,0.0,0.679,,2513.68,28.0,1.25,1.75,28.0,1.5181,0.0,231908.6642,230.899,224.8585,228.8802,231453.5846,5.0,3.0
164.0,2515.464,2520.986,2521.487,1.0,2515.464,2519.468,2520.091,1.0,0.623,2515.464,2521.488,29.0,3.5,1.75,29.0,1.5182,1.0,231916.472,238.7068,232.666,236.6879,231445.7205,5.0,3.0
165.0,2523.272,,,0.0,0.0,0.0,,0.0,,,,30.0,3.25,1.5,30.0,1.5181,0.0,231924.2797,246.5145,240.4738,244.4958,231437.9618,5.0,3.0
