Trial number,Fixation Onset NEV,Image Onset NEV,Image Offset NEV,nothing,Fixation Onset NEV,Onset Choice Period,Response time NEV,Shade value NEV,Reaction time NEV,Trial onset,Trial offset,Nothing,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
30.0,1195.6552734375,1222.931640625,1195.65625,0.0,0.0,0.0,1200.0830078125,1.0,1200.0830078125,1195.6552734375,1201.6640625,30.0,3.25,1.5,30.0,1.5037,1.0,165028.5272,245.227,239.2153,243.2229,164544.5078,,7.0,3.0
31.0,1227.126953125,1232.6435546875,1227.1279296875,0.0,0.0,0.0,1232.1240234375,0.0,1232.1240234375,1227.126953125,1233.1455078125,1.0,3.25,1.25,1.0,1.5038,0.0,165060.0082,6.0296,7.09e-05,4.0254,165054.9605,,8.0,3.0
32.0,1234.4013671875,1239.908203125,1234.40234375,0.0,0.0,0.0,1238.8828125,0.0,1238.8828125,1234.4013671875,1240.41015625,2.0,2.25,3.5,2.0,1.5036,0.0,165067.2731,13.2945,7.2827,11.2905,165047.1727,,8.0,3.0
33.0,1243.9169921875,1249.4228515625,1243.91796875,0.0,0.0,0.0,1248.546875,0.0,1248.546875,1243.9169921875,1249.9248046875,3.0,3.25,3.75,3.0,1.5037,0.0,165076.7878,22.8091,16.7975,20.805,165037.8076,,8.0,3.0
34.0,1253.6806640625,1259.1875,1253.681640625,0.0,0.0,0.0,1258.10546875,1.0,1258.10546875,1253.6806640625,1259.689453125,4.0,2.75,1.0,4.0,1.5037,1.0,165086.5525,32.5739,26.5622,30.5697,165027.8381,,8.0,3.0
35.0,1260.6953125,1266.2021484375,1260.6962890625,0.0,0.0,0.0,1265.41796875,1.0,1265.41796875,1260.6953125,1266.7041015625,5.0,3.5,3.75,5.0,1.5038,1.0,165093.5674,39.5887,33.577,37.5845,165021.1207,,8.0,3.0
36.0,1270.4599609375,1275.966796875,1270.4609375,0.0,0.0,0.0,1275.0419921875,0.0,1275.0419921875,1270.4599609375,1276.46875,6.0,3.0,3.25,6.0,1.5036,0.0,165103.3321,49.3534,43.3417,47.3493,165011.2152,,8.0,3.0
37.0,1279.7236328125,1285.2314453125,1279.724609375,0.0,0.0,0.0,1284.6416015625,1.0,1284.6416015625,1279.7236328125,1285.7333984375,7.0,3.0,2.0,7.0,1.5037,1.0,165112.5967,58.618,52.6064,56.6139,165002.2858,,8.0,3.0
38.0,1287.73828125,1293.24609375,1287.7392578125,0.0,0.0,0.0,1292.41796875,1.0,1292.41796875,1287.73828125,1293.748046875,8.0,2.75,1.5,8.0,1.5036,1.0,165120.6113,66.6326,60.6211,64.6286,164994.0325,,8.0,3.0
39.0,1295.2529296875,,1295.25390625,0.0,0.0,0.0,,0.0,,1295.2529296875,1301.26171875,9.0,3.0,1.0,9.0,1.5035,0.0,165128.1257,74.147,68.1356,72.1431,-1.0,,8.0,3.0
40.0,1302.2685546875,1307.775390625,,0.0,0.0,0.0,1306.7607421875,0.0,1306.7607421875,1302.2685546875,1308.27734375,10.0,1.75,1.0,10.0,1.5036,0.0,165135.141,81.1624,75.1501,79.1583,164979.3178,,8.0,3.0
41.0,1309.2822265625,1314.7900390625,1309.283203125,0.0,0.0,0.0,1313.8564453125,1.0,1313.8564453125,1309.2822265625,1315.2919921875,11.0,1.25,3.25,11.0,1.5036,1.0,165142.1556,88.1769,82.1654,86.1729,164972.3838,,8.0,3.0
42.0,1318.546875,1324.0537109375,1318.5478515625,0.0,0.0,0.0,1323.033203125,0.0,1323.033203125,1318.546875,1324.556640625,12.0,3.0,1.75,12.0,1.5037,0.0,165151.4203,97.4416,91.4299,95.4375,164963.0308,,8.0,3.0
43.0,1326.310546875,1331.8193359375,1326.3115234375,0.0,0.0,0.0,1330.8408203125,0.0,1330.8408203125,1326.310546875,1332.3212890625,13.0,3.75,1.0,13.0,1.5037,0.0,165159.1849,105.2063,99.1946,103.2021,164955.3092,,8.0,3.0
44.0,1333.3251953125,1338.8349609375,1333.326171875,0.0,0.0,0.0,1337.78515625,1.0,1337.78515625,1333.3251953125,1339.3359375,14.0,2.25,2.0,14.0,1.5037,1.0,165166.1995,112.2209,106.2092,110.2168,164948.2242,,8.0,3.0
45.0,1341.341796875,1346.8486328125,1341.3427734375,0.0,0.0,0.0,1345.7607421875,1.0,1345.7607421875,1341.341796875,1347.3505859375,15.0,3.25,3.25,15.0,1.5037,1.0,165174.2149,120.2363,114.2246,118.2321,164940.1694,,8.0,3.0
46.0,1350.60546875,1356.11328125,1350.6064453125,0.0,0.0,0.0,1355.1201171875,0.0,1355.1201171875,1350.60546875,1356.615234375,16.0,1.5,2.25,16.0,1.5037,0.0,165183.4795,129.5009,123.4893,127.4968,164931.0,,8.0,3.0
47.0,1358.8701171875,1364.3779296875,1358.87109375,0.0,0.0,0.0,1363.337890625,1.0,1363.337890625,1358.8701171875,1364.8798828125,17.0,2.25,2.75,17.0,1.5036,1.0,165191.7443,137.7656,131.7539,135.7615,164922.6867,,8.0,3.0
48.0,1367.634765625,1373.1435546875,1367.6357421875,0.0,0.0,0.0,1372.16015625,1.0,1372.16015625,1367.634765625,1373.64453125,18.0,3.0,3.25,18.0,1.5036,1.0,165200.5088,146.5302,140.5186,144.5261,164913.9811,,8.0,3.0
49.0,1376.8994140625,1382.40625,1376.900390625,0.0,0.0,0.0,1381.4638671875,0.0,1381.4638671875,1376.8994140625,1382.91015625,19.0,1.75,3.0,19.0,1.5037,0.0,165209.7735,155.7949,149.7832,153.7907,164904.7562,,8.0,3.0
50.0,1385.9140625,,,0.0,0.0,0.0,,0.0,,,,20.0,2.75,1.25,20.0,1.5041,0.0,165218.7889,164.8102,158.7979,162.8057,164895.6706,,8.0,3.0
