Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,ShapeChoice,BlockNumber,TrialTypeDesignation
1.0,102.9169921875,102.9169921875,103.5478515625,0.0,0.0,0.0,102.9169921875,0.0,102.9169921875,,,1.0,3.25,1.25,1.0,0.6469,0.0,9660.8719,1.2728,,,,0.0,1.0,4.0
2.0,104.1796875,104.1796875,105.9326171875,0.0,0.0,0.0,104.1796875,1.0,104.1796875,,,2.0,2.25,3.5,2.0,3.0318,1.0,9664.3817,4.7826,,,,0.0,1.0,4.0
3.0,107.6875,107.6875,109.568359375,0.0,0.0,0.0,,1.0,,,,3.0,3.25,3.75,3.0,6.6664,1.0,9668.1413,8.5423,,,,1.0,1.0,4.0
4.0,111.4462890625,111.4462890625,111.951171875,0.0,0.0,0.0,,1.0,,,,4.0,2.75,1.0,4.0,9.05,1.0,9669.1499,9.5508,,,,0.0,1.0,4.0
5.0,112.4580078125,112.4580078125,114.33984375,0.0,0.0,0.0,,0.0,,,,5.0,3.5,3.75,5.0,11.4382,0.0,9672.9149,13.3161,,,,1.0,1.0,4.0
6.0,116.2216796875,116.2216796875,117.8515625,0.0,0.0,0.0,116.2216796875,0.0,116.2216796875,,,6.0,3.0,3.25,6.0,14.9495,0.0,9676.1741,16.5749,,,,0.0,1.0,4.0
7.0,119.4794921875,119.4794921875,120.4853515625,0.0,0.0,0.0,119.4794921875,0.0,119.4794921875,,,7.0,3.0,2.0,7.0,17.5834,0.0,9678.1831,18.584,,,,1.0,1.0,4.0
8.0,121.4873046875,121.4873046875,122.2431640625,0.0,0.0,0.0,121.4873046875,0.0,121.4873046875,,,8.0,2.75,1.5,8.0,19.3408,0.0,9679.6903,20.0912,,,,1.0,1.0,4.0
9.0,122.9951171875,122.9951171875,123.5,0.0,0.0,0.0,122.9951171875,1.0,122.9951171875,,,9.0,3.0,1.0,9.0,20.5985,1.0,9680.6981,21.099,,,,1.0,1.0,4.0
10.0,124.0029296875,124.0029296875,124.5068359375,0.0,0.0,0.0,,1.0,,,,10.0,1.75,1.0,10.0,21.6062,1.0,9681.7057,22.1066,,,,1.0,1.0,4.0
11.0,125.01171875,125.01171875,126.6396484375,0.0,0.0,0.0,,0.0,,,,11.0,1.25,3.25,11.0,23.7387,0.0,9684.9632,25.3641,,,,0.0,1.0,4.0
12.0,128.267578125,128.267578125,129.146484375,0.0,0.0,0.0,128.267578125,1.0,128.267578125,,,12.0,3.0,1.75,12.0,26.2458,1.0,9686.7204,27.1213,,,,0.0,1.0,4.0
13.0,130.025390625,130.025390625,130.529296875,0.0,0.0,0.0,,0.0,,,,13.0,3.75,1.0,13.0,27.6279,0.0,9687.7274,28.1283,,,,0.0,1.0,4.0
14.0,131.03125,131.03125,132.0361328125,0.0,0.0,0.0,131.03125,1.0,131.03125,,,14.0,2.25,2.0,14.0,29.135,1.0,9689.7345,30.1354,,,,0.0,1.0,4.0
15.0,133.0390625,133.0390625,134.6689453125,0.0,0.0,0.0,,0.0,,,,15.0,3.25,3.25,15.0,31.7671,0.0,9692.9917,33.3926,,,,1.0,1.0,4.0
16.0,136.296875,136.296875,137.42578125,0.0,0.0,0.0,136.296875,0.0,136.296875,,,16.0,1.5,2.25,16.0,34.5247,0.0,9695.2493,35.6502,,,,1.0,1.0,4.0
17.0,138.5546875,138.5546875,139.9326171875,0.0,0.0,0.0,138.5546875,1.0,138.5546875,,,17.0,2.25,2.75,17.0,37.0319,1.0,9698.0064,38.4073,,,,0.0,1.0,4.0
18.0,141.3115234375,141.3115234375,142.9404296875,0.0,0.0,0.0,,0.0,,,,18.0,3.0,3.25,18.0,40.0391,0.0,9701.2636,41.6645,,,,1.0,1.0,4.0
19.0,144.568359375,144.568359375,146.0732421875,0.0,0.0,0.0,144.568359375,0.0,144.568359375,,,19.0,1.75,3.0,19.0,43.1713,0.0,9704.2709,44.6718,,,,0.0,1.0,4.0
20.0,147.5751953125,147.5751953125,148.205078125,0.0,0.0,0.0,147.5751953125,0.0,147.5751953125,,,20.0,2.75,1.25,20.0,45.3037,0.0,9705.5282,45.9291,,,,1.0,1.0,4.0
21.0,148.8330078125,148.8330078125,149.962890625,0.0,0.0,0.0,148.8330078125,0.0,148.8330078125,,,21.0,1.25,2.25,21.0,47.0608,0.0,9707.7854,48.1862,,,,1.0,1.0,4.0
22.0,151.08984375,151.08984375,152.09375,0.0,0.0,0.0,151.08984375,0.0,151.08984375,,,22.0,3.75,2.0,22.0,49.193,0.0,9709.7926,50.1934,,,,1.0,1.0,4.0
23.0,153.0966796875,153.0966796875,153.8515625,0.0,0.0,0.0,153.0966796875,0.0,153.0966796875,,,23.0,2.75,1.5,23.0,50.9499,0.0,9711.2995,51.7004,,,,0.0,1.0,4.0
24.0,154.6044921875,154.6044921875,155.4833984375,0.0,0.0,0.0,154.6044921875,0.0,154.6044921875,,,24.0,3.25,1.75,24.0,52.5821,0.0,9713.0567,53.4576,,,,1.0,1.0,4.0
25.0,156.361328125,156.361328125,157.8662109375,0.0,0.0,0.0,156.361328125,1.0,156.361328125,,,25.0,2.5,3.0,25.0,54.9643,1.0,9716.0639,56.4647,,,,0.0,1.0,4.0
26.0,159.369140625,159.369140625,161.248046875,0.0,0.0,0.0,,1.0,,,,26.0,3.5,3.75,26.0,58.3466,1.0,9719.8212,60.222,,,,0.0,1.0,4.0
27.0,163.1259765625,163.1259765625,163.7548828125,0.0,0.0,0.0,,1.0,,,,27.0,2.5,1.25,27.0,60.8539,1.0,9721.0786,61.4794,,,,1.0,1.0,4.0
28.0,164.3837890625,164.3837890625,165.2626953125,0.0,0.0,0.0,,0.0,,,,28.0,1.25,1.75,28.0,62.361,0.0,9722.8356,63.2365,,,,0.0,1.0,4.0
29.0,166.1396484375,166.1396484375,167.01953125,0.0,0.0,0.0,166.1396484375,1.0,166.1396484375,,,29.0,3.5,1.75,29.0,64.1182,1.0,9724.5928,64.9936,,,,1.0,1.0,4.0
30.0,167.8974609375,167.8974609375,168.65234375,0.0,0.0,0.0,,1.0,,,,30.0,3.25,1.5,30.0,65.7503,1.0,9726.0999,66.5008,,,,1.0,1.0,4.0
31.0,169.404296875,169.404296875,170.408203125,0.0,0.0,0.0,,1.0,,,,31.0,3.75,2.0,31.0,67.5076,1.0,9728.1071,68.508,,,,0.0,1.0,4.0
32.0,171.412109375,171.412109375,172.291015625,0.0,0.0,0.0,,0.0,,,,32.0,1.5,1.75,32.0,69.3898,0.0,9729.8644,70.2653,,,,1.0,1.0,4.0
33.0,173.1689453125,173.1689453125,174.2978515625,0.0,0.0,0.0,173.1689453125,0.0,173.1689453125,,,33.0,2.75,2.25,33.0,71.3969,0.0,9732.1215,72.5224,,,,1.0,1.0,4.0
34.0,175.42578125,175.42578125,177.0546875,0.0,0.0,0.0,175.42578125,0.0,175.42578125,,,34.0,2.0,3.25,34.0,74.154,0.0,9735.3785,75.7794,,,,0.0,1.0,4.0
35.0,178.68359375,178.68359375,179.9375,0.0,0.0,0.0,178.68359375,1.0,178.68359375,,,35.0,2.75,2.5,35.0,77.0362,1.0,9737.8859,78.2867,,,,1.0,1.0,4.0
36.0,181.1904296875,181.1904296875,182.0693359375,0.0,0.0,0.0,,0.0,,,,36.0,3.75,1.75,36.0,79.1685,0.0,9739.6431,80.044,,,,1.0,1.0,4.0
37.0,182.9482421875,182.9482421875,184.5771484375,0.0,0.0,0.0,182.9482421875,1.0,182.9482421875,,,37.0,3.25,3.25,37.0,81.6761,1.0,9742.9007,83.3015,,,,1.0,1.0,4.0
38.0,186.205078125,186.205078125,187.4609375,0.0,0.0,0.0,,0.0,,,,38.0,2.0,2.5,38.0,84.5583,0.0,9745.4078,85.8087,,,,1.0,1.0,4.0
39.0,188.7119140625,188.7119140625,189.216796875,0.0,0.0,0.0,188.7119140625,0.0,188.7119140625,,,39.0,1.0,1.0,39.0,86.3157,0.0,9746.4153,86.8162,,,,1.0,1.0,4.0
40.0,189.720703125,189.720703125,191.3486328125,0.0,0.0,0.0,189.720703125,0.0,189.720703125,,,40.0,2.5,3.25,40.0,88.448,0.0,9749.6726,90.0735,,,,1.0,1.0,4.0
41.0,192.9765625,192.9765625,193.6064453125,0.0,0.0,0.0,192.9765625,0.0,192.9765625,,,41.0,3.75,1.25,41.0,90.7051,0.0,9750.9297,91.3306,,,,0.0,1.0,4.0
42.0,194.2333984375,194.2333984375,195.36328125,0.0,0.0,0.0,194.2333984375,0.0,194.2333984375,,,42.0,2.5,2.25,42.0,92.4625,0.0,9753.187,93.5879,,,,1.0,1.0,4.0
43.0,196.4921875,196.4921875,197.49609375,0.0,0.0,0.0,196.4921875,1.0,196.4921875,,,43.0,1.0,2.0,43.0,94.5945,1.0,9755.194,95.5949,,,,0.0,1.0,4.0
44.0,198.498046875,198.498046875,200.1279296875,0.0,0.0,0.0,,0.0,,,,44.0,1.25,3.25,44.0,97.2267,0.0,9758.4513,98.8522,,,,1.0,1.0,4.0
45.0,201.755859375,201.755859375,203.009765625,0.0,0.0,0.0,201.755859375,0.0,201.755859375,,,45.0,1.75,2.5,45.0,100.1089,0.0,9760.9584,101.3593,,,,0.0,1.0,4.0
46.0,204.263671875,204.263671875,205.6435546875,0.0,0.0,0.0,204.263671875,1.0,204.263671875,,,46.0,1.25,2.75,46.0,102.7413,1.0,9763.7158,104.1167,,,,0.0,1.0,4.0
47.0,207.0205078125,207.0205078125,208.400390625,0.0,0.0,0.0,,1.0,,,,47.0,1.75,2.75,47.0,105.4987,1.0,9766.4733,106.8742,,,,0.0,1.0,4.0
48.0,209.77734375,209.77734375,211.2822265625,0.0,0.0,0.0,,1.0,,,,48.0,3.0,3.0,48.0,108.381,1.0,9769.4806,109.8814,,,,1.0,1.0,4.0
49.0,212.78515625,212.78515625,213.4150390625,0.0,0.0,0.0,,1.0,,,,49.0,2.25,1.25,49.0,110.5132,1.0,9770.7377,111.1386,,,,1.0,1.0,4.0
50.0,214.0419921875,214.0419921875,215.796875,0.0,0.0,0.0,,1.0,,,,50.0,1.5,3.5,50.0,112.8952,1.0,9774.2448,114.6457,,,,0.0,1.0,4.0
51.0,217.5498046875,217.5498046875,219.1787109375,0.0,0.0,0.0,,1.0,,,,51.0,1.25,3.25,51.0,116.2774,1.0,9777.502,117.9029,,,,0.0,1.0,4.0
