Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
14.0,914.798,915.303,914.798,1.0,914.798,915.303,,1.0,,914.798,915.303,14.0,2.25,2.0,14.0,21.1803,1.0,511388.4826,22.181,,,,2.0,1.0
15.0,916.309,916.815,916.309,1.0,916.309,916.815,,0.0,,916.309,916.815,15.0,3.25,3.25,15.0,22.6914,0.0,511390.6188,24.3171,,,,2.0,1.0
16.0,918.445,918.95,918.445,1.0,918.445,918.95,,0.0,,918.445,918.95,16.0,1.5,2.25,16.0,24.8273,0.0,511392.2546,25.9529,,,,2.0,1.0
17.0,920.081,920.586,920.081,1.0,920.081,920.586,,1.0,,920.081,920.586,17.0,2.25,2.75,17.0,26.4631,1.0,511394.1405,27.8388,,,,2.0,1.0
18.0,921.967,922.473,921.967,1.0,921.967,922.473,,1.0,,921.967,922.473,18.0,3.0,3.25,18.0,28.3494,1.0,511396.2767,29.9751,,,,2.0,1.0
19.0,924.104,924.609,924.104,1.0,924.104,924.609,,0.0,,924.104,924.609,19.0,1.75,3.0,19.0,30.4861,0.0,511398.2884,31.9868,,,,2.0,1.0
20.0,926.115,926.621,926.115,1.0,926.115,926.621,,0.0,,926.115,926.621,20.0,2.75,1.25,20.0,32.4973,0.0,511399.4246,33.1229,,,,2.0,1.0
21.0,927.251,927.757,927.251,1.0,927.251,927.757,,0.0,,927.251,927.757,21.0,1.25,2.25,21.0,33.6341,0.0,511401.0614,34.7597,,,,2.0,1.0
22.0,928.888,929.394,928.888,1.0,928.888,929.394,,0.0,,928.888,929.394,22.0,3.75,2.0,22.0,35.2702,0.0,511402.5725,36.2709,,,,2.0,1.0
23.0,930.399,930.905,930.399,1.0,930.399,930.905,,1.0,,930.399,930.905,23.0,2.75,1.5,23.0,36.7812,1.0,511403.8335,37.5318,,,,2.0,1.0
24.0,931.66,932.165,931.66,1.0,931.66,932.165,,1.0,,931.66,932.165,24.0,3.25,1.75,24.0,38.0414,1.0,511405.2187,38.9171,,,,2.0,1.0
25.0,933.046,933.551,933.046,1.0,933.046,933.551,,1.0,,933.046,933.551,25.0,2.5,3.0,25.0,39.4271,1.0,511407.2295,40.9278,,,,2.0,1.0
26.0,935.057,935.563,935.057,1.0,935.057,935.563,,1.0,,935.057,935.563,26.0,3.5,3.75,26.0,41.4392,1.0,511409.6165,43.3148,,,,2.0,1.0
27.0,937.444,937.949,937.444,1.0,937.444,937.949,,0.0,,937.444,937.949,27.0,2.5,1.25,27.0,43.8255,0.0,511410.7528,44.4511,,,,2.0,1.0
28.0,938.58,939.085,938.58,1.0,938.58,939.085,,1.0,,938.58,939.085,28.0,1.25,1.75,28.0,44.9612,1.0,511412.1384,45.8368,,,,2.0,1.0
29.0,939.965,940.471,939.965,1.0,939.965,940.471,,1.0,,939.965,940.471,29.0,3.5,1.75,29.0,46.3471,1.0,511413.5244,47.2228,,,,2.0,1.0
30.0,941.352,941.858,941.352,1.0,941.352,941.858,,0.0,,941.352,941.858,30.0,3.25,1.5,30.0,47.7342,0.0,511414.7865,48.4849,,,,2.0,1.0
31.0,942.614,943.12,942.614,1.0,942.614,943.12,,0.0,,942.614,943.12,31.0,3.75,2.0,31.0,48.9961,0.0,511416.2985,49.9968,,,,2.0,1.0
32.0,944.125,944.631,944.125,1.0,944.125,944.631,,0.0,,944.125,944.631,32.0,1.5,1.75,32.0,50.5072,0.0,511417.6845,51.3829,,,,2.0,1.0
33.0,945.511,946.017,945.511,1.0,945.511,946.017,,0.0,,945.511,946.017,33.0,2.75,2.25,33.0,51.8932,0.0,511419.3205,53.0188,,,,2.0,1.0
34.0,947.148,947.653,947.148,1.0,947.148,947.653,,0.0,,947.148,947.653,34.0,2.0,3.25,34.0,53.5295,0.0,511421.4568,55.1552,,,,2.0,1.0
35.0,949.284,949.79,949.284,1.0,949.284,949.79,,0.0,,949.284,949.79,35.0,2.75,2.5,35.0,55.6662,0.0,511423.2185,56.9169,,,,2.0,1.0
36.0,951.045,951.551,951.045,1.0,951.045,951.551,,1.0,,951.045,951.551,36.0,3.75,1.75,36.0,57.427,1.0,511424.6044,58.3027,,,,2.0,1.0
37.0,952.431,952.937,952.431,1.0,952.431,952.937,,0.0,,952.431,952.937,37.0,3.25,3.25,37.0,58.8132,0.0,511426.7406,60.4389,,,,2.0,1.0
38.0,954.567,955.073,954.567,1.0,954.567,955.073,,1.0,,954.567,955.073,38.0,2.0,2.5,38.0,60.9492,1.0,511428.5016,62.1999,,,,2.0,1.0
39.0,956.329,956.835,956.329,1.0,956.329,956.835,,1.0,,956.329,956.835,39.0,1.0,1.0,39.0,62.711,1.0,511429.5133,63.2117,,,,2.0,1.0
40.0,957.34,957.846,957.34,1.0,957.34,957.846,,1.0,,957.34,957.846,40.0,2.5,3.25,40.0,63.7221,1.0,511431.6494,65.3477,,,,2.0,1.0
41.0,959.476,959.982,959.476,1.0,959.476,959.982,,0.0,,959.476,959.982,41.0,3.75,1.25,41.0,65.8581,0.0,511432.7853,66.4837,,,,2.0,1.0
42.0,960.612,961.118,960.612,1.0,960.612,961.118,,0.0,,960.612,961.118,42.0,2.5,2.25,42.0,66.994,0.0,511434.4214,68.1197,,,,2.0,1.0
43.0,962.248,962.754,962.248,1.0,962.248,962.754,,0.0,,962.248,962.754,43.0,1.0,2.0,43.0,68.6301,0.0,511435.9324,69.6307,,,,2.0,1.0
44.0,963.759,964.265,963.759,1.0,963.759,964.265,,0.0,,963.759,964.265,44.0,1.25,3.25,44.0,70.1411,0.0,511438.0684,71.7667,,,,2.0,1.0
45.0,965.895,966.401,965.895,1.0,965.895,966.401,,0.0,,965.895,966.401,45.0,1.75,2.5,45.0,72.277,0.0,511439.8293,73.5276,,,,2.0,1.0
46.0,967.656,968.162,967.656,1.0,967.656,968.162,,1.0,,967.656,968.162,46.0,1.25,2.75,46.0,74.0382,1.0,511441.7155,75.4138,,,,2.0,1.0
47.0,969.543,970.048,969.543,1.0,969.543,970.048,,1.0,,969.543,970.048,47.0,1.75,2.75,47.0,75.9243,1.0,511443.6016,77.3,,,,2.0,1.0
48.0,971.429,971.934,971.429,1.0,971.429,971.934,,1.0,,971.429,971.934,48.0,3.0,3.0,48.0,77.8101,1.0,511445.6125,79.3108,,,,2.0,1.0
49.0,973.439,973.945,973.439,1.0,973.439,973.945,,0.0,,973.439,973.945,49.0,2.25,1.25,49.0,79.8211,0.0,511446.7483,80.4467,,,,2.0,1.0
50.0,974.576,975.082,974.576,1.0,974.576,975.082,,0.0,,974.576,975.082,50.0,1.5,3.5,50.0,80.9581,0.0,511449.0102,82.7086,,,,2.0,1.0
51.0,976.837,977.342,976.837,1.0,976.837,977.342,,0.0,,976.837,977.342,51.0,1.25,3.25,51.0,83.2184,0.0,511451.1458,84.8441,,,,2.0,1.0
52.0,978.973,979.479,978.973,1.0,978.973,979.479,,0.0,,978.973,979.479,52.0,2.5,3.75,52.0,85.3551,0.0,511453.5324,87.2307,,,,2.0,1.0
53.0,981.359,981.865,981.359,1.0,981.359,981.865,,1.0,,981.359,981.865,53.0,1.0,2.25,53.0,87.7411,1.0,511455.1685,88.8669,,,,2.0,1.0
54.0,982.995,983.501,982.995,1.0,982.995,983.501,,0.0,,982.995,983.501,54.0,1.25,3.75,54.0,89.3769,0.0,511457.5542,91.2526,,,,2.0,1.0
55.0,985.381,985.887,985.381,1.0,985.381,985.887,,1.0,,985.381,985.887,55.0,1.0,3.25,55.0,91.7631,1.0,511459.6905,93.3888,,,,2.0,1.0
56.0,987.517,988.023,987.517,1.0,987.517,988.023,,1.0,,987.517,988.023,56.0,3.25,3.5,56.0,93.899,1.0,511461.9514,95.6497,,,,2.0,1.0
57.0,989.778,990.284,989.778,1.0,989.778,990.284,,1.0,,989.778,990.284,57.0,1.25,2.0,57.0,96.16,1.0,511463.4623,97.1607,,,,2.0,1.0
58.0,991.289,991.795,991.289,1.0,991.289,991.795,,1.0,,991.289,991.795,58.0,1.75,3.25,58.0,97.6711,1.0,511465.5984,99.2967,,,,2.0,1.0
59.0,993.426,993.931,993.426,1.0,993.426,993.931,,1.0,,993.426,993.931,59.0,2.25,3.5,59.0,99.8072,1.0,511467.8595,101.5579,,,,2.0,1.0
60.0,995.687,996.192,995.687,1.0,995.687,996.192,,0.0,,995.687,996.192,60.0,1.5,1.75,60.0,102.0682,0.0,511469.2455,102.9439,,,,2.0,1.0
61.0,997.073,997.578,997.073,1.0,997.073,997.578,,0.0,,997.073,997.578,61.0,1.25,1.25,61.0,103.4543,0.0,511470.3816,104.08,,,,2.0,1.0
62.0,998.209,998.714,998.209,1.0,998.209,998.714,,0.0,,998.209,998.714,62.0,3.5,2.5,62.0,104.5902,0.0,511472.1425,105.8408,,,,2.0,1.0
63.0,999.969,1000.475,999.969,1.0,999.969,1000.475,,1.0,,999.969,1000.475,63.0,2.5,1.25,63.0,106.3504,1.0,511473.2777,106.9761,,,,2.0,1.0
64.0,1001.105,1001.611,1001.105,1.0,1001.105,1001.611,,1.0,,1001.105,1001.611,64.0,3.5,2.75,64.0,107.4863,1.0,511475.1637,108.862,,,,2.0,1.0
65.0,1002.991,1003.497,1002.991,1.0,1002.991,1003.497,,1.0,,1002.991,1003.497,65.0,2.0,2.5,65.0,109.3724,1.0,511476.9247,110.6231,,,,2.0,1.0
66.0,1004.752,1005.258,1004.752,1.0,1004.752,1005.258,,1.0,,1004.752,1005.258,66.0,2.0,1.0,66.0,111.134,1.0,511477.9362,111.6346,,,,2.0,1.0
67.0,1005.763,1006.269,1005.763,1.0,1005.763,1006.269,,0.0,,1005.763,1006.269,67.0,1.5,1.25,67.0,112.1449,0.0,511479.0722,112.7705,,,,2.0,1.0
68.0,1006.899,1007.405,1006.899,1.0,1006.899,1007.405,,1.0,,1006.899,1007.405,68.0,1.5,1.5,68.0,113.281,1.0,511480.3333,114.0317,,,,2.0,1.0
69.0,1008.161,1008.666,1008.161,1.0,1008.161,1008.666,,0.0,,1008.161,1008.666,69.0,2.25,1.0,69.0,114.5421,0.0,511481.3444,115.0427,,,,2.0,1.0
70.0,1009.172,1009.677,1009.172,1.0,1009.172,1009.677,,1.0,,1009.172,1009.677,70.0,3.5,3.75,70.0,115.5531,1.0,511483.7304,117.4287,,,,2.0,1.0
71.0,1011.558,1012.063,1011.558,1.0,1011.558,1012.063,,1.0,,1011.558,1012.063,71.0,2.25,2.25,71.0,117.939,1.0,511485.3664,119.0647,,,,2.0,1.0
72.0,1013.194,1013.7,1013.194,1.0,1013.194,1013.7,,1.0,,1013.194,1013.7,72.0,2.0,3.5,72.0,119.5752,1.0,511487.6275,121.3259,,,,2.0,1.0
73.0,1015.456,1015.961,1015.456,1.0,1015.456,1015.961,,0.0,,1015.456,1015.961,73.0,2.0,1.25,73.0,121.837,0.0,511488.7643,122.4626,,,,2.0,1.0
74.0,1016.592,1017.097,1016.592,1.0,1016.592,1017.097,,1.0,,1016.592,1017.097,74.0,3.25,2.0,74.0,122.9731,1.0,511490.2754,123.9737,,,,2.0,1.0
75.0,1018.103,1018.608,1018.103,1.0,1018.103,1018.608,,0.0,,1018.103,1018.608,75.0,1.5,2.0,75.0,124.484,0.0,511491.7863,125.4846,,,,2.0,1.0
76.0,1019.614,1020.119,1019.614,1.0,1019.614,1020.119,,0.0,,1019.614,1020.119,76.0,1.25,1.25,76.0,125.9949,0.0,511492.9222,126.6205,,,,2.0,1.0
77.0,1020.75,1021.256,1020.75,1.0,1020.75,1021.256,,0.0,,1020.75,1021.256,77.0,3.75,3.75,77.0,127.1319,0.0,511495.3093,129.0077,,,,2.0,1.0
78.0,1023.137,1023.643,1023.137,1.0,1023.137,1023.643,,1.0,,1023.137,1023.643,78.0,2.5,1.0,78.0,129.518,1.0,511496.3204,130.0187,,,,2.0,1.0
79.0,1024.148,1024.653,1024.148,1.0,1024.148,1024.653,,1.0,,1024.148,1024.653,79.0,1.5,2.0,79.0,130.5289,1.0,511497.8313,131.5296,,,,2.0,1.0
80.0,1025.659,1026.165,1025.659,1.0,1025.659,1026.165,,1.0,,1025.659,1026.165,80.0,3.25,1.0,80.0,132.0402,1.0,511498.8426,132.5409,,,,2.0,1.0
81.0,1026.671,1027.176,1026.671,1.0,1026.671,1027.176,,0.0,,1026.671,1027.176,81.0,1.0,1.5,81.0,133.0512,0.0,511500.1035,133.8019,,,,2.0,1.0
82.0,1027.932,1028.437,1027.932,1.0,1027.932,1028.437,,0.0,,1027.932,1028.437,82.0,2.75,3.0,82.0,134.3122,0.0,511502.1146,135.8129,,,,2.0,1.0
83.0,1029.943,1030.449,1029.943,1.0,1029.943,1030.449,,1.0,,1029.943,1030.449,83.0,2.75,2.25,83.0,136.3241,1.0,511503.7514,137.4498,,,,2.0,1.0
84.0,1031.579,1032.085,1031.579,1.0,1031.579,1032.085,,1.0,,1031.579,1032.085,84.0,2.5,1.75,84.0,137.96,1.0,511505.1373,138.8357,,,,2.0,1.0
85.0,1032.965,1033.471,1032.965,1.0,1032.965,1033.471,,1.0,,1032.965,1033.471,85.0,3.0,1.5,85.0,139.3459,1.0,511506.3982,140.0966,,,,2.0,1.0
86.0,1034.226,1034.732,1034.226,1.0,1034.226,1034.732,,1.0,,1034.226,1034.732,86.0,3.0,1.5,86.0,140.607,1.0,511507.6594,141.3577,,,,2.0,1.0
87.0,1035.487,1035.991,1035.487,1.0,1035.487,1035.991,,0.0,,1035.487,1035.991,87.0,2.0,2.75,87.0,141.8667,0.0,511509.544,143.2424,,,,2.0,1.0
88.0,1037.372,1037.878,1037.372,1.0,1037.372,1037.878,,0.0,,1037.372,1037.878,88.0,3.25,1.0,88.0,143.753,0.0,511510.5553,144.2536,,,,2.0,1.0
89.0,1038.383,1038.889,1038.383,1.0,1038.383,1038.889,,1.0,,1038.383,1038.889,89.0,3.75,3.25,89.0,144.764,1.0,511512.6911,146.3894,,,,2.0,1.0
90.0,1040.518,1041.024,1040.518,1.0,1040.518,1041.024,,1.0,,1040.518,1041.024,90.0,2.25,2.25,90.0,146.8991,1.0,511514.3265,148.0248,,,,2.0,1.0
91.0,1042.154,1042.661,1042.154,1.0,1042.154,1042.661,,1.0,,1042.154,1042.661,91.0,2.25,1.75,91.0,148.5358,1.0,511515.7132,149.4115,,,,2.0,1.0
92.0,1043.541,1044.047,1043.541,1.0,1043.541,1044.047,,0.0,,1043.541,1044.047,92.0,2.5,2.5,92.0,149.9219,0.0,511517.4742,151.1726,,,,2.0,1.0
93.0,1045.302,1045.807,1045.302,1.0,1045.302,1045.807,,1.0,,1045.302,1045.807,93.0,3.25,3.25,93.0,151.6821,1.0,511519.6094,153.3078,,,,2.0,1.0
94.0,1047.437,1047.943,1047.437,1.0,1047.437,1047.943,,1.0,,1047.437,1047.943,94.0,2.75,2.0,94.0,153.818,1.0,511521.1203,154.8187,,,,2.0,1.0
95.0,1048.948,1049.454,1048.948,1.0,1048.948,1049.454,,1.0,,1048.948,1049.454,95.0,3.25,2.5,95.0,155.3289,1.0,511522.8812,156.5796,,,,2.0,1.0
96.0,1050.709,1051.215,1050.709,1.0,1050.709,1051.215,,1.0,,1050.709,1051.215,96.0,2.0,3.75,96.0,157.0901,1.0,511525.2674,158.9657,,,,2.0,1.0
97.0,1053.096,1053.602,1053.096,1.0,1053.096,1053.602,,0.0,,1053.096,1053.602,97.0,3.5,2.5,97.0,159.4769,0.0,511527.0292,160.7275,,,,2.0,1.0
98.0,1054.858,1055.363,1054.858,1.0,1054.858,1055.363,,1.0,,1054.858,1055.363,98.0,2.75,2.75,98.0,161.2381,1.0,511528.9154,162.6137,,,,2.0,1.0
99.0,1056.743,1057.249,1056.743,1.0,1056.743,1057.249,,0.0,,1056.743,1057.249,99.0,1.5,1.75,99.0,163.124,0.0,511530.3013,163.9997,,,,2.0,1.0
100.0,1058.13,1058.636,1058.13,1.0,1058.13,1058.636,,1.0,,1058.13,1058.636,100.0,2.25,1.5,100.0,164.5108,1.0,511531.5631,165.2615,,,,2.0,1.0
101.0,1332.723,1332.729,1332.723,1.0,1332.723,1332.729,,1.0,,1332.723,1332.729,1.0,3.25,1.25,1.0,0.010174,0.0,511804.8967,0.8126,,,,3.0,2.0
102.0,1333.531,1333.538,1333.531,1.0,1333.531,1333.538,,1.0,,1333.531,1333.538,2.0,2.25,3.5,2.0,0.81821,0.0,511805.7046,1.6205,,,,3.0,2.0
103.0,1334.339,1334.346,1334.339,1.0,1334.339,1334.346,,1.0,,1334.339,1334.346,3.0,3.25,3.75,3.0,1.6272,0.0,511806.5136,2.4295,,,,3.0,2.0
104.0,1335.146,1335.154,1335.146,1.0,1335.146,1335.154,,1.0,,1335.146,1335.154,4.0,2.75,1.0,4.0,2.4347,1.0,511807.3196,3.2355,,,,3.0,2.0
105.0,1335.956,1335.966,1335.956,1.0,1335.956,1335.966,,1.0,,1335.956,1335.966,5.0,3.5,3.75,5.0,3.243,0.0,511808.1305,4.0466,,,,3.0,2.0
106.0,1336.767,1336.772,1336.767,1.0,1336.767,1336.772,,1.0,,1336.767,1336.772,6.0,3.0,3.25,6.0,4.055,1.0,511808.9403,4.8562,,,,3.0,2.0
107.0,1337.573,1337.578,1337.573,1.0,1337.573,1337.578,,1.0,,1337.573,1337.578,7.0,3.0,2.0,7.0,4.8611,1.0,511809.7464,5.6623,,,,3.0,2.0
108.0,1338.378,1338.383,1338.378,1.0,1338.378,1338.383,,1.0,,1338.378,1338.383,8.0,2.75,1.5,8.0,5.6671,1.0,511810.5517,6.4676,,,,3.0,2.0
109.0,1339.184,1339.19,1339.184,1.0,1339.184,1339.19,,1.0,,1339.184,1339.19,9.0,3.0,1.0,9.0,6.4724,0.0,511811.3576,7.2735,,,,3.0,2.0
110.0,1339.991,1339.996,1339.991,1.0,1339.991,1339.996,,1.0,,1339.991,1339.996,10.0,1.75,1.0,10.0,7.2789,1.0,511812.1643,8.0802,,,,3.0,2.0
111.0,1340.797,1340.802,1340.797,1.0,1340.797,1340.802,,1.0,,1340.797,1340.802,11.0,1.25,3.25,11.0,8.0851,0.0,511812.9703,8.8862,,,,3.0,2.0
112.0,1341.603,1341.608,1341.603,1.0,1341.603,1341.608,,1.0,,1341.603,1341.608,12.0,3.0,1.75,12.0,8.891,1.0,511813.7763,9.6922,,,,3.0,2.0
113.0,1342.409,1342.414,1342.409,1.0,1342.409,1342.414,,1.0,,1342.409,1342.414,13.0,3.75,1.0,13.0,9.6971,0.0,511814.5824,10.4982,,,,3.0,2.0
114.0,1343.215,1343.22,1343.215,1.0,1343.215,1343.22,,1.0,,1343.215,1343.22,14.0,2.25,2.0,14.0,10.503,0.0,511815.3883,11.3041,,,,3.0,2.0
115.0,1344.021,1344.026,1344.021,1.0,1344.021,1344.026,,1.0,,1344.021,1344.026,15.0,3.25,3.25,15.0,11.309,0.0,511816.1943,12.1102,,,,3.0,2.0
116.0,1344.827,1344.832,1344.827,1.0,1344.827,1344.832,,1.0,,1344.827,1344.832,16.0,1.5,2.25,16.0,12.115,0.0,511817.0002,12.9161,,,,3.0,2.0
117.0,1345.633,1345.638,1345.633,1.0,1345.633,1345.638,,1.0,,1345.633,1345.638,17.0,2.25,2.75,17.0,12.9211,0.0,511817.8063,13.7222,,,,3.0,2.0
118.0,1346.439,1346.444,1346.439,1.0,1346.439,1346.444,,1.0,,1346.439,1346.444,18.0,3.0,3.25,18.0,13.7271,0.0,511818.6124,14.5283,,,,3.0,2.0
119.0,1347.245,1347.25,1347.245,1.0,1347.245,1347.25,,1.0,,1347.245,1347.25,19.0,1.75,3.0,19.0,14.533,1.0,511819.4182,15.3341,,,,3.0,2.0
120.0,1348.051,1348.056,1348.051,1.0,1348.051,1348.056,,1.0,,1348.051,1348.056,20.0,2.75,1.25,20.0,15.3391,0.0,511820.2243,16.1402,,,,3.0,2.0
121.0,1348.857,1348.862,1348.857,1.0,1348.857,1348.862,,1.0,,1348.857,1348.862,21.0,1.25,2.25,21.0,16.1451,0.0,511821.0303,16.9462,,,,3.0,2.0
122.0,1349.663,1349.668,1349.663,1.0,1349.663,1349.668,,1.0,,1349.663,1349.668,22.0,3.75,2.0,22.0,16.951,1.0,511821.8362,17.7521,,,,3.0,2.0
123.0,1350.469,1350.474,1350.469,1.0,1350.469,1350.474,,1.0,,1350.469,1350.474,23.0,2.75,1.5,23.0,17.7572,0.0,511822.6425,18.5584,,,,3.0,2.0
124.0,1351.275,1351.281,1351.275,1.0,1351.275,1351.281,,1.0,,1351.275,1351.281,24.0,3.25,1.75,24.0,18.5633,1.0,511823.4485,19.3644,,,,3.0,2.0
125.0,1352.082,1352.087,1352.082,1.0,1352.082,1352.087,,1.0,,1352.082,1352.087,25.0,2.5,3.0,25.0,19.3699,0.0,511824.2551,20.171,,,,3.0,2.0
126.0,1352.888,1352.893,1352.888,1.0,1352.888,1352.893,,1.0,,1352.888,1352.893,26.0,3.5,3.75,26.0,20.1761,1.0,511825.0613,20.9772,,,,3.0,2.0
127.0,1353.694,1353.699,1353.694,1.0,1353.694,1353.699,,1.0,,1353.694,1353.699,27.0,2.5,1.25,27.0,20.982,1.0,511825.8672,21.7831,,,,3.0,2.0
128.0,1354.5,1354.505,1354.5,1.0,1354.5,1354.505,,1.0,,1354.5,1354.505,28.0,1.25,1.75,28.0,21.7881,1.0,511826.6733,22.5892,,,,3.0,2.0
129.0,1355.306,1355.311,1355.306,1.0,1355.306,1355.311,,1.0,,1355.306,1355.311,29.0,3.5,1.75,29.0,22.5942,0.0,511827.4794,23.3953,,,,3.0,2.0
130.0,1356.112,1356.117,1356.112,1.0,1356.112,1356.117,,1.0,,1356.112,1356.117,30.0,3.25,1.5,30.0,23.4001,0.0,511828.2854,24.2013,,,,3.0,2.0
131.0,1356.918,1356.923,1356.918,1.0,1356.918,1356.923,,1.0,,1356.918,1356.923,31.0,3.75,2.0,31.0,24.2061,1.0,511829.0913,25.0072,,,,3.0,2.0
132.0,1357.724,1357.73,1357.724,1.0,1357.724,1357.73,,1.0,,1357.724,1357.73,32.0,1.5,1.75,32.0,25.012,0.0,511829.8973,25.8131,,,,3.0,2.0
133.0,1358.531,1358.536,1358.531,1.0,1358.531,1358.536,,1.0,,1358.531,1358.536,33.0,2.75,2.25,33.0,25.819,0.0,511830.7043,26.6202,,,,3.0,2.0
134.0,1359.337,1359.345,1359.337,1.0,1359.337,1359.345,,1.0,,1359.337,1359.345,34.0,2.0,3.25,34.0,26.625,0.0,511831.5104,27.4263,,,,3.0,2.0
135.0,1360.146,1360.151,1360.146,1.0,1360.146,1360.151,,1.0,,1360.146,1360.151,35.0,2.75,2.5,35.0,27.4337,0.0,511832.3193,28.2352,,,,3.0,2.0
136.0,1360.952,1360.958,1360.952,1.0,1360.952,1360.958,,1.0,,1360.952,1360.958,36.0,3.75,1.75,36.0,28.2402,0.0,511833.1255,29.0414,,,,3.0,2.0
137.0,1361.759,1361.764,1361.759,1.0,1361.759,1361.764,,1.0,,1361.759,1361.764,37.0,3.25,3.25,37.0,29.0469,1.0,511833.9322,29.8481,,,,3.0,2.0
138.0,1362.565,1362.57,1362.565,1.0,1362.565,1362.57,,1.0,,1362.565,1362.57,38.0,2.0,2.5,38.0,29.8531,0.0,511834.7384,30.6542,,,,3.0,2.0
139.0,1363.371,1363.377,1363.371,1.0,1363.371,1363.377,,1.0,,1363.371,1363.377,39.0,1.0,1.0,39.0,30.6592,1.0,511835.5446,31.4604,,,,3.0,2.0
140.0,1364.178,1364.183,1364.178,1.0,1364.178,1364.183,,1.0,,1364.178,1364.183,40.0,2.5,3.25,40.0,31.4657,0.0,511836.351,32.2669,,,,3.0,2.0
141.0,1364.984,1364.991,1364.984,1.0,1364.984,1364.991,,1.0,,1364.984,1364.991,41.0,3.75,1.25,41.0,32.2722,0.0,511837.1575,33.0734,,,,3.0,2.0
142.0,1365.792,1365.797,1365.792,1.0,1365.792,1365.797,,1.0,,1365.792,1365.797,42.0,2.5,2.25,42.0,33.0797,1.0,511837.965,33.8809,,,,3.0,2.0
143.0,1366.598,1366.603,1366.598,1.0,1366.598,1366.603,,1.0,,1366.598,1366.603,43.0,1.0,2.0,43.0,33.886,1.0,511838.7713,34.6872,,,,3.0,2.0
144.0,1367.404,1367.409,1367.404,1.0,1367.404,1367.409,,1.0,,1367.404,1367.409,44.0,1.25,3.25,44.0,34.692,0.0,511839.5772,35.4931,,,,3.0,2.0
145.0,1368.21,1368.215,1368.21,1.0,1368.21,1368.215,,1.0,,1368.21,1368.215,45.0,1.75,2.5,45.0,35.4981,0.0,511840.3834,36.2993,,,,3.0,2.0
146.0,1369.016,1369.022,1369.016,1.0,1369.016,1369.022,,1.0,,1369.016,1369.022,46.0,1.25,2.75,46.0,36.3042,1.0,511841.1894,37.1053,,,,3.0,2.0
147.0,1369.823,1369.829,1369.823,1.0,1369.823,1369.829,,1.0,,1369.823,1369.829,47.0,1.75,2.75,47.0,37.1108,1.0,511841.9961,37.912,,,,3.0,2.0
