Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
148.0,1370.63,1370.635,1370.63,1.0,1370.63,1370.635,,1.0,,1370.63,1370.635,48.0,3.0,3.0,48.0,37.9178,0.0,511842.803,38.7189,,,,3.0,2.0
149.0,1371.436,1371.441,1371.436,1.0,1371.436,1371.441,,1.0,,1371.436,1371.441,49.0,2.25,1.25,49.0,38.724,0.0,511843.6092,39.5251,,,,3.0,2.0
150.0,1372.242,1372.248,1372.242,1.0,1372.242,1372.248,,1.0,,1372.242,1372.248,50.0,1.5,3.5,50.0,39.5301,0.0,511844.4155,40.3313,,,,3.0,2.0
151.0,1373.048,1373.054,1373.048,1.0,1373.048,1373.054,,1.0,,1373.048,1373.054,51.0,1.25,3.25,51.0,40.3362,1.0,511845.2215,41.1374,,,,3.0,2.0
152.0,1373.855,1373.86,1373.855,1.0,1373.855,1373.86,,1.0,,1373.855,1373.86,52.0,2.5,3.75,52.0,41.1428,0.0,511846.028,41.9439,,,,3.0,2.0
153.0,1374.661,1374.667,1374.661,1.0,1374.661,1374.667,,1.0,,1374.661,1374.667,53.0,1.0,2.25,53.0,41.9488,0.0,511846.8341,42.75,,,,3.0,2.0
154.0,1375.468,1375.473,1375.468,1.0,1375.468,1375.473,,1.0,,1375.468,1375.473,54.0,1.25,3.75,54.0,42.7553,0.0,511847.6406,43.5565,,,,3.0,2.0
155.0,1376.274,1376.279,1376.274,1.0,1376.274,1376.279,,1.0,,1376.274,1376.279,55.0,1.0,3.25,55.0,43.5619,0.0,511848.4471,44.363,,,,3.0,2.0
156.0,1377.08,1377.085,1377.08,1.0,1377.08,1377.085,,1.0,,1377.08,1377.085,56.0,3.25,3.5,56.0,44.368,0.0,511849.2533,45.1692,,,,3.0,2.0
157.0,1377.886,1377.891,1377.886,1.0,1377.886,1377.891,,1.0,,1377.886,1377.891,57.0,1.25,2.0,57.0,45.1741,0.0,511850.0593,45.9752,,,,3.0,2.0
158.0,1378.692,1378.697,1378.692,1.0,1378.692,1378.697,,1.0,,1378.692,1378.697,58.0,1.75,3.25,58.0,45.9799,1.0,511850.8651,46.781,,,,3.0,2.0
159.0,1379.498,1379.503,1379.498,1.0,1379.498,1379.503,,1.0,,1379.498,1379.503,59.0,2.25,3.5,59.0,46.786,0.0,511851.6712,47.5871,,,,3.0,2.0
160.0,1380.304,1380.31,1380.304,1.0,1380.304,1380.31,,1.0,,1380.304,1380.31,60.0,1.5,1.75,60.0,47.592,1.0,511852.4772,48.3931,,,,3.0,2.0
161.0,1381.111,1381.116,1381.111,1.0,1381.111,1381.116,,1.0,,1381.111,1381.116,61.0,1.25,1.25,61.0,48.3986,0.0,511853.2839,49.1997,,,,3.0,2.0
162.0,1381.917,1381.922,1381.917,1.0,1381.917,1381.922,,1.0,,1381.917,1381.922,62.0,3.5,2.5,62.0,49.2049,1.0,511854.0901,50.006,,,,3.0,2.0
163.0,1382.723,1382.728,1382.723,1.0,1382.723,1382.728,,1.0,,1382.723,1382.728,63.0,2.5,1.25,63.0,50.011,1.0,511854.8956,50.8115,,,,3.0,2.0
164.0,1383.529,1383.534,1383.529,1.0,1383.529,1383.534,,1.0,,1383.529,1383.534,64.0,3.5,2.75,64.0,50.8161,0.0,511855.7014,51.6173,,,,3.0,2.0
165.0,1384.335,1384.34,1384.335,1.0,1384.335,1384.34,,1.0,,1384.335,1384.34,65.0,2.0,2.5,65.0,51.6229,1.0,511856.5081,52.424,,,,3.0,2.0
166.0,1385.141,1385.147,1385.141,1.0,1385.141,1385.147,,1.0,,1385.141,1385.147,66.0,2.0,1.0,66.0,52.429,1.0,511857.3143,53.2302,,,,3.0,2.0
167.0,1385.948,1385.953,1385.948,1.0,1385.948,1385.953,,1.0,,1385.948,1385.953,67.0,1.5,1.25,67.0,53.2351,1.0,511858.1204,54.0363,,,,3.0,2.0
168.0,1386.753,1386.759,1386.753,1.0,1386.753,1386.759,,1.0,,1386.753,1386.759,68.0,1.5,1.5,68.0,54.0411,0.0,511858.9263,54.8422,,,,3.0,2.0
169.0,1387.56,1387.565,1387.56,1.0,1387.56,1387.565,,1.0,,1387.56,1387.565,69.0,2.25,1.0,69.0,54.8476,0.0,511859.7328,55.6487,,,,3.0,2.0
170.0,1388.366,1388.371,1388.366,1.0,1388.366,1388.371,,1.0,,1388.366,1388.371,70.0,3.5,3.75,70.0,55.6539,1.0,511860.5392,56.4551,,,,3.0,2.0
171.0,1389.172,1389.177,1389.172,1.0,1389.172,1389.177,,1.0,,1389.172,1389.177,71.0,2.25,2.25,71.0,56.46,1.0,511861.3452,57.2611,,,,3.0,2.0
172.0,1389.978,1389.983,1389.978,1.0,1389.978,1389.983,,1.0,,1389.978,1389.983,72.0,2.0,3.5,72.0,57.2658,0.0,511862.151,58.0669,,,,3.0,2.0
173.0,1390.784,1390.789,1390.784,1.0,1390.784,1390.789,,1.0,,1390.784,1390.789,73.0,2.0,1.25,73.0,58.072,1.0,511862.9572,58.8731,,,,3.0,2.0
174.0,1391.59,1391.596,1391.59,1.0,1391.59,1391.596,,1.0,,1391.59,1391.596,74.0,3.25,2.0,74.0,58.8779,1.0,511863.7631,59.679,,,,3.0,2.0
175.0,1392.397,1392.405,1392.397,1.0,1392.397,1392.405,,1.0,,1392.397,1392.405,75.0,1.5,2.0,75.0,59.6848,1.0,511864.5701,60.486,,,,3.0,2.0
176.0,1393.206,1393.211,1393.206,1.0,1393.206,1393.211,,1.0,,1393.206,1393.211,76.0,1.25,1.25,76.0,60.4933,1.0,511865.3786,61.2945,,,,3.0,2.0
177.0,1394.012,1394.017,1394.012,1.0,1394.012,1394.017,,1.0,,1394.012,1394.017,77.0,3.75,3.75,77.0,61.2997,1.0,511866.1845,62.1003,,,,3.0,2.0
178.0,1394.818,1394.823,1394.818,1.0,1394.818,1394.823,,1.0,,1394.818,1394.823,78.0,2.5,1.0,78.0,62.1054,1.0,511866.9906,62.9065,,,,3.0,2.0
179.0,1395.624,1395.63,1395.624,1.0,1395.624,1395.63,,1.0,,1395.624,1395.63,79.0,1.5,2.0,79.0,62.9119,1.0,511867.7972,63.7131,,,,3.0,2.0
180.0,1396.431,1396.436,1396.431,1.0,1396.431,1396.436,,1.0,,1396.431,1396.436,80.0,3.25,1.0,80.0,63.718,0.0,511868.6033,64.5192,,,,3.0,2.0
181.0,1397.237,1397.242,1397.237,1.0,1397.237,1397.242,,1.0,,1397.237,1397.242,81.0,1.0,1.5,81.0,64.524,0.0,511869.4093,65.3252,,,,3.0,2.0
182.0,1398.042,1398.047,1398.042,1.0,1398.042,1398.047,,1.0,,1398.042,1398.047,82.0,2.75,3.0,82.0,65.3299,1.0,511870.2152,66.1311,,,,3.0,2.0
183.0,1398.848,1398.857,1398.848,1.0,1398.848,1398.857,,1.0,,1398.848,1398.857,83.0,2.75,2.25,83.0,66.1359,1.0,511871.0212,66.9371,,,,3.0,2.0
184.0,1399.658,1399.664,1399.658,1.0,1399.658,1399.664,,1.0,,1399.658,1399.664,84.0,2.5,1.75,84.0,66.9452,0.0,511871.8305,67.7464,,,,3.0,2.0
185.0,1400.464,1400.47,1400.464,1.0,1400.464,1400.47,,1.0,,1400.464,1400.47,85.0,3.0,1.5,85.0,67.7519,1.0,511872.6372,68.5531,,,,3.0,2.0
186.0,1401.27,1401.276,1401.27,1.0,1401.27,1401.276,,1.0,,1401.27,1401.276,86.0,3.0,1.5,86.0,68.5579,1.0,511873.4432,69.359,,,,3.0,2.0
187.0,1402.077,1402.083,1402.077,1.0,1402.077,1402.083,,1.0,,1402.077,1402.083,87.0,2.0,2.75,87.0,69.3648,0.0,511874.2499,70.1658,,,,3.0,2.0
188.0,1402.884,1402.89,1402.884,1.0,1402.884,1402.89,,1.0,,1402.884,1402.89,88.0,3.25,1.0,88.0,70.1716,1.0,511875.0568,70.9727,,,,3.0,2.0
189.0,1403.69,1403.695,1403.69,1.0,1403.69,1403.695,,1.0,,1403.69,1403.695,89.0,3.75,3.25,89.0,70.9779,1.0,511875.8632,71.7791,,,,3.0,2.0
190.0,1404.496,1404.502,1404.496,1.0,1404.496,1404.502,,1.0,,1404.496,1404.502,90.0,2.25,2.25,90.0,71.7838,1.0,511876.6689,72.5848,,,,3.0,2.0
191.0,1405.302,1405.308,1405.302,1.0,1405.302,1405.308,,1.0,,1405.302,1405.308,91.0,2.25,1.75,91.0,72.5899,1.0,511877.4751,73.391,,,,3.0,2.0
192.0,1406.109,1406.117,1406.109,1.0,1406.109,1406.117,,1.0,,1406.109,1406.117,92.0,2.5,2.5,92.0,73.3961,1.0,511878.2815,74.1973,,,,3.0,2.0
193.0,1406.918,1406.923,1406.918,1.0,1406.918,1406.923,,1.0,,1406.918,1406.923,93.0,3.25,3.25,93.0,74.2049,1.0,511879.0902,75.0061,,,,3.0,2.0
194.0,1407.724,1407.729,1407.724,1.0,1407.724,1407.729,,1.0,,1407.724,1407.729,94.0,2.75,2.0,94.0,75.0109,0.0,511879.8961,75.812,,,,3.0,2.0
195.0,1408.53,1408.535,1408.53,1.0,1408.53,1408.535,,1.0,,1408.53,1408.535,95.0,3.25,2.5,95.0,75.8169,1.0,511880.7021,76.618,,,,3.0,2.0
196.0,1409.335,1409.341,1409.335,1.0,1409.335,1409.341,,1.0,,1409.335,1409.341,96.0,2.0,3.75,96.0,76.6229,1.0,511881.5081,77.424,,,,3.0,2.0
197.0,1410.141,1410.147,1410.141,1.0,1410.141,1410.147,,1.0,,1410.141,1410.147,97.0,3.5,2.5,97.0,77.4289,0.0,511882.3141,78.23,,,,3.0,2.0
198.0,1410.948,1410.953,1410.948,1.0,1410.948,1410.953,,1.0,,1410.948,1410.953,98.0,2.75,2.75,98.0,78.2349,0.0,511883.1202,79.036,,,,3.0,2.0
199.0,1411.754,1411.759,1411.754,1.0,1411.754,1411.759,,1.0,,1411.754,1411.759,99.0,1.5,1.75,99.0,79.041,1.0,511883.9262,79.8421,,,,3.0,2.0
200.0,1412.56,,1412.56,1.0,1412.56,1486.65,,1.0,,1412.56,1486.65,100.0,2.25,1.5,100.0,79.8469,0.0,511884.7321,80.648,,,,3.0,2.0
201.0,1520.834,1526.346,1526.849,1.0,1520.834,1524.841,1525.417,0.0,0.576,1520.834,1526.849,1.0,3.25,1.25,1.0,1.5045,0.0,511999.0182,6.0218,0.0002149,4.016,511993.5682,4.0,3.0
202.0,1528.111,1533.621,1534.123,1.0,1528.111,1532.116,1532.703,1.0,0.587,1528.111,1534.123,2.0,2.25,3.5,2.0,1.5043,1.0,512006.2928,13.2964,7.2774,11.2909,511986.3037,4.0,3.0
203.0,1537.633,1543.143,1543.645,1.0,1537.633,1541.639,1542.567,1.0,0.928,1537.633,1543.645,3.0,3.25,3.75,3.0,1.5043,1.0,512015.8149,22.8185,16.802,20.8129,511977.1211,4.0,3.0
204.0,1547.406,1552.916,1553.418,1.0,1547.406,1551.412,1551.764,0.0,0.352,1547.406,1553.418,4.0,2.75,1.0,4.0,1.5041,0.0,512025.5875,32.591,26.5731,30.5858,511966.7695,4.0,3.0
205.0,1554.429,1559.944,1560.447,1.0,1554.429,1558.437,1559.401,0.0,0.964,1554.429,1560.447,5.0,3.5,3.75,5.0,1.5054,0.0,512032.6165,39.6202,33.5965,37.6113,511960.3606,4.0,3.0
206.0,1564.21,1569.72,1570.222,1.0,1564.21,1568.215,1568.702,1.0,0.487,1564.21,1570.222,6.0,3.0,3.25,6.0,1.5045,1.0,512042.3912,49.3947,43.3798,47.3895,511950.1026,4.0,3.0
207.0,1573.481,1578.99,1579.491,1.0,1573.481,1577.486,1578.198,0.0,0.712,1573.481,1579.491,7.0,3.0,2.0,7.0,1.5041,0.0,512051.6609,58.6643,52.6495,56.6596,511941.059,4.0,3.0
208.0,1581.501,1587.01,1587.511,1.0,1581.501,1585.506,1586.111,0.0,0.605,1581.501,1587.511,8.0,2.75,1.5,8.0,1.504,0.0,512059.6807,66.6841,60.6695,64.6795,511932.9309,4.0,3.0
209.0,1589.021,1594.53,1595.032,1.0,1589.021,1593.026,1593.543,1.0,0.517,1589.021,1595.032,9.0,3.0,1.0,9.0,1.5041,1.0,512067.2012,74.2046,68.1892,72.1998,511925.3232,4.0,3.0
210.0,1596.041,1601.55,1602.051,1.0,1596.041,1600.046,1600.614,0.0,0.568,1596.041,1602.051,10.0,1.75,1.0,10.0,1.5039,0.0,512074.2206,81.2241,75.2094,79.2196,511918.3549,4.0,3.0
211.0,1603.062,1608.571,1609.073,1.0,1603.062,1607.067,1607.83,1.0,0.763,1603.062,1609.073,11.0,1.25,3.25,11.0,1.5041,1.0,512081.2417,88.2452,82.2296,86.2405,511911.5298,4.0,3.0
212.0,1612.332,1617.841,1618.343,1.0,1612.332,1616.337,1616.774,0.0,0.437,1612.332,1618.343,12.0,3.0,1.75,12.0,1.5041,0.0,512090.5119,97.5154,91.5004,95.5106,511901.9331,4.0,3.0
213.0,1620.102,1625.612,1626.113,1.0,1620.102,1624.107,1624.511,1.0,0.404,1620.102,1626.113,13.0,3.75,1.0,13.0,1.504,1.0,512098.2818,105.2853,99.2704,103.2806,511894.1288,4.0,3.0
214.0,1627.122,1632.631,1633.133,1.0,1627.122,1631.127,1631.495,1.0,0.368,1627.122,1633.133,14.0,2.25,2.0,14.0,1.5041,1.0,512105.3017,112.3052,106.2902,110.3005,511887.0731,4.0,3.0
215.0,1635.141,1640.651,1641.152,1.0,1635.141,1639.146,1639.147,1.0,0.001,1635.141,1641.152,15.0,3.25,3.25,15.0,1.5038,1.0,512113.3207,120.3242,114.3101,118.3196,511878.6865,4.0,3.0
216.0,1644.411,1649.921,1650.422,1.0,1644.411,1648.416,1648.767,0.0,0.351,1644.411,1650.422,16.0,1.5,2.25,16.0,1.504,0.0,512122.5906,129.5941,123.5792,127.5895,511869.7671,4.0,3.0
217.0,1652.681,1658.192,1658.693,1.0,1652.681,1656.687,1657.103,0.0,0.416,1652.681,1658.693,17.0,2.25,2.75,17.0,1.504,0.0,512130.8615,137.865,131.8493,135.8603,511861.5625,4.0,3.0
218.0,1661.452,1666.962,1667.464,1.0,1661.452,1665.458,1666.359,1.0,0.901,1661.452,1667.464,18.0,3.0,3.25,18.0,1.5041,1.0,512139.632,146.6354,140.6202,144.6307,511853.2773,4.0,3.0
219.0,1670.723,1676.232,1676.733,1.0,1670.723,1674.728,1675.144,0.0,0.416,1670.723,1676.733,19.0,1.75,3.0,19.0,1.504,0.0,512148.9017,155.9052,149.8906,153.9005,511843.5207,4.0,3.0
220.0,1679.743,1685.252,1685.753,1.0,1679.743,1683.748,1684.151,0.0,0.403,1679.743,1685.753,20.0,2.75,1.25,20.0,1.5039,0.0,512157.9214,164.9249,158.9103,162.9204,511834.4894,4.0,3.0
221.0,1687.013,1692.522,1693.023,1.0,1687.013,1691.018,1691.607,0.0,0.589,1687.013,1693.023,21.0,1.25,2.25,21.0,1.504,0.0,512165.1914,172.1948,166.1802,170.1904,511827.4055,4.0,3.0
222.0,1695.283,1700.793,1701.294,1.0,1695.283,1699.289,1699.615,1.0,0.326,1695.283,1701.294,22.0,3.75,2.0,22.0,1.5041,1.0,512173.4622,180.4656,174.4492,178.4612,511818.8736,4.0,3.0
223.0,1703.302,1708.811,1709.313,1.0,1703.302,1707.307,1707.903,0.0,0.596,1703.302,1709.313,23.0,2.75,1.5,23.0,1.5041,0.0,512181.4806,188.4841,182.4698,186.4794,511811.1228,4.0,3.0
224.0,1710.822,1716.331,1716.833,1.0,1710.822,1714.827,1715.472,0.0,0.645,1710.822,1716.833,24.0,3.25,1.75,24.0,1.5041,0.0,512189.0008,196.0042,189.9892,193.9995,511803.6519,4.0,3.0
225.0,1718.592,1724.102,1724.603,1.0,1718.592,1722.598,1723.064,1.0,0.466,1718.592,1724.603,25.0,2.5,3.0,25.0,1.5038,1.0,512196.7711,203.7746,197.7591,201.7702,511795.7024,4.0,3.0
226.0,1727.612,1733.122,1733.623,1.0,1727.612,1731.617,1732.0,1.0,0.383,1727.612,1733.623,26.0,3.5,3.75,26.0,1.5041,1.0,512205.7906,212.7941,206.7793,210.7894,511786.5992,4.0,3.0
227.0,1737.382,1742.892,1743.393,1.0,1737.382,1741.387,1741.728,0.0,0.341,1737.382,1743.393,27.0,2.5,1.25,27.0,1.5041,0.0,512215.5605,222.564,216.5492,220.5593,511776.7875,4.0,3.0
228.0,1744.652,1750.162,1750.664,1.0,1744.652,1748.658,1749.176,1.0,0.518,1744.652,1750.664,28.0,1.25,1.75,28.0,1.5041,1.0,512222.8313,229.8347,223.8191,227.83,511769.6949,4.0,3.0
229.0,1752.423,1757.932,1758.433,1.0,1752.423,1756.428,1756.864,0.0,0.436,1752.423,1758.433,29.0,3.5,1.75,29.0,1.5041,0.0,512230.6006,237.604,231.5893,235.5993,511761.8432,4.0,3.0
230.0,1760.193,1765.703,1766.204,1.0,1760.193,1764.198,1764.528,1.0,0.33,1760.193,1766.204,30.0,3.25,1.5,30.0,1.504,1.0,512238.3711,245.3746,239.359,243.37,511753.9669,4.0,3.0
231.0,2087.717,2087.725,2087.717,1.0,2087.717,2087.725,,1.0,,2087.717,2087.725,1.0,3.25,1.25,1.0,0.0087279,0.0,512559.8817,0.81113,,,,5.0,2.0
232.0,2088.526,2088.532,2088.526,1.0,2088.526,2088.532,,1.0,,2088.526,2088.532,2.0,2.25,3.5,2.0,0.81827,0.0,512560.6905,1.6198,,,,5.0,2.0
233.0,2089.333,2089.34,2089.333,1.0,2089.333,2089.34,,1.0,,2089.333,2089.34,3.0,3.25,3.75,3.0,1.625,0.0,512561.4976,2.4269,,,,5.0,2.0
234.0,2090.141,2090.151,2090.141,1.0,2090.141,2090.151,,1.0,,2090.141,2090.151,4.0,2.75,1.0,4.0,2.4334,1.0,512562.3059,3.2353,,,,5.0,2.0
235.0,2090.953,2090.96,2090.953,1.0,2090.953,2090.96,,1.0,,2090.953,2090.96,5.0,3.5,3.75,5.0,3.244,0.0,512563.1182,4.0477,,,,5.0,2.0
236.0,2091.761,2091.767,2091.761,1.0,2091.761,2091.767,,1.0,,2091.761,2091.767,6.0,3.0,3.25,6.0,4.0534,1.0,512563.9251,4.8544,,,,5.0,2.0
237.0,2092.568,2092.573,2092.568,1.0,2092.568,2092.573,,1.0,,2092.568,2092.573,7.0,3.0,2.0,7.0,4.86,1.0,512564.7317,5.661,,,,5.0,2.0
238.0,2093.374,2093.379,2093.374,1.0,2093.374,2093.379,,1.0,,2093.374,2093.379,8.0,2.75,1.5,8.0,5.6662,1.0,512565.538,6.4672,,,,5.0,2.0
239.0,2094.18,2094.185,2094.18,1.0,2094.18,2094.185,,1.0,,2094.18,2094.185,9.0,3.0,1.0,9.0,6.4721,0.0,512566.3439,7.2731,,,,5.0,2.0
240.0,2094.986,2094.992,2094.986,1.0,2094.986,2094.992,,1.0,,2094.986,2094.992,10.0,1.75,1.0,10.0,7.2783,1.0,512567.1502,8.0794,,,,5.0,2.0
241.0,2095.793,2095.798,2095.793,1.0,2095.793,2095.798,,1.0,,2095.793,2095.798,11.0,1.25,3.25,11.0,8.0851,0.0,512567.9569,8.8862,,,,5.0,2.0
242.0,2096.599,2096.605,2096.599,1.0,2096.599,2096.605,,1.0,,2096.599,2096.605,12.0,3.0,1.75,12.0,8.8912,1.0,512568.763,9.6923,,,,5.0,2.0
243.0,2097.406,2097.411,2097.406,1.0,2097.406,2097.411,,1.0,,2097.406,2097.411,13.0,3.75,1.0,13.0,9.6979,0.0,512569.5698,10.4991,,,,5.0,2.0
244.0,2098.212,2098.217,2098.212,1.0,2098.212,2098.217,,1.0,,2098.212,2098.217,14.0,2.25,2.0,14.0,10.5042,0.0,512570.376,11.3053,,,,5.0,2.0
245.0,2099.018,2099.023,2099.018,1.0,2099.018,2099.023,,1.0,,2099.018,2099.023,15.0,3.25,3.25,15.0,11.3102,0.0,512571.1821,12.1113,,,,5.0,2.0
246.0,2099.824,2099.829,2099.824,1.0,2099.824,2099.829,,1.0,,2099.824,2099.829,16.0,1.5,2.25,16.0,12.1163,0.0,512571.9881,12.9174,,,,5.0,2.0
247.0,2100.63,2100.636,2100.63,1.0,2100.63,2100.636,,1.0,,2100.63,2100.636,17.0,2.25,2.75,17.0,12.9225,0.0,512572.7943,13.7236,,,,5.0,2.0
248.0,2101.437,2101.442,2101.437,1.0,2101.437,2101.442,,1.0,,2101.437,2101.442,18.0,3.0,3.25,18.0,13.7291,0.0,512573.6008,14.5301,,,,5.0,2.0
249.0,2102.243,2102.249,2102.243,1.0,2102.243,2102.249,,1.0,,2102.243,2102.249,19.0,1.75,3.0,19.0,14.5352,1.0,512574.4069,15.3362,,,,5.0,2.0
250.0,2103.05,2103.056,2103.05,1.0,2103.05,2103.056,,1.0,,2103.05,2103.056,20.0,2.75,1.25,20.0,15.3419,0.0,512575.2138,16.143,,,,5.0,2.0
251.0,2103.857,2103.862,2103.857,1.0,2103.857,2103.862,,1.0,,2103.857,2103.862,21.0,1.25,2.25,21.0,16.149,0.0,512576.0208,16.95,,,,5.0,2.0
252.0,2104.663,2104.668,2104.663,1.0,2104.663,2104.668,,1.0,,2104.663,2104.668,22.0,3.75,2.0,22.0,16.955,1.0,512576.8268,17.756,,,,5.0,2.0
253.0,2105.469,2105.475,2105.469,1.0,2105.469,2105.475,,1.0,,2105.469,2105.475,23.0,2.75,1.5,23.0,17.7616,0.0,512577.6334,18.5626,,,,5.0,2.0
254.0,2106.276,2106.281,2106.276,1.0,2106.276,2106.281,,1.0,,2106.276,2106.281,24.0,3.25,1.75,24.0,18.568,1.0,512578.4399,19.3691,,,,5.0,2.0
255.0,2107.082,2107.087,2107.082,1.0,2107.082,2107.087,,1.0,,2107.082,2107.087,25.0,2.5,3.0,25.0,19.3742,0.0,512579.246,20.1752,,,,5.0,2.0
256.0,2107.888,2107.893,2107.888,1.0,2107.888,2107.893,,1.0,,2107.888,2107.893,26.0,3.5,3.75,26.0,20.1802,1.0,512580.052,20.9813,,,,5.0,2.0
257.0,2108.694,2108.699,2108.694,1.0,2108.694,2108.699,,1.0,,2108.694,2108.699,27.0,2.5,1.25,27.0,20.9862,1.0,512580.858,21.7873,,,,5.0,2.0
258.0,2109.5,2109.505,2109.5,1.0,2109.5,2109.505,,1.0,,2109.5,2109.505,28.0,1.25,1.75,28.0,21.7921,1.0,512581.6639,22.5932,,,,5.0,2.0
259.0,2110.306,2110.311,2110.306,1.0,2110.306,2110.311,,1.0,,2110.306,2110.311,29.0,3.5,1.75,29.0,22.5982,0.0,512582.47,23.3993,,,,5.0,2.0
260.0,2111.112,2111.117,2111.112,1.0,2111.112,2111.117,,1.0,,2111.112,2111.117,30.0,3.25,1.5,30.0,23.4041,0.0,512583.2759,24.2052,,,,5.0,2.0
261.0,2111.918,2111.922,2111.918,1.0,2111.918,2111.922,,1.0,,2111.918,2111.922,31.0,3.75,2.0,31.0,24.2103,1.0,512584.0815,25.0108,,,,5.0,2.0
262.0,2112.723,2112.732,2112.723,1.0,2112.723,2112.732,,1.0,,2112.723,2112.732,32.0,1.5,1.75,32.0,25.0154,0.0,512584.8868,25.816,,,,5.0,2.0
263.0,2113.533,2113.538,2113.533,1.0,2113.533,2113.538,,1.0,,2113.533,2113.538,33.0,2.75,2.25,33.0,25.8248,0.0,512585.6967,26.626,,,,5.0,2.0
264.0,2114.339,2114.344,2114.339,1.0,2114.339,2114.344,,1.0,,2114.339,2114.344,34.0,2.0,3.25,34.0,26.6312,0.0,512586.5031,27.4323,,,,5.0,2.0
265.0,2115.145,2115.15,2115.145,1.0,2115.145,2115.15,,1.0,,2115.145,2115.15,35.0,2.75,2.5,35.0,27.4372,0.0,512587.3084,28.2377,,,,5.0,2.0
266.0,2115.951,2115.956,2115.951,1.0,2115.951,2115.956,,1.0,,2115.951,2115.956,36.0,3.75,1.75,36.0,28.2426,0.0,512588.1145,29.0437,,,,5.0,2.0
267.0,2116.757,2116.762,2116.757,1.0,2116.757,2116.762,,1.0,,2116.757,2116.762,37.0,3.25,3.25,37.0,29.0492,1.0,512588.9211,29.8503,,,,5.0,2.0
268.0,2117.563,2117.569,2117.563,1.0,2117.563,2117.569,,1.0,,2117.563,2117.569,38.0,2.0,2.5,38.0,29.8551,0.0,512589.727,30.6563,,,,5.0,2.0
269.0,2118.37,2118.375,2118.37,1.0,2118.37,2118.375,,1.0,,2118.37,2118.375,39.0,1.0,1.0,39.0,30.6621,1.0,512590.534,31.4632,,,,5.0,2.0
270.0,2119.176,2119.182,2119.176,1.0,2119.176,2119.182,,1.0,,2119.176,2119.182,40.0,2.5,3.25,40.0,31.4682,0.0,512591.3401,32.2693,,,,5.0,2.0
271.0,2119.983,2119.988,2119.983,1.0,2119.983,2119.988,,1.0,,2119.983,2119.988,41.0,3.75,1.25,41.0,32.2749,0.0,512592.1468,33.076,,,,5.0,2.0
272.0,2120.789,2120.794,2120.789,1.0,2120.789,2120.794,,1.0,,2120.789,2120.794,42.0,2.5,2.25,42.0,33.0812,1.0,512592.953,33.8822,,,,5.0,2.0
273.0,2121.595,2121.6,2121.595,1.0,2121.595,2121.6,,1.0,,2121.595,2121.6,43.0,1.0,2.0,43.0,33.8872,1.0,512593.759,34.6883,,,,5.0,2.0
274.0,2122.401,2122.406,2122.401,1.0,2122.401,2122.406,,1.0,,2122.401,2122.406,44.0,1.25,3.25,44.0,34.6932,0.0,512594.5651,35.4944,,,,5.0,2.0
275.0,2123.207,2123.212,2123.207,1.0,2123.207,2123.212,,1.0,,2123.207,2123.212,45.0,1.75,2.5,45.0,35.4993,0.0,512595.3705,36.2998,,,,5.0,2.0
276.0,2124.013,2124.018,2124.013,1.0,2124.013,2124.018,,1.0,,2124.013,2124.018,46.0,1.25,2.75,46.0,36.3045,1.0,512596.1763,37.1056,,,,5.0,2.0
277.0,2124.819,2124.824,2124.819,1.0,2124.819,2124.824,,1.0,,2124.819,2124.824,47.0,1.75,2.75,47.0,37.1111,1.0,512596.9829,37.9121,,,,5.0,2.0
278.0,2125.625,2125.63,2125.625,1.0,2125.625,2125.63,,1.0,,2125.625,2125.63,48.0,3.0,3.0,48.0,37.9171,0.0,512597.7889,38.7182,,,,5.0,2.0
279.0,2126.431,2126.436,2126.431,1.0,2126.431,2126.436,,1.0,,2126.431,2126.436,49.0,2.25,1.25,49.0,38.723,0.0,512598.595,39.5242,,,,5.0,2.0
280.0,2127.237,2127.242,2127.237,1.0,2127.237,2127.242,,1.0,,2127.237,2127.242,50.0,1.5,3.5,50.0,39.5292,0.0,512599.4005,40.3297,,,,5.0,2.0
281.0,2128.042,2128.048,2128.042,1.0,2128.042,2128.048,,1.0,,2128.042,2128.048,51.0,1.25,3.25,51.0,40.3347,1.0,512600.206,41.1352,,,,5.0,2.0
282.0,2128.848,2128.853,2128.848,1.0,2128.848,2128.853,,1.0,,2128.848,2128.853,52.0,2.5,3.75,52.0,41.1403,0.0,512601.0122,41.9415,,,,5.0,2.0
283.0,2129.654,2129.659,2129.654,1.0,2129.654,2129.659,,1.0,,2129.654,2129.659,53.0,1.0,2.25,53.0,41.9463,0.0,512601.8182,42.7474,,,,5.0,2.0
284.0,2130.46,2130.465,2130.46,1.0,2130.46,2130.465,,1.0,,2130.46,2130.465,54.0,1.25,3.75,54.0,42.7522,0.0,512602.6241,43.5534,,,,5.0,2.0
285.0,2131.266,2131.272,2131.266,1.0,2131.266,2131.272,,1.0,,2131.266,2131.272,55.0,1.0,3.25,55.0,43.5582,0.0,512603.43,44.3593,,,,5.0,2.0
