Trial number,Fixation Onset NEV,Image Onset NEV,Image Offset NEV,nothing,Fixation Onset NEV,Onset Choice Period,Response time NEV,Shade value NEV,Reaction time NEV,Trial onset,Trial offset,Nothing,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
20.0,734.559,740.092,740.595,1.0,734.559,738.575,739.168,0.0,0.593,734.559,740.595,20.0,2.75,1.25,20.0,1.5166,0.0,699438.1859,165.8192,159.7689,163.8019,699113.191,,4.0,3.0
21.0,741.875,747.409,747.911,1.0,741.875,745.892,746.504,0.0,0.612,741.875,747.911,21.0,1.25,2.25,21.0,1.5166,0.0,699445.5025,173.1358,167.0855,171.1186,699105.8931,,4.0,3.0
22.0,750.192,755.725,756.228,1.0,750.192,754.209,754.96,0.0,0.751,750.192,756.228,22.0,3.75,2.0,22.0,1.5165,0.0,699453.8191,181.4524,175.4022,179.4353,699097.7153,,4.0,3.0
23.0,758.259,763.792,764.295,1.0,758.259,762.276,762.88,0.0,0.604,758.259,764.295,23.0,2.75,1.5,23.0,1.5166,0.0,699461.886,189.5192,183.469,187.5021,699089.5018,,4.0,3.0
24.0,765.826,771.359,771.862,1.0,765.826,769.842,770.408,0.0,0.566,765.826,771.862,24.0,3.25,1.75,24.0,1.5166,0.0,699469.4527,197.086,191.0358,195.0688,699081.8964,,4.0,3.0
25.0,773.643,779.176,779.679,1.0,773.643,777.659,778.097,0.0,0.438,773.643,779.679,25.0,2.5,3.0,25.0,1.5165,0.0,699477.2694,204.9027,198.8524,202.8856,699073.9507,,4.0,3.0
26.0,782.71,788.243,788.745,1.0,782.71,786.726,,0.0,,782.71,788.745,26.0,3.5,3.75,26.0,1.5164,0.0,699486.3361,213.9694,207.9194,211.9524,-1.0,,4.0,3.0
27.0,792.526,798.06,798.563,1.0,792.526,796.543,796.96,0.0,0.417,792.526,798.563,27.0,2.5,1.25,27.0,1.5165,0.0,699496.1531,223.7863,217.736,221.7692,699055.0474,,4.0,3.0
28.0,799.843,805.376,805.879,1.0,799.843,803.86,804.337,0.0,0.477,799.843,805.879,28.0,1.25,1.75,28.0,1.5164,0.0,699503.4697,231.1029,225.0528,229.086,699047.7903,,4.0,3.0
29.0,807.66,813.193,813.696,1.0,807.66,811.677,812.201,0.0,0.524,807.66,813.696,29.0,3.5,1.75,29.0,1.5165,0.0,699511.2864,238.9197,232.8696,236.9026,699040.0209,,4.0,3.0
30.0,815.477,821.01,821.513,1.0,815.477,819.494,820.065,1.0,0.571,815.477,821.513,30.0,3.25,1.5,30.0,1.5163,0.0,699519.1032,246.7364,240.6862,244.7195,699032.2508,,4.0,3.0
31.0,900.445,905.979,906.482,1.0,900.445,904.462,904.794,0.0,0.332,900.445,906.482,1.0,3.25,1.25,1.0,1.5163,0.0,699604.0709,6.0506,3.96e-05,4.0337,699598.3508,,5.0,3.0
32.0,907.762,913.296,913.798,1.0,907.762,911.779,912.289,0.0,0.51,907.762,913.798,2.0,2.25,3.5,2.0,1.5163,0.0,699611.3876,13.3673,7.3171,11.3504,699591.213,,5.0,3.0
33.0,917.329,922.863,923.365,1.0,917.329,921.346,,1.0,,917.329,923.365,3.0,3.25,3.75,3.0,1.5165,1.0,699620.9544,22.934,16.8838,20.9169,-1.0,,5.0,3.0
34.0,927.146,932.679,933.182,1.0,927.146,931.163,931.722,0.0,0.559,927.146,933.182,4.0,2.75,1.0,4.0,1.5163,0.0,699630.7712,32.7508,26.7006,30.734,699571.8779,,5.0,3.0
35.0,934.213,939.746,940.249,1.0,934.213,938.23,938.682,0.0,0.452,934.213,940.249,5.0,3.5,3.75,5.0,1.5163,0.0,699637.8378,39.8175,33.7673,37.8007,699564.7044,,5.0,3.0
36.0,944.03,949.563,950.066,1.0,944.03,948.047,948.858,0.0,0.811,944.03,950.066,6.0,3.0,3.25,6.0,1.5162,0.0,699647.6546,49.6343,43.5841,47.6175,699555.2468,,5.0,3.0
37.0,953.346,958.88,959.383,1.0,953.346,957.364,958.578,0.0,1.214,953.346,959.383,7.0,3.0,2.0,7.0,1.5161,0.0,699656.9713,58.951,52.9009,56.9343,699546.3332,,5.0,3.0
38.0,961.413,966.947,967.45,1.0,961.413,965.43,965.882,0.0,0.452,961.413,967.45,8.0,2.75,1.5,8.0,1.5164,0.0,699665.0382,67.0179,60.9676,65.0009,699537.5039,,5.0,3.0
39.0,968.98,974.514,975.016,1.0,968.98,972.997,973.418,0.0,0.421,968.98,975.016,9.0,3.0,1.0,9.0,1.5162,0.0,699672.6048,74.5845,68.5343,72.5678,699529.9067,,5.0,3.0
40.0,976.047,981.58,982.083,1.0,976.047,980.064,980.538,0.0,0.474,976.047,982.083,10.0,1.75,1.0,10.0,1.5163,0.0,699679.6716,81.6513,75.601,79.6344,699522.8932,,5.0,3.0
41.0,983.114,988.647,989.15,1.0,983.114,987.131,987.715,0.0,0.584,983.114,989.15,11.0,1.25,3.25,11.0,1.5162,0.0,699686.7383,88.718,82.6678,86.7012,699515.9353,,5.0,3.0
42.0,992.431,997.964,998.467,1.0,992.431,996.448,996.922,0.0,0.474,992.431,998.467,12.0,3.0,1.75,12.0,1.5162,0.0,699696.0551,98.0348,91.9846,96.018,699506.5097,,5.0,3.0
43.0,1000.248,1005.781,1006.284,1.0,1000.248,1004.265,1004.699,0.0,0.434,1000.248,1006.284,13.0,3.75,1.0,13.0,1.5164,0.0,699703.872,105.8517,99.8014,103.8347,699498.6522,,5.0,3.0
44.0,1007.314,1012.848,1013.35,1.0,1007.314,1011.331,1011.866,0.0,0.535,1007.314,1013.35,14.0,2.25,2.0,14.0,1.5163,0.0,699710.9386,112.9183,106.8681,110.9014,699491.6868,,5.0,3.0
45.0,1015.381,1020.915,1021.417,1.0,1015.381,1019.398,1019.891,0.0,0.493,1015.381,1021.417,15.0,3.25,3.25,15.0,1.5161,0.0,699719.0053,120.985,114.935,118.9684,699483.5769,,5.0,3.0
46.0,1024.698,1030.232,1030.734,1.0,1024.698,1028.715,,1.0,,1024.698,1030.734,16.0,1.5,2.25,16.0,1.5163,1.0,699728.3222,130.3019,124.2517,128.285,-1.0,,5.0,3.0
47.0,1033.015,1038.548,1039.051,1.0,1033.015,1037.032,1037.467,0.0,0.435,1033.015,1039.051,17.0,2.25,2.75,17.0,1.5161,0.0,699736.6389,138.6186,132.5681,136.6019,699465.8863,,5.0,3.0
48.0,1041.832,1047.365,1047.868,1.0,1041.832,1045.849,1047.139,0.0,1.29,1041.832,1047.868,18.0,3.0,3.25,18.0,1.5163,0.0,699745.4556,147.4353,141.3853,145.4185,699457.9245,,5.0,3.0
49.0,1051.149,1056.682,1057.185,1.0,1051.149,1055.166,1055.547,0.0,0.381,1051.149,1057.185,19.0,1.75,3.0,19.0,1.5161,0.0,699754.7724,156.7521,150.7019,154.7354,699447.6992,,5.0,3.0
50.0,1060.216,1065.749,1066.251,1.0,1060.216,1064.233,1064.675,0.0,0.442,1060.216,1066.251,20.0,2.75,1.25,20.0,1.5164,0.0,699763.8392,165.8189,159.7686,163.802,699438.6935,,5.0,3.0
51.0,1067.532,1073.066,1073.568,1.0,1067.532,1071.549,1072.075,0.0,0.526,1067.532,1073.568,21.0,1.25,2.25,21.0,1.5161,0.0,699771.1559,173.1356,167.0854,171.1189,699431.4599,,5.0,3.0
52.0,1075.849,1081.383,1081.885,1.0,1075.849,1079.866,1080.235,0.0,0.369,1075.849,1081.885,22.0,3.75,2.0,22.0,1.5162,0.0,699779.4726,181.4523,175.4023,179.4355,699422.9866,,5.0,3.0
53.0,1083.916,1089.449,1089.952,1.0,1083.916,1087.933,1088.732,0.0,0.799,1083.916,1089.952,23.0,2.75,1.5,23.0,1.5162,0.0,699787.5394,189.5191,183.469,187.5024,699415.3496,,5.0,3.0
54.0,1091.483,1097.016,1097.519,1.0,1091.483,1095.5,1095.931,0.0,0.431,1091.483,1097.519,24.0,3.25,1.75,24.0,1.5163,0.0,699795.1062,197.0859,191.0356,195.069,699407.4155,,5.0,3.0
55.0,1099.3,1104.833,1105.336,1.0,1099.3,1103.317,1103.771,0.0,0.454,1099.3,1105.336,25.0,2.5,3.0,25.0,1.5162,0.0,699802.9229,204.9026,198.8525,202.8859,699399.6217,,5.0,3.0
56.0,1108.367,1113.9,1114.403,1.0,1108.367,1112.384,1112.939,0.0,0.555,1108.367,1114.403,26.0,3.5,3.75,26.0,1.5163,0.0,699811.9897,213.9694,207.9193,211.9525,699390.6566,,5.0,3.0
57.0,1118.183,1123.717,1124.22,1.0,1118.183,1122.2,1122.579,0.0,0.379,1118.183,1124.22,27.0,2.5,1.25,27.0,1.5164,0.0,699821.8066,223.7863,217.736,221.7693,699380.6628,,5.0,3.0
58.0,1125.5,1131.034,1131.536,1.0,1125.5,1129.517,1129.9,0.0,0.383,1125.5,1131.536,28.0,1.25,1.75,28.0,1.5164,0.0,699829.1233,231.103,225.0527,229.0861,699373.3503,,5.0,3.0
59.0,1133.317,1138.851,1139.353,1.0,1133.317,1137.334,1137.764,0.0,0.43,1133.317,1139.353,29.0,3.5,1.75,29.0,1.5161,0.0,699836.9399,238.9196,232.8697,236.903,699365.58,,5.0,3.0
60.0,1141.134,,,1.0,1141.134,0.0,,0.0,,1141.134,,30.0,3.25,1.5,30.0,1.5163,0.0,699844.7567,246.7364,240.6862,244.7195,699357.9143,,5.0,3.0
