Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,BlockNumber,TrialTypeDesignation
82.0,143.343,145.376,0.0,0.0,0.0,100.0,,1.0,2.0,,82.0,0.8,0.8,82.0,135.7896,1.0,193575.1668,137.2903,1.0,1.0
83.0,145.376,147.026,0.0,0.0,0.0,100.0,,1.0,2.0,,83.0,0.8,0.8,83.0,137.8229,0.0,193576.825,138.9485,1.0,1.0
84.0,147.026,148.426,0.0,0.0,0.0,100.0,,1.0,2.0,,84.0,0.8,0.8,84.0,139.4728,0.0,193578.2249,140.3484,1.0,1.0
85.0,148.426,149.709,0.0,0.0,0.0,100.0,,1.0,2.0,,85.0,0.8,0.8,85.0,140.8727,1.0,193579.4998,141.6233,1.0,1.0
86.0,149.709,150.993,0.0,0.0,0.0,100.0,,1.0,2.0,,86.0,0.8,0.8,86.0,142.1559,1.0,193580.783,142.9065,1.0,1.0
87.0,150.993,152.893,0.0,0.0,0.0,100.0,,1.0,2.0,,87.0,0.8,0.8,87.0,143.4391,0.0,193582.6912,144.8147,1.0,1.0
88.0,152.893,153.926,0.0,0.0,0.0,100.0,,1.0,2.0,,88.0,0.8,0.8,88.0,145.339,0.0,193583.7161,145.8396,1.0,1.0
89.0,153.926,156.076,0.0,0.0,0.0,100.0,,1.0,2.0,,89.0,0.8,0.8,89.0,146.3723,1.0,193585.8744,147.9979,1.0,1.0
90.0,156.076,157.726,0.0,0.0,0.0,100.0,,1.0,2.0,,90.0,0.8,0.8,90.0,148.5222,1.0,193587.5243,149.6478,1.0,1.0
91.0,157.726,159.126,0.0,0.0,0.0,100.0,,1.0,2.0,,91.0,0.8,0.8,91.0,150.172,1.0,193588.9242,151.0476,1.0,1.0
92.0,159.126,160.909,0.0,0.0,0.0,100.0,,1.0,2.0,,92.0,0.8,0.8,92.0,151.572,0.0,193590.6991,152.8226,1.0,1.0
93.0,160.909,163.059,0.0,0.0,0.0,100.0,,1.0,2.0,,93.0,0.8,0.8,93.0,153.3551,1.0,193592.8572,154.9807,1.0,1.0
94.0,163.059,164.593,0.0,0.0,0.0,100.0,,1.0,2.0,,94.0,0.8,0.8,94.0,155.5049,1.0,193594.382,156.5055,1.0,1.0
95.0,164.593,166.376,0.0,0.0,0.0,100.0,,1.0,2.0,,95.0,0.8,0.8,95.0,157.0382,1.0,193596.1653,158.2888,1.0,1.0
96.0,166.376,168.776,0.0,0.0,0.0,100.0,,1.0,2.0,,96.0,0.8,0.8,96.0,158.8214,1.0,193598.5736,160.6971,1.0,1.0
97.0,168.776,170.559,0.0,0.0,0.0,100.0,,1.0,2.0,,97.0,0.8,0.8,97.0,161.2213,1.0,193600.3484,162.4719,1.0,1.0
98.0,170.559,172.459,0.0,0.0,0.0,100.0,,1.0,2.0,,98.0,0.8,0.8,98.0,163.0044,0.0,193602.2565,164.38,1.0,1.0
