Trial number,Fixation Onset NEV,Image Onset NEV,Image Offset NEV,nothing,Fixation Onset NEV,Onset Choice Period,Response time NEV,Shade value NEV,Reaction time NEV,Trial onset,Trial offset,Nothing,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
1.0,890.0908203125,895.5986328125,,0.0,0.0,0.0,,1.0,,890.0908203125,896.1015625,1.0,3.25,1.25,1.0,1.5029,1.0,177241.0391,6.0132,6.51e-05,4.0094,-1.0,,6.0,3.0
2.0,897.3544921875,902.861328125,897.35546875,0.0,0.0,0.0,902.26171875,0.0,902.26171875,897.3544921875,903.3623046875,2.0,2.25,3.5,2.0,1.5029,0.0,177248.3016,13.2757,7.2658,11.2721,177228.6618,,6.0,3.0
3.0,906.8662109375,912.3740234375,906.8671875,0.0,0.0,0.0,911.3349609375,1.0,911.3349609375,906.8662109375,912.875,3.0,3.25,3.75,3.0,1.5029,1.0,177257.8137,22.7877,16.7782,20.784,177218.7096,,6.0,3.0
4.0,916.6279296875,922.134765625,916.62890625,0.0,0.0,0.0,921.3095703125,0.0,921.3095703125,916.6279296875,922.6376953125,4.0,2.75,1.0,4.0,1.5029,0.0,177267.5757,32.5497,26.5402,30.5462,177209.1613,,6.0,3.0
5.0,923.6435546875,,923.64453125,0.0,0.0,0.0,,0.0,,923.6435546875,929.65625,5.0,3.5,3.75,5.0,1.5042,0.0,177274.5946,39.5689,33.5524,37.5616,-1.0,,6.0,3.0
6.0,933.4111328125,938.9169921875,,0.0,0.0,0.0,937.8046875,1.0,937.8046875,933.4111328125,939.41796875,6.0,3.0,3.25,6.0,1.5027,1.0,177284.3577,49.3317,43.3235,47.3286,177192.0917,,6.0,3.0
7.0,942.671875,948.177734375,942.6728515625,0.0,0.0,0.0,947.34375,0.0,947.34375,942.671875,948.6787109375,7.0,3.0,2.0,7.0,1.5028,0.0,177293.6183,58.5923,52.5839,56.5892,177183.1065,,6.0,3.0
8.0,950.6826171875,956.1875,950.68359375,0.0,0.0,0.0,955.076171875,1.0,955.076171875,950.6826171875,956.689453125,8.0,2.75,1.5,8.0,1.5025,1.0,177301.6288,66.6028,60.5947,64.5999,177174.8209,,6.0,3.0
9.0,958.1923828125,963.6982421875,958.193359375,0.0,0.0,0.0,,1.0,,958.1923828125,964.19921875,9.0,3.0,1.0,9.0,1.5022,1.0,177309.1388,74.1128,68.105,72.1102,-1.0,,6.0,3.0
10.0,965.2021484375,970.7080078125,965.203125,0.0,0.0,0.0,969.779296875,1.0,969.779296875,965.2021484375,971.2099609375,10.0,1.75,1.0,10.0,1.5025,1.0,177316.149,81.123,75.115,79.1202,177160.4847,,6.0,3.0
