Trial number,Fixation Onset NEV,Image Onset NEV,Image Offset NEV,nothing,Fixation Onset NEV,Onset Choice Period,Response time NEV,Shade value NEV,Reaction time NEV,Trial onset,Trial offset,Nothing,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
11.0,1807.8740234375,1813.3798828125,1807.875,0.0,0.0,0.0,1812.3603515625,1.0,1812.3603515625,1807.8740234375,1813.880859375,11.0,1.25,3.25,11.0,1.5033,1.0,11370.577,88.173,82.1624,86.1693,11200.7248,,3.0,3.0
12.0,1817.13671875,1822.642578125,1817.1376953125,0.0,0.0,0.0,1821.826171875,1.0,1821.826171875,1817.13671875,1823.14453125,12.0,3.0,1.75,12.0,1.5033,1.0,11379.8405,97.4365,91.426,95.4327,11191.662,,3.0,3.0
13.0,1824.8994140625,1830.40625,1824.900390625,0.0,0.0,0.0,1830.0166015625,0.0,1830.0166015625,1824.8994140625,1830.9091796875,13.0,3.75,1.0,13.0,1.5033,0.0,11387.6039,105.1999,99.1894,103.1961,11184.3272,,3.0,3.0
14.0,1831.9130859375,1837.419921875,1831.9140625,0.0,0.0,0.0,1837.0634765625,1.0,1837.0634765625,1831.9130859375,1837.921875,14.0,2.25,2.0,14.0,1.5033,1.0,11394.6174,112.2133,106.2029,110.2096,11177.3482,,3.0,3.0
15.0,1839.92578125,,1839.9267578125,0.0,0.0,0.0,,0.0,,1839.92578125,1845.9345703125,15.0,3.25,3.25,15.0,1.5031,0.0,11402.6305,120.2265,114.2163,118.223,-1.0,,3.0,3.0
16.0,1849.189453125,1854.697265625,,0.0,0.0,0.0,1853.6953125,0.0,1853.6953125,1849.189453125,1855.1982421875,16.0,1.5,2.25,16.0,1.5033,0.0,11411.8944,129.4904,123.4796,127.4866,11159.4266,,3.0,3.0
17.0,1857.453125,1862.9599609375,1857.4541015625,0.0,0.0,0.0,1862.2080078125,1.0,1862.2080078125,1857.453125,1863.462890625,17.0,2.25,2.75,17.0,1.5031,1.0,11420.1579,137.7538,131.7436,135.7503,11151.411,,3.0,3.0
18.0,1866.216796875,1871.7236328125,1866.2177734375,0.0,0.0,0.0,1870.80859375,0.0,1870.80859375,1866.216796875,1872.2255859375,18.0,3.0,3.25,18.0,1.5033,0.0,11428.9217,146.5177,140.5068,144.5139,11142.484,,3.0,3.0
19.0,1875.48046875,1880.9873046875,1875.4814453125,0.0,0.0,0.0,1879.984375,1.0,1879.984375,1875.48046875,1881.4892578125,19.0,1.75,3.0,19.0,1.5032,1.0,11438.1851,155.7811,149.7707,153.7774,11133.1328,,3.0,3.0
20.0,1884.494140625,1890.001953125,1884.4951171875,0.0,0.0,0.0,1889.14453125,0.0,1889.14453125,1884.494140625,1890.5029296875,20.0,2.75,1.25,20.0,1.5037,0.0,11447.1992,164.7951,158.7841,162.791,11124.2656,,3.0,3.0
21.0,1891.7578125,1897.2646484375,1891.7587890625,0.0,0.0,0.0,1897.0400390625,0.0,1897.0400390625,1891.7578125,1897.7666015625,21.0,1.25,2.25,21.0,1.5032,0.0,11454.4625,172.0585,166.0481,170.0548,11117.6339,,3.0,3.0
22.0,1900.021484375,1905.5283203125,1900.0224609375,0.0,0.0,0.0,1904.5673828125,0.0,1904.5673828125,1900.021484375,1906.0302734375,22.0,3.75,2.0,22.0,1.5033,0.0,11462.726,180.322,174.3115,178.3182,11108.635,,3.0,3.0
23.0,1908.03515625,1913.5419921875,1908.0361328125,0.0,0.0,0.0,1912.767578125,1.0,1912.767578125,1908.03515625,1914.044921875,23.0,2.75,1.5,23.0,1.5033,1.0,11470.7401,188.3361,182.325,186.3323,11100.8074,,3.0,3.0
24.0,1915.548828125,1921.056640625,1915.5498046875,0.0,0.0,0.0,1920.1279296875,0.0,1920.1279296875,1915.548828125,1921.55859375,24.0,3.25,1.75,24.0,1.5033,0.0,11478.2537,195.8497,189.839,193.8459,11093.1399,,3.0,3.0
25.0,1923.3125,1928.8203125,1923.3134765625,0.0,0.0,0.0,1928.328125,1.0,1928.328125,1923.3125,1929.3212890625,25.0,2.5,3.0,25.0,1.5033,1.0,11486.0174,203.6134,197.6027,201.6096,11085.8121,,3.0,3.0
26.0,1932.326171875,1937.833984375,1932.3271484375,0.0,0.0,0.0,1937.0478515625,1.0,1937.0478515625,1932.326171875,1938.3349609375,26.0,3.5,3.75,26.0,1.5032,1.0,11495.031,212.627,206.6164,210.6233,11076.5051,,3.0,3.0
27.0,1942.0908203125,1947.5966796875,1942.091796875,0.0,0.0,0.0,1946.6171875,0.0,1946.6171875,1942.0908203125,1948.0986328125,27.0,2.5,1.25,27.0,1.5032,0.0,11504.7943,222.3903,216.38,220.3866,11066.5461,,3.0,3.0
28.0,1949.353515625,1954.8603515625,1949.3544921875,0.0,0.0,0.0,1953.96875,1.0,1953.96875,1949.353515625,1955.361328125,28.0,1.25,1.75,28.0,1.5032,1.0,11512.0575,229.6535,223.6433,227.6499,11059.3712,,3.0,3.0
29.0,1957.1162109375,1962.6259765625,1957.1171875,0.0,0.0,0.0,1961.6962890625,0.0,1961.6962890625,1957.1162109375,1963.1259765625,29.0,3.5,1.75,29.0,1.5039,0.0,11519.8217,237.4176,231.4065,235.4133,11051.5728,,3.0,3.0
30.0,1964.8798828125,,,0.0,0.0,0.0,,0.0,,,,30.0,3.25,1.5,30.0,1.5033,1.0,11527.5851,245.1811,239.1706,243.1774,11043.7327,,3.0,3.0
