Trial number,Fixation Onset NEV,Image Onset NEV,Image Offset NEV,nothing,Fixation Onset NEV,Onset Choice Period,Response time NEV,Shade value NEV,Reaction time NEV,Trial onset,Trial offset,Nothing,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
1.0,97.209,103.732,104.236,1.0,97.209,102.221,,0.0,,97.209,104.236,,1.0,5.010999999999996,0.0,1.0,96.369,,101.38,101.38,,96.369,,1.0,3.0
2.0,104.742,120.255,120.763,1.0,104.742,118.75,120.238,1.0,1.488,104.742,120.763,1.488,2.0,14.007000000000005,1.5049999999999955,2.0,103.902,0.0,117.909,119.414,119.398,103.902,1.489,1.0,3.0
3.0,121.269,137.778,138.282,1.0,121.269,136.275,136.769,0.0,0.494,121.269,138.282,0.494,3.0,15.002999999999986,1.504000000000019,3.0,120.43,1.0,135.433,136.937,135.928,120.43,0.495,1.0,3.0
4.0,138.787,144.317,144.82,1.0,138.787,142.814,,0.0,,138.787,144.82,,4.0,4.024000000000001,0.0,4.0,137.948,,141.972,141.972,,137.948,,1.0,3.0
5.0,145.331,161.844,162.349,1.0,145.331,160.338,,0.0,,145.331,162.349,,5.0,15.006,0.0,5.0,144.491,,159.497,159.497,,144.491,,1.0,3.0
6.0,162.854,,,1.0,162.854,175.939,,1.0,,162.854,234.728,,6.0,13.082999999999998,0.0,6.0,162.014,,175.097,175.097,,162.014,,1.0,3.0
7.0,262.408,268.918,269.422,1.0,262.408,267.414,268.344,1.0,0.93,262.408,269.422,0.93,7.0,5.004000000000019,1.504000000000019,7.0,261.568,1.0,266.572,268.076,267.503,261.568,0.931,1.0,3.0
8.0,269.925,285.434,285.937,1.0,269.925,283.931,284.641,1.0,0.71,269.925,285.937,0.71,8.0,14.004000000000019,1.502999999999986,8.0,269.085,1.0,283.089,284.592,283.8,269.085,0.711,1.0,3.0
9.0,286.441,302.949,303.452,1.0,286.441,301.445,302.216,1.0,0.771,286.441,303.452,0.771,9.0,15.00200000000001,1.504000000000019,9.0,285.601,1.0,300.603,302.107,301.375,285.601,0.772,1.0,3.0
10.0,303.956,309.465,309.969,1.0,303.956,307.962,308.656,1.0,0.694,303.956,309.969,0.694,10.0,4.004000000000019,1.502999999999986,10.0,303.116,0.0,307.12,308.623,307.815,303.116,0.695,1.0,3.0
11.0,310.474,326.988,327.494,1.0,310.474,325.481,326.116,1.0,0.635,310.474,327.494,0.635,11.0,15.004999999999995,1.5059999999999718,11.0,309.634,0.0,324.639,326.145,325.275,309.634,0.636,1.0,3.0
