Trial number,Fixation Onset NEV,Image Onset NEV,Image Offset NEV,nothing,Fixation Onset NEV,Onset Choice Period,Response time NEV,Shade value NEV,Reaction time NEV,Trial onset,Trial offset,Nothing,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
1.0,567.740234375,,,0.0,0.0,0.0,,0.0,,567.740234375,573.7763671875,1.0,3.25,1.25,1.0,1.5136,0.0,328999.194,6.0492,5.79e-05,4.0343,-1.0,,3.0,3.0
2.0,575.056640625,,,0.0,0.0,0.0,,0.0,,575.056640625,581.0927734375,2.0,2.25,3.5,2.0,1.5165,0.0,329006.5107,13.3659,7.3155,11.3482,-1.0,,3.0,3.0
3.0,584.6240234375,,,0.0,0.0,0.0,,0.0,,584.6240234375,590.66015625,3.0,3.25,3.75,3.0,1.5164,0.0,329016.0775,22.9326,16.8819,20.9149,-1.0,,3.0,3.0
4.0,594.4404296875,599.9736328125,,0.0,0.0,0.0,599.359375,1.0,599.359375,594.4404296875,600.4765625,4.0,2.75,1.0,4.0,1.5164,1.0,329025.8941,32.7493,26.6987,30.7317,328967.3162,,3.0,3.0
5.0,601.5078125,607.0419921875,601.5087890625,0.0,0.0,0.0,605.9208984375,1.0,605.9208984375,601.5078125,607.546875,5.0,3.5,3.75,5.0,1.5159,1.0,329032.9639,39.8192,33.766,37.7987,328959.774,,3.0,3.0
6.0,611.3251953125,616.8583984375,611.326171875,0.0,0.0,0.0,615.6806640625,1.0,615.6806640625,611.3251953125,617.361328125,6.0,3.0,3.25,6.0,1.5167,1.0,329042.7773,49.6324,43.584,47.6151,328949.8993,,3.0,3.0
7.0,620.642578125,626.1748046875,620.6435546875,0.0,0.0,0.0,625.169921875,0.0,625.169921875,620.642578125,626.677734375,7.0,3.0,2.0,7.0,1.5165,0.0,329052.094,58.949,52.8988,56.9319,328940.756,,3.0,3.0
8.0,628.7080078125,634.2412109375,628.708984375,0.0,0.0,0.0,633.1416015625,0.0,633.1416015625,628.7080078125,634.744140625,8.0,2.75,1.5,8.0,1.5165,0.0,329060.1608,67.0158,60.9656,64.9987,328932.5905,,3.0,3.0
9.0,636.275390625,641.80859375,636.2763671875,0.0,0.0,0.0,640.705078125,1.0,640.705078125,636.275390625,642.3115234375,9.0,3.0,1.0,9.0,1.5165,1.0,329067.7275,74.5825,68.5324,72.5654,328925.0246,,3.0,3.0
10.0,643.3427734375,648.8759765625,643.34375,0.0,0.0,0.0,647.8330078125,0.0,647.8330078125,643.3427734375,649.37890625,10.0,1.75,1.0,10.0,1.5166,0.0,329074.7944,81.6494,75.5993,79.6322,328918.0189,,3.0,3.0
11.0,650.4091796875,655.9423828125,650.41015625,0.0,0.0,0.0,654.873046875,0.0,654.873046875,650.4091796875,656.4443359375,11.0,1.25,3.25,11.0,1.5165,0.0,329081.861,88.716,82.6659,86.6989,328910.9256,,3.0,3.0
12.0,659.7265625,665.259765625,659.7275390625,0.0,0.0,0.0,664.05859375,1.0,664.05859375,659.7265625,665.76171875,12.0,3.0,1.75,12.0,1.5166,1.0,329091.1779,98.0329,91.9826,96.0157,328901.476,,3.0,3.0
13.0,667.54296875,673.076171875,667.5439453125,0.0,0.0,0.0,671.9375,1.0,671.9375,667.54296875,673.5791015625,13.0,3.75,1.0,13.0,1.5167,1.0,329098.9947,105.8497,99.7994,103.8325,328893.7229,,3.0,3.0
