Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,ShapeChoice,BlockNumber,TrialTypeDesignation
1.0,42.064,47.597,48.098,0.0,0.0,0.0,46.995,1.0,46.995,42.064,48.098,1.0,3.25,1.25,1.0,1.5164,1.0,135135.3126,6.0553,4.79e-05,4.0383,135130.1691,,2.0,
2.0,49.381,54.914,55.415,0.0,0.0,0.0,,1.0,,49.381,55.415,2.0,2.25,3.5,2.0,1.5165,1.0,135142.6293,13.372,7.3217,11.3551,-1.0,,2.0,
3.0,58.948,64.481,64.982,0.0,0.0,0.0,,1.0,,58.948,64.982,3.0,3.25,3.75,3.0,1.5164,1.0,135152.1963,22.939,16.8885,20.922,-1.0,,2.0,
4.0,68.765,74.298,74.799,0.0,0.0,0.0,,0.0,,68.765,74.799,4.0,2.75,1.0,4.0,1.5164,0.0,135162.0129,32.7556,26.7053,30.7387,-1.0,,2.0,
5.0,75.832,81.366,81.868,0.0,0.0,0.0,,0.0,,75.832,81.868,5.0,3.5,3.75,5.0,1.5159,0.0,135169.0811,39.8241,33.7723,37.8058,-1.0,,2.0,
6.0,85.648,91.182,91.682,0.0,0.0,0.0,,1.0,,85.648,91.682,6.0,3.0,3.25,6.0,1.5165,1.0,135178.8964,49.6391,43.5896,47.6223,-1.0,,2.0,
7.0,94.965,100.499,100.999,0.0,0.0,0.0,,1.0,,94.965,100.999,7.0,3.0,2.0,7.0,1.5165,1.0,135188.2132,58.9559,52.9057,56.9391,-1.0,,2.0,
8.0,103.032,108.566,109.066,0.0,0.0,0.0,,0.0,,103.032,109.066,8.0,2.75,1.5,8.0,1.5165,0.0,135196.2801,67.0228,60.9725,65.0059,-1.0,,2.0,
9.0,110.599,116.133,116.633,0.0,0.0,0.0,115.667,1.0,115.667,110.599,116.633,9.0,3.0,1.0,9.0,1.5165,1.0,135203.8468,74.5895,68.5393,72.5728,135061.7678,,2.0,
10.0,117.666,123.199,123.7,0.0,0.0,0.0,122.555,1.0,122.555,117.666,123.7,10.0,1.75,1.0,10.0,1.5165,1.0,135210.9136,81.6563,75.6061,79.6395,135054.5223,,2.0,
11.0,124.733,130.266,130.767,0.0,0.0,0.0,129.565,0.0,129.565,124.733,130.767,11.0,1.25,3.25,11.0,1.5165,0.0,135217.9804,88.7231,82.6729,86.7063,135047.3964,,2.0,
12.0,134.05,139.583,140.084,0.0,0.0,0.0,138.781,0.0,138.781,134.05,140.084,12.0,3.0,1.75,12.0,1.5165,0.0,135227.2972,98.0399,91.9897,96.0231,135037.9788,,2.0,
13.0,141.867,147.4,147.9,0.0,0.0,0.0,146.683,1.0,146.683,141.867,147.9,13.0,3.75,1.0,13.0,1.5165,1.0,135235.114,105.8567,99.8065,103.8399,135030.2492,,2.0,
14.0,148.934,154.467,154.967,0.0,0.0,0.0,153.451,0.0,153.451,148.934,154.967,14.0,2.25,2.0,14.0,1.5165,0.0,135242.1808,112.9235,106.8733,110.9067,135022.8836,,2.0,
15.0,157.0,162.534,163.034,0.0,0.0,0.0,161.483,0.0,161.483,157.0,163.034,15.0,3.25,3.25,15.0,1.5165,0.0,135250.2476,120.9903,114.9401,118.9735,135014.782,,2.0,
16.0,166.317,171.851,172.351,0.0,0.0,0.0,170.899,1.0,170.899,166.317,172.351,16.0,1.5,2.25,16.0,1.5165,1.0,135259.5644,130.3071,124.2569,128.2903,135005.5644,,2.0,
17.0,174.634,180.168,180.668,0.0,0.0,0.0,179.203,1.0,179.203,174.634,180.668,17.0,2.25,2.75,17.0,1.5166,1.0,135267.8813,138.624,132.5737,136.6071,134997.2348,,2.0,
18.0,183.451,188.985,189.485,0.0,0.0,0.0,188.043,0.0,188.043,183.451,189.485,18.0,3.0,3.25,18.0,1.5166,0.0,135276.6981,147.4408,141.3906,145.424,134988.4411,,2.0,
19.0,192.768,198.302,198.802,0.0,0.0,0.0,197.419,0.0,197.419,192.768,198.802,19.0,1.75,3.0,19.0,1.5165,0.0,135286.0148,156.7575,150.7074,154.7408,134979.1839,,2.0,
20.0,201.835,207.368,207.869,0.0,0.0,0.0,206.339,0.0,206.339,201.835,207.869,20.0,2.75,1.25,20.0,1.5166,0.0,135295.0817,165.8244,159.7742,163.8076,134969.9702,,2.0,
21.0,209.152,214.685,215.186,0.0,0.0,0.0,213.604,1.0,213.604,209.152,215.186,21.0,1.25,2.25,21.0,1.5165,1.0,135302.3985,173.1412,167.091,171.1244,134962.6009,,2.0,
22.0,217.469,223.002,223.503,0.0,0.0,0.0,222.004,1.0,222.004,217.469,223.503,22.0,3.75,2.0,22.0,1.5165,1.0,135310.7153,181.458,175.4078,179.4412,134954.3667,,2.0,
23.0,225.536,231.069,231.57,0.0,0.0,0.0,230.091,0.0,230.091,225.536,231.57,23.0,2.75,1.5,23.0,1.5166,0.0,135318.7821,189.5248,183.4747,187.508,134946.3213,,2.0,
24.0,233.103,238.636,239.136,0.0,0.0,0.0,237.708,1.0,237.708,233.103,239.136,24.0,3.25,1.75,24.0,1.5165,1.0,135326.3489,197.0916,191.0414,195.0748,134938.8038,,2.0,
25.0,240.919,246.453,246.953,0.0,0.0,0.0,245.58,1.0,245.58,240.919,246.953,25.0,2.5,3.0,25.0,1.5165,1.0,135334.1657,204.9084,198.8582,202.8916,134931.0419,,2.0,
26.0,249.986,255.52,256.02,0.0,0.0,0.0,254.412,1.0,254.412,249.986,256.02,26.0,3.5,3.75,26.0,1.5165,1.0,135343.2325,213.9752,207.925,211.9584,134921.7407,,2.0,
27.0,259.803,265.337,265.837,0.0,0.0,0.0,265.252,0.0,265.252,259.803,265.837,27.0,2.5,1.25,27.0,1.5165,0.0,135353.0493,223.792,217.7418,221.7753,134912.9467,,2.0,
28.0,267.12,272.654,273.154,0.0,0.0,0.0,271.708,0.0,271.708,267.12,273.154,28.0,1.25,1.75,28.0,1.5165,0.0,135360.3661,231.1088,225.0586,229.0921,134904.7691,,2.0,
29.0,274.937,280.471,280.971,0.0,0.0,0.0,279.668,1.0,279.668,274.937,280.971,29.0,3.5,1.75,29.0,1.5165,1.0,135368.183,238.9256,232.8755,236.9089,134897.0957,,2.0,
30.0,282.754,,,0.0,0.0,0.0,,0.0,,,,30.0,3.25,1.5,30.0,1.5165,0.0,135375.9997,246.7424,240.6922,244.7257,134889.1262,,2.0,
