Trial number,Fixation Onset NEV,Image Onset NEV,Image Offset NEV,nothing,Fixation Onset NEV,Onset Choice Period,Response time NEV,Shade value NEV,Reaction time NEV,Trial onset,Trial offset,Nothing,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
1.0,1520.834,1526.346,1526.85,1.0,1520.834,1524.841,1525.417,0.0,0.576,1520.834,1526.85,0.576,1.0,3.25,1.25,1.0,1.5045,0.0,511999.0182,6.0218,0.0002149,4.016,511993.5682,4.0,3.0
2.0,1528.111,1533.621,1534.124,1.0,1528.111,1532.116,1532.703,1.0,0.587,1528.111,1534.124,0.587,2.0,2.25,3.5,2.0,1.5043,1.0,512006.2928,13.2964,7.2774,11.2909,511986.3037,4.0,3.0
3.0,1537.633,1543.143,1543.646,1.0,1537.633,1541.639,1542.567,1.0,0.928,1537.633,1543.646,0.928,3.0,3.25,3.75,3.0,1.5043,1.0,512015.8149,22.8185,16.802,20.8129,511977.1211,4.0,3.0
4.0,1547.406,1552.916,1553.419,1.0,1547.406,1551.412,1551.764,0.0,0.352,1547.406,1553.419,0.352,4.0,2.75,1.0,4.0,1.5041,0.0,512025.5875,32.591,26.5731,30.5858,511966.7695,4.0,3.0
5.0,1554.429,1559.944,1560.448,1.0,1554.429,1558.437,1559.401,0.0,0.964,1554.429,1560.448,0.964,5.0,3.5,3.75,5.0,1.5054,0.0,512032.6165,39.6202,33.5965,37.6113,511960.3606,4.0,3.0
6.0,1564.21,1569.72,1570.223,1.0,1564.21,1568.215,1568.702,1.0,0.487,1564.21,1570.223,0.487,6.0,3.0,3.25,6.0,1.5045,1.0,512042.3912,49.3947,43.3798,47.3895,511950.1026,4.0,3.0
7.0,1573.481,1578.99,1579.492,1.0,1573.481,1577.486,1578.198,0.0,0.712,1573.481,1579.492,0.712,7.0,3.0,2.0,7.0,1.5041,0.0,512051.6609,58.6643,52.6495,56.6596,511941.059,4.0,3.0
8.0,1581.501,1587.01,1587.512,1.0,1581.501,1585.506,1586.111,0.0,0.605,1581.501,1587.512,0.605,8.0,2.75,1.5,8.0,1.504,0.0,512059.6807,66.6841,60.6695,64.6795,511932.9309,4.0,3.0
9.0,1589.021,1594.53,1595.033,1.0,1589.021,1593.026,1593.543,1.0,0.517,1589.021,1595.033,0.517,9.0,3.0,1.0,9.0,1.5041,1.0,512067.2012,74.2046,68.1892,72.1998,511925.3232,4.0,3.0
10.0,1596.041,1601.55,1602.052,1.0,1596.041,1600.046,1600.614,0.0,0.568,1596.041,1602.052,0.568,10.0,1.75,1.0,10.0,1.5039,0.0,512074.2206,81.2241,75.2094,79.2196,511918.3549,4.0,3.0
11.0,1603.062,1608.571,1609.074,1.0,1603.062,1607.067,1607.83,1.0,0.763,1603.062,1609.074,0.763,11.0,1.25,3.25,11.0,1.5041,1.0,512081.2417,88.2452,82.2296,86.2405,511911.5298,4.0,3.0
12.0,1612.332,1617.841,1618.344,1.0,1612.332,1616.337,1616.774,0.0,0.437,1612.332,1618.344,0.437,12.0,3.0,1.75,12.0,1.5041,0.0,512090.5119,97.5154,91.5004,95.5106,511901.9331,4.0,3.0
13.0,1620.102,1625.612,1626.114,1.0,1620.102,1624.107,1624.511,1.0,0.404,1620.102,1626.114,0.404,13.0,3.75,1.0,13.0,1.504,1.0,512098.2818,105.2853,99.2704,103.2806,511894.1288,4.0,3.0
14.0,1627.122,1632.631,1633.134,1.0,1627.122,1631.127,1631.495,1.0,0.368,1627.122,1633.134,0.368,14.0,2.25,2.0,14.0,1.5041,1.0,512105.3017,112.3052,106.2902,110.3005,511887.0731,4.0,3.0
15.0,1635.141,1640.651,1641.153,1.0,1635.141,1639.146,1639.147,1.0,0.001,1635.141,1641.153,0.001,15.0,3.25,3.25,15.0,1.5038,1.0,512113.3207,120.3242,114.3101,118.3196,511878.6865,4.0,3.0
16.0,1644.411,1649.921,1650.423,1.0,1644.411,1648.416,1648.767,0.0,0.351,1644.411,1650.423,0.351,16.0,1.5,2.25,16.0,1.504,0.0,512122.5906,129.5941,123.5792,127.5895,511869.7671,4.0,3.0
17.0,1652.681,1658.192,1658.694,1.0,1652.681,1656.687,1657.103,0.0,0.416,1652.681,1658.694,0.416,17.0,2.25,2.75,17.0,1.504,0.0,512130.8615,137.865,131.8493,135.8603,511861.5625,4.0,3.0
18.0,1661.452,1666.962,1667.465,1.0,1661.452,1665.458,1666.359,1.0,0.901,1661.452,1667.465,0.901,18.0,3.0,3.25,18.0,1.5041,1.0,512139.632,146.6354,140.6202,144.6307,511853.2773,4.0,3.0
19.0,1670.723,1676.232,1676.734,1.0,1670.723,1674.728,1675.144,0.0,0.416,1670.723,1676.734,0.416,19.0,1.75,3.0,19.0,1.504,0.0,512148.9017,155.9052,149.8906,153.9005,511843.5207,4.0,3.0
20.0,1679.743,1685.252,1685.754,1.0,1679.743,1683.748,1684.151,0.0,0.403,1679.743,1685.754,0.403,20.0,2.75,1.25,20.0,1.5039,0.0,512157.9214,164.9249,158.9103,162.9204,511834.4894,4.0,3.0
21.0,1687.013,1692.522,1693.024,1.0,1687.013,1691.018,1691.607,0.0,0.589,1687.013,1693.024,0.589,21.0,1.25,2.25,21.0,1.504,0.0,512165.1914,172.1948,166.1802,170.1904,511827.4055,4.0,3.0
22.0,1695.283,1700.793,1701.295,1.0,1695.283,1699.289,1699.615,1.0,0.326,1695.283,1701.295,0.326,22.0,3.75,2.0,22.0,1.5041,1.0,512173.4622,180.4656,174.4492,178.4612,511818.8736,4.0,3.0
23.0,1703.302,1708.811,1709.314,1.0,1703.302,1707.307,1707.903,0.0,0.596,1703.302,1709.314,0.596,23.0,2.75,1.5,23.0,1.5041,0.0,512181.4806,188.4841,182.4698,186.4794,511811.1228,4.0,3.0
24.0,1710.822,1716.331,1716.834,1.0,1710.822,1714.827,1715.472,0.0,0.645,1710.822,1716.834,0.645,24.0,3.25,1.75,24.0,1.5041,0.0,512189.0008,196.0042,189.9892,193.9995,511803.6519,4.0,3.0
25.0,1718.592,1724.102,1724.604,1.0,1718.592,1722.598,1723.064,1.0,0.466,1718.592,1724.604,0.466,25.0,2.5,3.0,25.0,1.5038,1.0,512196.7711,203.7746,197.7591,201.7702,511795.7024,4.0,3.0
26.0,1727.612,1733.122,1733.624,1.0,1727.612,1731.617,1732.0,1.0,0.383,1727.612,1733.624,0.383,26.0,3.5,3.75,26.0,1.5041,1.0,512205.7906,212.7941,206.7793,210.7894,511786.5992,4.0,3.0
27.0,1737.382,1742.892,1743.394,1.0,1737.382,1741.387,1741.728,0.0,0.341,1737.382,1743.394,0.341,27.0,2.5,1.25,27.0,1.5041,0.0,512215.5605,222.564,216.5492,220.5593,511776.7875,4.0,3.0
28.0,1744.652,1750.162,1750.665,1.0,1744.652,1748.658,1749.176,1.0,0.518,1744.652,1750.665,0.518,28.0,1.25,1.75,28.0,1.5041,1.0,512222.8313,229.8347,223.8191,227.83,511769.6949,4.0,3.0
29.0,1752.423,1757.932,1758.434,1.0,1752.423,1756.428,1756.864,0.0,0.436,1752.423,1758.434,0.436,29.0,3.5,1.75,29.0,1.5041,0.0,512230.6006,237.604,231.5893,235.5993,511761.8432,4.0,3.0
30.0,1760.193,1765.703,1766.205,1.0,1760.193,1764.198,1764.528,1.0,0.33,1760.193,1766.205,0.33,30.0,3.25,1.5,30.0,1.504,1.0,512238.3711,245.3746,239.359,243.37,511753.9669,4.0,3.0
37.0,2929.417,2934.95,2935.453,1.0,2929.417,2933.434,2934.425,0.0,0.991,2929.417,2935.453,0.991,1.0,3.25,1.25,1.0,1.5162,0.0,513407.6049,6.0569,0.0001548,4.0394,513402.5345,6.0,3.0
38.0,2936.733,2942.267,2942.769,1.0,2936.733,2940.752,2941.109,0.0,0.357,2936.733,2942.769,0.357,2.0,2.25,3.5,2.0,1.515,0.0,513414.9214,13.3734,7.3243,11.3573,513394.5802,6.0,3.0
39.0,2946.302,2951.834,2952.337,1.0,2946.302,2950.317,2950.645,0.0,0.328,2946.302,2952.337,0.328,3.0,3.25,3.75,3.0,1.5163,0.0,513424.4884,22.9404,16.8898,20.9228,513384.9856,6.0,3.0
40.0,2956.118,2961.651,2962.154,1.0,2956.118,2960.135,2960.605,1.0,0.47,2956.118,2962.154,0.47,4.0,2.75,1.0,4.0,1.515,1.0,513434.305,32.757,26.708,30.7409,513375.3089,6.0,3.0
