Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,ShapeChoice,BlockNumber,TrialTypeDesignation
1.0,120.2470703125,120.875,120.248046875,0.0,0.0,0.0,,0.0,,,,1.0,3.25,1.25,1.0,0.664,0.0,176466.4387,1.29,,,,0.0,1.0,4.0
2.0,121.505859375,123.26171875,121.5068359375,0.0,0.0,0.0,123.26171875,1.0,123.26171875,,,2.0,2.25,3.5,2.0,3.0509,1.0,176469.9505,4.8018,,,,0.0,1.0,4.0
3.0,125.0185546875,126.8984375,125.01953125,0.0,0.0,0.0,126.8984375,1.0,126.8984375,,,3.0,3.25,3.75,3.0,6.6875,1.0,176473.712,8.5632,,,,1.0,1.0,4.0
4.0,128.77734375,129.2802734375,128.7783203125,0.0,0.0,0.0,,0.0,,,,4.0,2.75,1.0,4.0,9.0693,0.0,176474.7188,9.57,,,,1.0,1.0,4.0
5.0,129.7880859375,131.6669921875,129.7890625,0.0,0.0,0.0,,0.0,,,,5.0,3.5,3.75,5.0,11.4568,0.0,176478.4831,13.3346,,,,0.0,1.0,4.0
6.0,133.55078125,135.1767578125,133.5517578125,0.0,0.0,0.0,,0.0,,,,6.0,3.0,3.25,6.0,14.9667,0.0,176481.7409,16.5921,,,,1.0,1.0,4.0
7.0,136.8056640625,137.80859375,136.806640625,0.0,0.0,0.0,137.80859375,1.0,137.80859375,,,7.0,3.0,2.0,7.0,17.5985,1.0,176483.7478,18.599,,,,0.0,1.0,4.0
8.0,138.8125,139.56640625,138.8134765625,0.0,0.0,0.0,139.56640625,1.0,139.56640625,,,8.0,2.75,1.5,8.0,19.3558,1.0,176485.255,20.1062,,,,0.0,1.0,4.0
9.0,140.3203125,140.822265625,140.3212890625,0.0,0.0,0.0,140.822265625,1.0,140.822265625,,,9.0,3.0,1.0,9.0,20.6115,1.0,176486.2606,21.1119,,,,1.0,1.0,4.0
10.0,141.32421875,141.8291015625,141.3251953125,0.0,0.0,0.0,,0.0,,,,10.0,1.75,1.0,10.0,21.6175,0.0,176487.2667,22.1179,,,,1.0,1.0,4.0
11.0,142.3310546875,143.958984375,142.33203125,0.0,0.0,0.0,143.958984375,1.0,143.958984375,,,11.0,1.25,3.25,11.0,23.7485,1.0,176490.5226,25.3739,,,,1.0,1.0,4.0
12.0,145.5869140625,146.46484375,145.587890625,0.0,0.0,0.0,146.46484375,1.0,146.46484375,,,12.0,3.0,1.75,12.0,26.254,1.0,176492.2782,27.1294,,,,0.0,1.0,4.0
13.0,147.34375,147.845703125,147.3447265625,0.0,0.0,0.0,,0.0,,,,13.0,3.75,1.0,13.0,27.6348,0.0,176493.284,28.1352,,,,1.0,1.0,4.0
14.0,148.3486328125,149.3505859375,148.349609375,0.0,0.0,0.0,149.3505859375,1.0,149.3505859375,,,14.0,2.25,2.0,14.0,29.1405,1.0,176495.2896,30.1408,,,,0.0,1.0,4.0
