Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,Noname,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,BlockNumber,noname,noname,noname,noname,TrialTypeDesignation
152.0,738.782,738.798,0.0,0.0,0.0,100.0,,,1.0,,,32.0,0.8,0.8,17.0,12.8897,0.0,256973.1574,13.6905,3.0,,,,,2.0
153.0,739.599,739.616,0.0,0.0,0.0,100.0,,,1.0,,,33.0,0.8,0.8,18.0,13.695,0.0,256973.9627,14.4958,3.0,,,,,2.0
154.0,740.417,740.433,0.0,0.0,0.0,100.0,,,1.0,,,34.0,0.8,0.8,19.0,14.5003,1.0,256974.768,15.3011,3.0,,,,,2.0
155.0,741.234,741.251,0.0,0.0,0.0,100.0,,,1.0,,,35.0,0.8,0.8,20.0,15.3056,0.0,256975.5734,16.1065,3.0,,,,,2.0
156.0,742.051,742.068,0.0,0.0,0.0,100.0,,,1.0,,,36.0,0.8,0.8,21.0,16.1113,0.0,256976.3792,16.9123,3.0,,,,,2.0
157.0,742.869,742.886,0.0,0.0,0.0,100.0,,,1.0,,,37.0,0.8,0.8,22.0,16.9168,1.0,256977.1843,17.7174,3.0,,,,,2.0
158.0,743.687,743.703,0.0,0.0,0.0,100.0,,,1.0,,,38.0,0.8,0.8,23.0,17.7213,0.0,256977.9889,18.522,3.0,,,,,2.0
159.0,744.504,744.521,0.0,0.0,0.0,100.0,,,1.0,,,39.0,0.8,0.8,24.0,18.5259,1.0,256978.7937,19.3268,3.0,,,,,2.0
160.0,745.322,745.338,0.0,0.0,0.0,100.0,,,1.0,,,40.0,0.8,0.8,25.0,19.3315,0.0,256979.5993,20.1324,3.0,,,,,2.0
161.0,746.139,746.156,0.0,0.0,0.0,100.0,,,1.0,,,41.0,0.8,0.8,26.0,20.1368,1.0,256980.4044,20.9375,3.0,,,,,2.0
162.0,746.956,746.973,0.0,0.0,0.0,100.0,,,1.0,,,42.0,0.8,0.8,27.0,20.9414,1.0,256981.2092,21.7423,3.0,,,,,2.0
163.0,747.774,747.791,0.0,0.0,0.0,100.0,,,1.0,,,43.0,0.8,0.8,28.0,21.7487,1.0,256982.0164,22.5495,3.0,,,,,2.0
164.0,748.591,748.608,0.0,0.0,0.0,100.0,,,1.0,,,44.0,0.8,0.8,29.0,22.5541,0.0,256982.8219,23.355,3.0,,,,,2.0
168.0,1279.92,1279.939,0.0,0.0,0.0,100.0,,,1.0,,,1.0,0.8,0.8,1.0,0.0078247,0.0,257100.0598,0.80889,4.0,,,,,2.0
169.0,1280.741,1280.753,0.0,0.0,0.0,100.0,,,1.0,,,2.0,0.8,0.8,2.0,0.81337,0.0,257100.8651,1.6142,4.0,,,,,2.0
170.0,1281.554,1281.57,0.0,0.0,0.0,100.0,,,1.0,,,3.0,0.8,0.8,3.0,1.6192,0.0,257101.671,2.4201,4.0,,,,,2.0
171.0,1282.371,1282.388,0.0,0.0,0.0,100.0,,,1.0,,,4.0,0.8,0.8,4.0,2.4244,1.0,257102.4759,3.225,4.0,,,,,2.0
172.0,1283.19,1283.205,0.0,0.0,0.0,100.0,,,1.0,,,5.0,0.8,0.8,5.0,3.229,0.0,257103.2807,4.0298,4.0,,,,,2.0
173.0,1284.005,1284.022,0.0,0.0,0.0,100.0,,,1.0,,,6.0,0.8,0.8,6.0,4.0345,1.0,257104.0862,4.8354,4.0,,,,,2.0
174.0,1284.823,1284.84,0.0,0.0,0.0,100.0,,,1.0,,,7.0,0.8,0.8,7.0,4.84,1.0,257104.8918,5.6409,4.0,,,,,2.0
175.0,1285.641,1285.657,0.0,0.0,0.0,100.0,,,1.0,,,8.0,0.8,0.8,8.0,5.6452,1.0,257105.697,6.4461,4.0,,,,,2.0
176.0,1286.458,1286.475,0.0,0.0,0.0,100.0,,,1.0,,,9.0,0.8,0.8,9.0,6.4505,0.0,257106.5022,7.2513,4.0,,,,,2.0
177.0,1287.275,1287.292,0.0,0.0,0.0,100.0,,,1.0,,,10.0,0.8,0.8,10.0,7.2564,1.0,257107.3079,8.057,4.0,,,,,2.0
178.0,1288.093,1288.11,0.0,0.0,0.0,100.0,,,1.0,,,11.0,0.8,0.8,11.0,8.0609,0.0,257108.1127,8.8618,4.0,,,,,2.0
179.0,1288.911,1288.927,0.0,0.0,0.0,100.0,,,1.0,,,12.0,0.8,0.8,12.0,8.8661,1.0,257108.9178,9.6669,4.0,,,,,2.0
180.0,1289.728,1289.745,0.0,0.0,0.0,100.0,,,1.0,,,13.0,0.8,0.8,13.0,9.6714,0.0,257109.7232,10.4723,4.0,,,,,2.0
181.0,1290.545,1290.562,0.0,0.0,0.0,100.0,,,1.0,,,14.0,0.8,0.8,14.0,10.4764,0.0,257110.5281,11.2772,4.0,,,,,2.0
182.0,1291.363,1291.38,0.0,0.0,0.0,100.0,,,1.0,,,15.0,0.8,0.8,15.0,11.2824,0.0,257111.3339,12.083,4.0,,,,,2.0
183.0,1292.18,1292.197,0.0,0.0,0.0,100.0,,,1.0,,,16.0,0.8,0.8,16.0,12.0871,0.0,257112.1389,12.888,4.0,,,,,2.0
184.0,1292.998,1293.015,0.0,0.0,0.0,100.0,,,1.0,,,17.0,0.8,0.8,17.0,12.8923,0.0,257112.944,13.6931,4.0,,,,,2.0
185.0,1293.815,1293.832,0.0,0.0,0.0,100.0,,,1.0,,,18.0,0.8,0.8,18.0,13.6981,0.0,257113.7497,14.4988,4.0,,,,,2.0
186.0,1294.633,1294.65,0.0,0.0,0.0,100.0,,,1.0,,,19.0,0.8,0.8,19.0,14.5028,1.0,257114.5545,15.3037,4.0,,,,,2.0
187.0,1295.45,1295.467,0.0,0.0,0.0,100.0,,,1.0,,,20.0,0.8,0.8,20.0,15.3081,0.0,257115.3598,16.1089,4.0,,,,,2.0
188.0,1296.268,1296.285,0.0,0.0,0.0,100.0,,,1.0,,,21.0,0.8,0.8,21.0,16.1139,0.0,257116.1656,16.9147,4.0,,,,,2.0
189.0,1297.085,1297.102,0.0,0.0,0.0,100.0,,,1.0,,,22.0,0.8,0.8,22.0,16.9192,1.0,257116.9708,17.7199,4.0,,,,,2.0
190.0,1297.903,1297.92,0.0,0.0,0.0,100.0,,,1.0,,,23.0,0.8,0.8,23.0,17.7239,0.0,257117.7755,18.5247,4.0,,,,,2.0
191.0,1298.72,1298.737,0.0,0.0,0.0,100.0,,,1.0,,,24.0,0.8,0.8,24.0,18.5308,1.0,257118.5825,19.3316,4.0,,,,,2.0
192.0,1299.538,1299.554,0.0,0.0,0.0,100.0,,,1.0,,,25.0,0.8,0.8,25.0,19.3366,0.0,257119.3883,20.1374,4.0,,,,,2.0
193.0,1300.355,1300.372,0.0,0.0,0.0,100.0,,,1.0,,,26.0,0.8,0.8,26.0,20.1423,1.0,257120.194,20.9431,4.0,,,,,2.0
194.0,1301.173,1301.19,0.0,0.0,0.0,100.0,,,1.0,,,27.0,0.8,0.8,27.0,20.949,1.0,257121.001,21.7501,4.0,,,,,2.0
195.0,1301.99,1302.007,0.0,0.0,0.0,100.0,,,1.0,,,28.0,0.8,0.8,28.0,21.7543,1.0,257121.806,22.5551,4.0,,,,,2.0
196.0,1302.808,1302.824,0.0,0.0,0.0,100.0,,,1.0,,,29.0,0.8,0.8,29.0,22.5607,0.0,257122.6122,23.3613,4.0,,,,,2.0
197.0,1303.625,1303.642,0.0,0.0,0.0,100.0,,,1.0,,,30.0,0.8,0.8,30.0,23.3654,0.0,257123.417,24.1662,4.0,,,,,2.0
198.0,1304.443,1304.46,0.0,0.0,0.0,100.0,,,1.0,,,31.0,0.8,0.8,31.0,24.1717,1.0,257124.2234,24.9725,4.0,,,,,2.0
199.0,1305.26,1305.277,0.0,0.0,0.0,100.0,,,1.0,,,32.0,0.8,0.8,32.0,24.9769,0.0,257125.0286,25.7777,4.0,,,,,2.0
200.0,1306.078,1306.094,0.0,0.0,0.0,100.0,,,1.0,,,33.0,0.8,0.8,33.0,25.7819,0.0,257125.8335,26.5826,4.0,,,,,2.0
201.0,1306.895,1306.912,0.0,0.0,0.0,100.0,,,1.0,,,34.0,0.8,0.8,34.0,26.5868,0.0,257126.6385,27.3876,4.0,,,,,2.0
202.0,1307.712,1307.73,0.0,0.0,0.0,100.0,,,1.0,,,35.0,0.8,0.8,35.0,27.3922,0.0,257127.4439,28.193,4.0,,,,,2.0
203.0,1308.53,1308.547,0.0,0.0,0.0,100.0,,,1.0,,,36.0,0.8,0.8,36.0,28.1973,0.0,257128.2488,28.9979,4.0,,,,,2.0
204.0,1309.348,1309.364,0.0,0.0,0.0,100.0,,,1.0,,,37.0,0.8,0.8,37.0,29.0017,1.0,257129.0534,29.8025,4.0,,,,,2.0
205.0,1310.165,1310.182,0.0,0.0,0.0,100.0,,,1.0,,,38.0,0.8,0.8,38.0,29.8078,0.0,257129.8596,30.6087,4.0,,,,,2.0
206.0,1310.982,1310.999,0.0,0.0,0.0,100.0,,,1.0,,,39.0,0.8,0.8,39.0,30.6127,1.0,257130.6643,31.4135,4.0,,,,,2.0
207.0,1311.8,1311.817,0.0,0.0,0.0,100.0,,,1.0,,,40.0,0.8,0.8,40.0,31.4179,0.0,257131.4694,32.2186,4.0,,,,,2.0
208.0,1312.617,1312.634,0.0,0.0,0.0,100.0,,,1.0,,,41.0,0.8,0.8,41.0,32.2224,0.0,257132.2741,33.0232,4.0,,,,,2.0
209.0,1313.435,1313.452,0.0,0.0,0.0,100.0,,,1.0,,,42.0,0.8,0.8,42.0,33.0278,1.0,257133.0797,33.8288,4.0,,,,,2.0
210.0,1314.252,1314.269,0.0,0.0,0.0,100.0,,,1.0,,,43.0,0.8,0.8,43.0,33.8331,1.0,257133.8848,34.634,4.0,,,,,2.0
211.0,1315.07,1315.087,0.0,0.0,0.0,100.0,,,1.0,,,44.0,0.8,0.8,44.0,34.6382,0.0,257134.6929,35.442,4.0,,,,,2.0
212.0,1315.887,1315.904,0.0,0.0,0.0,100.0,,,1.0,,,45.0,0.8,0.8,45.0,35.4451,0.0,257135.4968,36.2459,4.0,,,,,2.0
213.0,1316.705,1316.722,0.0,0.0,0.0,100.0,,,1.0,,,46.0,0.8,0.8,46.0,36.2508,1.0,257136.3025,37.0516,4.0,,,,,2.0
214.0,1317.523,1317.539,0.0,0.0,0.0,100.0,,,1.0,,,47.0,0.8,0.8,47.0,37.0559,1.0,257137.1077,37.8568,4.0,,,,,2.0
215.0,1318.34,1318.357,0.0,0.0,0.0,100.0,,,1.0,,,48.0,0.8,0.8,48.0,37.861,0.0,257137.9127,38.6618,4.0,,,,,2.0
216.0,1319.157,1319.174,0.0,0.0,0.0,100.0,,,1.0,,,49.0,0.8,0.8,49.0,38.6662,0.0,257138.7184,39.4675,4.0,,,,,2.0
217.0,1319.975,1319.992,0.0,0.0,0.0,100.0,,,1.0,,,50.0,0.8,0.8,50.0,39.4714,0.0,257139.5231,40.2722,4.0,,,,,2.0
218.0,1320.792,1320.81,0.0,0.0,0.0,100.0,,,1.0,,,51.0,0.8,0.8,51.0,40.2766,1.0,257140.3281,41.0772,4.0,,,,,2.0
219.0,1321.61,1321.627,0.0,0.0,0.0,100.0,,,1.0,,,52.0,0.8,0.8,52.0,41.0817,0.0,257141.1334,41.8825,4.0,,,,,2.0
220.0,1322.427,1322.444,0.0,0.0,0.0,100.0,,,1.0,,,53.0,0.8,0.8,53.0,41.8877,0.0,257141.9396,42.6887,4.0,,,,,2.0
221.0,1323.245,1323.262,0.0,0.0,0.0,100.0,,,1.0,,,54.0,0.8,0.8,54.0,42.6928,0.0,257142.7445,43.4937,4.0,,,,,2.0
222.0,1324.062,1324.079,0.0,0.0,0.0,100.0,,,1.0,,,55.0,0.8,0.8,55.0,43.498,0.0,257143.5497,44.2988,4.0,,,,,2.0
223.0,1324.88,1324.897,0.0,0.0,0.0,100.0,,,1.0,,,56.0,0.8,0.8,56.0,44.3033,0.0,257144.355,45.1041,4.0,,,,,2.0
224.0,1325.697,1325.714,0.0,0.0,0.0,100.0,,,1.0,,,57.0,0.8,0.8,57.0,45.1094,0.0,257145.1611,45.9102,4.0,,,,,2.0
225.0,1326.515,1326.532,0.0,0.0,0.0,100.0,,,1.0,,,58.0,0.8,0.8,58.0,45.9148,1.0,257145.9665,46.7156,4.0,,,,,2.0
226.0,1327.332,1327.349,0.0,0.0,0.0,100.0,,,1.0,,,59.0,0.8,0.8,59.0,46.72,0.0,257146.7717,47.5208,4.0,,,,,2.0
227.0,1328.149,1328.167,0.0,0.0,0.0,100.0,,,1.0,,,60.0,0.8,0.8,60.0,47.5251,1.0,257147.5774,48.3266,4.0,,,,,2.0
228.0,1328.967,1328.984,0.0,0.0,0.0,100.0,,,1.0,,,61.0,0.8,0.8,61.0,48.3306,0.0,257148.3821,49.1312,4.0,,,,,2.0
229.0,1329.785,1329.802,0.0,0.0,0.0,100.0,,,1.0,,,62.0,0.8,0.8,62.0,49.1351,1.0,257149.1868,49.9359,4.0,,,,,2.0
230.0,1330.602,1330.619,0.0,0.0,0.0,100.0,,,1.0,,,63.0,0.8,0.8,63.0,49.9409,1.0,257149.9925,50.7416,4.0,,,,,2.0
231.0,1331.42,1331.436,0.0,0.0,0.0,100.0,,,1.0,,,64.0,0.8,0.8,64.0,50.7459,0.0,257150.7977,51.5468,4.0,,,,,2.0
232.0,1332.237,1332.254,0.0,0.0,0.0,100.0,,,1.0,,,65.0,0.8,0.8,65.0,51.5511,1.0,257151.6028,52.3519,4.0,,,,,2.0
233.0,1333.055,1333.072,0.0,0.0,0.0,100.0,,,1.0,,,66.0,0.8,0.8,66.0,52.3566,1.0,257152.4082,53.1573,4.0,,,,,2.0
234.0,1333.872,1333.889,0.0,0.0,0.0,100.0,,,1.0,,,67.0,0.8,0.8,67.0,53.1612,1.0,257153.2129,53.962,4.0,,,,,2.0
235.0,1334.689,1334.707,0.0,0.0,0.0,100.0,,,1.0,,,68.0,0.8,0.8,68.0,53.9679,0.0,257154.0196,54.7687,4.0,,,,,2.0
236.0,1335.507,1335.524,0.0,0.0,0.0,100.0,,,1.0,,,69.0,0.8,0.8,69.0,54.7734,0.0,257154.8251,55.5742,4.0,,,,,2.0
237.0,1336.324,1336.342,0.0,0.0,0.0,100.0,,,1.0,,,70.0,0.8,0.8,70.0,55.5786,1.0,257155.6303,56.3794,4.0,,,,,2.0
238.0,1337.142,1337.159,0.0,0.0,0.0,100.0,,,1.0,,,71.0,0.8,0.8,71.0,56.3839,1.0,257156.4359,57.1851,4.0,,,,,2.0
239.0,1337.959,1337.976,0.0,0.0,0.0,100.0,,,1.0,,,72.0,0.8,0.8,72.0,57.189,0.0,257157.2407,57.9898,4.0,,,,,2.0
240.0,1338.777,1338.794,0.0,0.0,0.0,100.0,,,1.0,,,73.0,0.8,0.8,73.0,57.9954,1.0,257158.047,58.7962,4.0,,,,,2.0
241.0,1339.595,1339.611,0.0,0.0,0.0,100.0,,,1.0,,,74.0,0.8,0.8,74.0,58.8005,1.0,257158.852,59.6011,4.0,,,,,2.0
242.0,1340.412,1340.429,0.0,0.0,0.0,100.0,,,1.0,,,75.0,0.8,0.8,75.0,59.6068,1.0,257159.6585,60.4076,4.0,,,,,2.0
243.0,1341.229,1341.246,0.0,0.0,0.0,100.0,,,1.0,,,76.0,0.8,0.8,76.0,60.412,1.0,257160.4636,61.2128,4.0,,,,,2.0
244.0,1342.047,1342.064,0.0,0.0,0.0,100.0,,,1.0,,,77.0,0.8,0.8,77.0,61.2172,1.0,257161.2689,62.0181,4.0,,,,,2.0
245.0,1342.865,1342.881,0.0,0.0,0.0,100.0,,,1.0,,,78.0,0.8,0.8,78.0,62.0221,1.0,257162.0771,62.8262,4.0,,,,,2.0
246.0,1343.682,1343.699,0.0,0.0,0.0,100.0,,,1.0,,,79.0,0.8,0.8,79.0,62.8293,1.0,257162.8811,63.6302,4.0,,,,,2.0
247.0,1344.5,1344.516,0.0,0.0,0.0,100.0,,,1.0,,,80.0,0.8,0.8,80.0,63.6346,0.0,257163.6861,64.4352,4.0,,,,,2.0
248.0,1345.317,1345.334,0.0,0.0,0.0,100.0,,,1.0,,,81.0,0.8,0.8,81.0,64.4393,0.0,257164.4908,65.2399,4.0,,,,,2.0
249.0,1346.134,1346.151,0.0,0.0,0.0,100.0,,,1.0,,,82.0,0.8,0.8,82.0,65.244,1.0,257165.2958,66.0449,4.0,,,,,2.0
250.0,1346.952,1346.969,0.0,0.0,0.0,100.0,,,1.0,,,83.0,0.8,0.8,83.0,66.0498,1.0,257166.1016,66.8507,4.0,,,,,2.0
251.0,1347.769,1347.786,0.0,0.0,0.0,100.0,,,1.0,,,84.0,0.8,0.8,84.0,66.8547,0.0,257166.9064,67.6555,4.0,,,,,2.0
252.0,1348.587,1348.604,0.0,0.0,0.0,100.0,,,1.0,,,85.0,0.8,0.8,85.0,67.6599,1.0,257167.7116,68.4607,4.0,,,,,2.0
253.0,1349.405,1349.421,0.0,0.0,0.0,100.0,,,1.0,,,86.0,0.8,0.8,86.0,68.4648,1.0,257168.5165,69.2656,4.0,,,,,2.0
254.0,1350.222,1350.239,0.0,0.0,0.0,100.0,,,1.0,,,87.0,0.8,0.8,87.0,69.2707,0.0,257169.3223,70.0715,4.0,,,,,2.0
255.0,1351.04,1351.056,0.0,0.0,0.0,100.0,,,1.0,,,88.0,0.8,0.8,88.0,70.0754,1.0,257170.1271,70.8762,4.0,,,,,2.0
256.0,1351.857,1351.874,0.0,0.0,0.0,100.0,,,1.0,,,89.0,0.8,0.8,89.0,70.8808,1.0,257170.9323,71.6814,4.0,,,,,2.0
257.0,1352.674,1352.691,0.0,0.0,0.0,100.0,,,1.0,,,90.0,0.8,0.8,90.0,71.686,1.0,257171.7377,72.4869,4.0,,,,,2.0
258.0,1353.492,1353.509,0.0,0.0,0.0,100.0,,,1.0,,,91.0,0.8,0.8,91.0,72.4923,1.0,257172.5441,73.2932,4.0,,,,,2.0
259.0,1354.309,1354.326,0.0,0.0,0.0,100.0,,,1.0,,,92.0,0.8,0.8,92.0,73.2976,1.0,257173.3491,74.0982,4.0,,,,,2.0
260.0,1355.127,1355.144,0.0,0.0,0.0,100.0,,,1.0,,,93.0,0.8,0.8,93.0,74.1023,1.0,257174.1542,74.9033,4.0,,,,,2.0
261.0,1355.944,1355.961,0.0,0.0,0.0,100.0,,,1.0,,,94.0,0.8,0.8,94.0,74.9078,0.0,257174.9594,75.7086,4.0,,,,,2.0
262.0,1356.761,1356.778,0.0,0.0,0.0,100.0,,,1.0,,,95.0,0.8,0.8,95.0,75.7131,1.0,257175.7646,76.5137,4.0,,,,,2.0
263.0,1357.579,1357.596,0.0,0.0,0.0,100.0,,,1.0,,,96.0,0.8,0.8,96.0,76.5178,1.0,257176.5695,77.3186,4.0,,,,,2.0
264.0,1358.396,1358.413,0.0,0.0,0.0,100.0,,,1.0,,,97.0,0.8,0.8,97.0,77.3232,0.0,257177.375,78.1241,4.0,,,,,2.0
265.0,1359.214,1359.231,0.0,0.0,0.0,100.0,,,1.0,,,98.0,0.8,0.8,98.0,78.1291,0.0,257178.1808,78.9299,4.0,,,,,2.0
266.0,1360.032,1360.049,0.0,0.0,0.0,100.0,,,1.0,,,99.0,0.8,0.8,99.0,78.9339,1.0,257178.9856,79.7347,4.0,,,,,2.0
