Trial number,Fixation Onset NEV,Image Onset NEV,NoName,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,NoName1,NoName2,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,StartTrial,CrossStart,ResponseTime,BlockNumber,TrialTypeDesignation
332.0,1259.18,1259.196,1259.18,1.0,1259.18,1259.196,,1.0,,1259.18,1259.196,43.0,1.0,2.0,43.0,34.3514,1.0,182195.7566,35.1525,,,,5.0,3.0
333.0,1259.997,1260.014,1259.997,1.0,1259.997,1260.014,,1.0,,1259.997,1260.014,44.0,1.25,3.25,44.0,35.1688,0.0,182196.574,35.9699,,,,5.0,3.0
334.0,1260.814,1260.831,1260.814,1.0,1260.814,1260.831,,1.0,,1260.814,1260.831,45.0,1.75,2.5,45.0,35.9864,0.0,182197.3912,36.7871,,,,5.0,3.0
335.0,1261.632,1261.649,1261.632,1.0,1261.632,1261.649,,1.0,,1261.632,1261.649,46.0,1.25,2.75,46.0,36.8039,1.0,182198.2092,37.6051,,,,5.0,3.0
336.0,1262.45,1262.466,1262.45,1.0,1262.45,1262.466,,1.0,,1262.45,1262.466,47.0,1.75,2.75,47.0,37.6215,1.0,182199.027,38.4229,,,,5.0,3.0
337.0,1263.267,1263.284,1263.267,1.0,1263.267,1263.284,,1.0,,1263.267,1263.284,48.0,3.0,3.0,48.0,38.4387,0.0,182199.8439,39.2398,,,,5.0,3.0
338.0,1264.084,1264.101,1264.084,1.0,1264.084,1264.101,,1.0,,1264.084,1264.101,49.0,2.25,1.25,49.0,39.2563,0.0,182200.6612,40.0572,,,,5.0,3.0
339.0,1264.902,1264.918,1264.902,1.0,1264.902,1264.918,,1.0,,1264.902,1264.918,50.0,1.5,3.5,50.0,40.0738,0.0,182201.4791,40.8751,,,,5.0,3.0
340.0,1265.719,1265.736,1265.719,1.0,1265.719,1265.736,,1.0,,1265.719,1265.736,51.0,1.25,3.25,51.0,40.8911,1.0,182202.2964,41.6925,,,,5.0,3.0
341.0,1266.537,1266.554,1266.537,1.0,1266.537,1266.554,,1.0,,1266.537,1266.554,52.0,2.5,3.75,52.0,41.7087,0.0,182203.114,42.5101,,,,5.0,3.0
342.0,1267.355,1267.371,1267.355,1.0,1267.355,1267.371,,1.0,,1267.355,1267.371,53.0,1.0,2.25,53.0,42.5263,0.0,182203.9316,43.3276,,,,5.0,3.0
343.0,1268.172,1268.189,1268.172,1.0,1268.172,1268.189,,1.0,,1268.172,1268.189,54.0,1.25,3.75,54.0,43.3438,0.0,182204.7491,44.1451,,,,5.0,3.0
344.0,1268.99,1269.006,1268.99,1.0,1268.99,1269.006,,1.0,,1268.99,1269.006,55.0,1.0,3.25,55.0,44.1613,0.0,182205.5669,44.9628,,,,5.0,3.0
345.0,1269.807,1269.824,1269.807,1.0,1269.807,1269.824,,1.0,,1269.807,1269.824,56.0,3.25,3.5,56.0,44.9786,0.0,182206.384,45.7799,,,,5.0,3.0
346.0,1270.624,1270.641,1270.624,1.0,1270.624,1270.641,,1.0,,1270.624,1270.641,57.0,1.25,2.0,57.0,45.7962,0.0,182207.201,46.5969,,,,5.0,3.0
347.0,1271.442,1271.459,1271.442,1.0,1271.442,1271.459,,1.0,,1271.442,1271.459,58.0,1.75,3.25,58.0,46.6137,1.0,182208.0191,47.415,,,,5.0,3.0
348.0,1272.259,1272.276,1272.259,1.0,1272.259,1272.276,,1.0,,1272.259,1272.276,59.0,2.25,3.5,59.0,47.4311,0.0,182208.8366,48.2325,,,,5.0,3.0
349.0,1273.077,1273.093,1273.077,1.0,1273.077,1273.093,,1.0,,1273.077,1273.093,60.0,1.5,1.75,60.0,48.2486,1.0,182209.6538,49.0497,,,,5.0,3.0
350.0,1273.894,1273.911,1273.894,1.0,1273.894,1273.911,,1.0,,1273.894,1273.911,61.0,1.25,1.25,61.0,49.066,0.0,182210.4711,49.867,,,,5.0,3.0
351.0,1274.712,1274.729,1274.712,1.0,1274.712,1274.729,,1.0,,1274.712,1274.729,62.0,3.5,2.5,62.0,49.8836,1.0,182211.2889,50.6848,,,,5.0,3.0
352.0,1275.529,1275.546,1275.529,1.0,1275.529,1275.546,,1.0,,1275.529,1275.546,63.0,2.5,1.25,63.0,50.7011,1.0,182212.106,51.5018,,,,5.0,3.0
353.0,1276.347,1276.363,1276.347,1.0,1276.347,1276.363,,1.0,,1276.347,1276.363,64.0,3.5,2.75,64.0,51.5185,0.0,182212.9239,52.3198,,,,5.0,3.0
354.0,1277.164,1277.181,1277.164,1.0,1277.164,1277.181,,1.0,,1277.164,1277.181,65.0,2.0,2.5,65.0,52.3361,1.0,182213.7414,53.1373,,,,5.0,3.0
355.0,1277.982,1277.998,1277.982,1.0,1277.982,1277.998,,1.0,,1277.982,1277.998,66.0,2.0,1.0,66.0,53.1534,1.0,182214.5586,53.9545,,,,5.0,3.0
356.0,1278.799,1278.816,1278.799,1.0,1278.799,1278.816,,1.0,,1278.799,1278.816,67.0,1.5,1.25,67.0,53.9711,1.0,182215.3758,54.7717,,,,5.0,3.0
357.0,1279.617,1279.633,1279.617,1.0,1279.617,1279.633,,1.0,,1279.617,1279.633,68.0,1.5,1.5,68.0,54.7884,0.0,182216.1937,55.5896,,,,5.0,3.0
358.0,1280.434,1280.451,1280.434,1.0,1280.434,1280.451,,1.0,,1280.434,1280.451,69.0,2.25,1.0,69.0,55.6058,0.0,182217.011,56.4069,,,,5.0,3.0
359.0,1281.251,1281.268,1281.251,1.0,1281.251,1281.268,,1.0,,1281.251,1281.268,70.0,3.5,3.75,70.0,56.4235,1.0,182217.8283,57.2242,,,,5.0,3.0
360.0,1282.069,1282.086,1282.069,1.0,1282.069,1282.086,,1.0,,1282.069,1282.086,71.0,2.25,2.25,71.0,57.2409,1.0,182218.6456,58.0415,,,,5.0,3.0
361.0,1282.886,1282.903,1282.886,1.0,1282.886,1282.903,,1.0,,1282.886,1282.903,72.0,2.0,3.5,72.0,58.0584,0.0,182219.4632,58.8591,,,,5.0,2.0
362.0,1283.704,1283.721,1283.704,1.0,1283.704,1283.721,,1.0,,1283.704,1283.721,73.0,2.0,1.25,73.0,58.8759,1.0,182220.2812,59.6771,,,,5.0,2.0
363.0,1284.521,1284.538,1284.521,1.0,1284.521,1284.538,,1.0,,1284.521,1284.538,74.0,3.25,2.0,74.0,59.6935,1.0,182221.0982,60.4941,,,,5.0,2.0
364.0,1285.339,1285.356,1285.339,1.0,1285.339,1285.356,,1.0,,1285.339,1285.356,75.0,1.5,2.0,75.0,60.5109,1.0,182221.9159,61.3118,,,,5.0,2.0
365.0,1286.157,1286.174,1286.157,1.0,1286.157,1286.174,,1.0,,1286.157,1286.174,76.0,1.25,1.25,76.0,61.3283,1.0,182222.7336,62.1295,,,,5.0,2.0
366.0,1286.975,1286.991,1286.975,1.0,1286.975,1286.991,,1.0,,1286.975,1286.991,77.0,3.75,3.75,77.0,62.1461,1.0,182223.5515,62.9474,,,,5.0,2.0
367.0,1287.792,1287.809,1287.792,1.0,1287.792,1287.809,,1.0,,1287.792,1287.809,78.0,2.5,1.0,78.0,62.9632,1.0,182224.3684,63.7643,,,,5.0,2.0
368.0,1288.61,1288.626,1288.61,1.0,1288.61,1288.626,,1.0,,1288.61,1288.626,79.0,1.5,2.0,79.0,63.7809,1.0,182225.1864,64.5823,,,,5.0,2.0
369.0,1289.427,1289.443,1289.427,1.0,1289.427,1289.443,,1.0,,1289.427,1289.443,80.0,3.25,1.0,80.0,64.5983,0.0,182226.0035,65.3994,,,,5.0,2.0
370.0,1290.244,1290.261,1290.244,1.0,1290.244,1290.261,,1.0,,1290.244,1290.261,81.0,1.0,1.5,81.0,65.4157,0.0,182226.8209,66.2168,,,,5.0,2.0
371.0,1291.062,1291.078,1291.062,1.0,1291.062,1291.078,,1.0,,1291.062,1291.078,82.0,2.75,3.0,82.0,66.2335,1.0,182227.6385,67.0344,,,,5.0,2.0
372.0,1291.879,1291.896,1291.879,1.0,1291.879,1291.896,,1.0,,1291.879,1291.896,83.0,2.75,2.25,83.0,67.0507,1.0,182228.4559,67.8518,,,,5.0,2.0
373.0,1292.697,1292.713,1292.697,1.0,1292.697,1292.713,,1.0,,1292.697,1292.713,84.0,2.5,1.75,84.0,67.8683,0.0,182229.2735,68.6694,,,,5.0,2.0
374.0,1293.514,1293.531,1293.514,1.0,1293.514,1293.531,,1.0,,1293.514,1293.531,85.0,3.0,1.5,85.0,68.6855,1.0,182230.0908,69.4867,,,,5.0,2.0
375.0,1294.332,1294.348,1294.332,1.0,1294.332,1294.348,,1.0,,1294.332,1294.348,86.0,3.0,1.5,86.0,69.5034,1.0,182230.9084,70.3043,,,,5.0,2.0
376.0,1295.149,1295.166,1295.149,1.0,1295.149,1295.166,,1.0,,1295.149,1295.166,87.0,2.0,2.75,87.0,70.3207,0.0,182231.7254,71.1213,,,,5.0,2.0
377.0,1295.966,1295.984,1295.966,1.0,1295.966,1295.984,,1.0,,1295.966,1295.984,88.0,3.25,1.0,88.0,71.138,1.0,182232.5433,71.9392,,,,5.0,2.0
378.0,1296.784,1296.801,1296.784,1.0,1296.784,1296.801,,1.0,,1296.784,1296.801,89.0,3.75,3.25,89.0,71.9558,1.0,182233.3613,72.7572,,,,5.0,2.0
379.0,1297.601,1297.618,1297.601,1.0,1297.601,1297.618,,1.0,,1297.601,1297.618,90.0,2.25,2.25,90.0,72.773,1.0,182234.1777,73.5736,,,,5.0,2.0
380.0,1298.419,1298.436,1298.419,1.0,1298.419,1298.436,,1.0,,1298.419,1298.436,91.0,2.25,1.75,91.0,73.5906,1.0,182234.9954,74.3913,,,,5.0,2.0
381.0,1299.236,1299.253,1299.236,1.0,1299.236,1299.253,,1.0,,1299.236,1299.253,92.0,2.5,2.5,92.0,74.4081,1.0,182235.8131,75.209,,,,5.0,2.0
382.0,1300.054,1300.071,1300.054,1.0,1300.054,1300.071,,1.0,,1300.054,1300.071,93.0,3.25,3.25,93.0,75.2254,1.0,182236.6307,76.0266,,,,5.0,2.0
383.0,1300.871,1300.888,1300.871,1.0,1300.871,1300.888,,1.0,,1300.871,1300.888,94.0,2.75,2.0,94.0,76.0432,0.0,182237.4481,76.844,,,,5.0,2.0
384.0,1301.688,1301.705,1301.688,1.0,1301.688,1301.705,,1.0,,1301.688,1301.705,95.0,3.25,2.5,95.0,76.8604,1.0,182238.2652,77.6611,,,,5.0,2.0
385.0,1302.506,1302.523,1302.506,1.0,1302.506,1302.523,,1.0,,1302.506,1302.523,96.0,2.0,3.75,96.0,77.6779,1.0,182239.0831,78.479,,,,5.0,2.0
386.0,1303.323,1303.341,1303.323,1.0,1303.323,1303.341,,1.0,,1303.323,1303.341,97.0,3.5,2.5,97.0,78.4953,0.0,182239.9002,79.2961,,,,5.0,2.0
387.0,1304.141,1304.158,1304.141,1.0,1304.141,1304.158,,1.0,,1304.141,1304.158,98.0,2.75,2.75,98.0,79.313,0.0,182240.7182,80.1141,,,,5.0,2.0
388.0,1304.958,,,0.0,0.0,0.0,,0.0,,,,99.0,1.5,1.75,99.0,80.1303,1.0,182241.5352,80.931,,,,5.0,2.0
