Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,BlockNumber,TrialTypeDesignation
109.0,382.829,384.211,0.0,0.0,0.0,100.0,,,,,91.0,0.8,0.8,91.0,148.2915,1.0,256724.6149,149.1671,1.0,1.0
110.0,384.211,385.972,0.0,0.0,0.0,100.0,,,,,92.0,0.8,0.8,92.0,149.6739,1.0,256726.3728,150.925,1.0,1.0
111.0,385.972,388.105,0.0,0.0,0.0,100.0,,,,,93.0,0.8,0.8,93.0,151.4355,0.0,256728.5091,153.0613,1.0,1.0
112.0,388.105,389.614,0.0,0.0,0.0,100.0,,,,,94.0,0.8,0.8,94.0,153.568,1.0,256730.0165,154.5686,1.0,1.0
113.0,389.614,391.372,0.0,0.0,0.0,100.0,,,,,95.0,0.8,0.8,95.0,155.0765,0.0,256731.775,156.3272,1.0,1.0
114.0,391.372,393.756,0.0,0.0,0.0,100.0,,,,,96.0,0.8,0.8,96.0,156.8352,0.0,256734.1588,158.711,1.0,1.0
115.0,393.756,395.515,0.0,0.0,0.0,100.0,,,,,97.0,0.8,0.8,97.0,159.2194,0.0,256735.9179,160.47,1.0,1.0
116.0,395.515,397.399,0.0,0.0,0.0,100.0,,,,,98.0,0.8,0.8,98.0,160.978,0.0,256737.8015,162.3536,1.0,1.0
117.0,397.399,398.782,0.0,0.0,0.0,100.0,,,,,99.0,0.8,0.8,99.0,162.8618,0.0,256739.1853,163.7374,1.0,1.0
118.0,398.782,519.842,0.0,0.0,0.0,100.0,,,,,100.0,0.8,0.8,100.0,164.2452,1.0,256740.4437,164.9958,1.0,1.0
119.0,519.842,520.648,0.0,0.0,0.0,100.0,,,,,1.0,0.8,0.8,1.0,0.0078247,0.0,257100.0598,0.80889,2.0,2.0
120.0,520.648,521.457,0.0,0.0,0.0,100.0,,,,,2.0,0.8,0.8,2.0,0.81337,0.0,257100.8651,1.6142,2.0,2.0
121.0,521.457,522.263,0.0,0.0,0.0,100.0,,,,,3.0,0.8,0.8,3.0,1.6192,0.0,257101.671,2.4201,2.0,2.0
122.0,522.263,523.073,0.0,0.0,0.0,100.0,,,,,4.0,0.8,0.8,4.0,2.4244,1.0,257102.4759,3.225,2.0,2.0
123.0,523.073,523.881,0.0,0.0,0.0,100.0,,,,,5.0,0.8,0.8,5.0,3.229,0.0,257103.2807,4.0298,2.0,2.0
124.0,523.881,524.687,0.0,0.0,0.0,100.0,,,,,6.0,0.8,0.8,6.0,4.0345,1.0,257104.0862,4.8354,2.0,2.0
125.0,524.687,525.494,0.0,0.0,0.0,100.0,,,,,7.0,0.8,0.8,7.0,4.84,1.0,257104.8918,5.6409,2.0,2.0
126.0,525.494,526.299,0.0,0.0,0.0,100.0,,,,,8.0,0.8,0.8,8.0,5.6452,1.0,257105.697,6.4461,2.0,2.0
127.0,526.299,527.106,0.0,0.0,0.0,100.0,,,,,9.0,0.8,0.8,9.0,6.4505,0.0,257106.5022,7.2513,2.0,2.0
128.0,527.106,527.912,0.0,0.0,0.0,100.0,,,,,10.0,0.8,0.8,10.0,7.2564,1.0,257107.3079,8.057,2.0,2.0
129.0,527.912,528.717,0.0,0.0,0.0,100.0,,,,,11.0,0.8,0.8,11.0,8.0609,0.0,257108.1127,8.8618,2.0,2.0
130.0,528.717,529.522,0.0,0.0,0.0,100.0,,,,,12.0,0.8,0.8,12.0,8.8661,1.0,257108.9178,9.6669,2.0,2.0
131.0,529.522,530.327,0.0,0.0,0.0,100.0,,,,,13.0,0.8,0.8,13.0,9.6714,0.0,257109.7232,10.4723,2.0,2.0
132.0,530.327,531.133,0.0,0.0,0.0,100.0,,,,,14.0,0.8,0.8,14.0,10.4764,0.0,257110.5281,11.2772,2.0,2.0
133.0,531.133,531.938,0.0,0.0,0.0,100.0,,,,,15.0,0.8,0.8,15.0,11.2824,0.0,257111.3339,12.083,2.0,2.0
134.0,531.938,532.744,0.0,0.0,0.0,100.0,,,,,16.0,0.8,0.8,16.0,12.0871,0.0,257112.1389,12.888,2.0,2.0
135.0,532.744,533.55,0.0,0.0,0.0,100.0,,,,,17.0,0.8,0.8,17.0,12.8923,0.0,257112.944,13.6931,2.0,2.0
136.0,533.55,534.357,0.0,0.0,0.0,100.0,,,,,18.0,0.8,0.8,18.0,13.6981,0.0,257113.7497,14.4988,2.0,2.0
137.0,534.357,535.162,0.0,0.0,0.0,100.0,,,,,19.0,0.8,0.8,19.0,14.5028,1.0,257114.5545,15.3037,2.0,2.0
138.0,535.162,535.968,0.0,0.0,0.0,100.0,,,,,20.0,0.8,0.8,20.0,15.3081,0.0,257115.3598,16.1089,2.0,2.0
139.0,535.968,536.773,0.0,0.0,0.0,100.0,,,,,21.0,0.8,0.8,21.0,16.1139,0.0,257116.1656,16.9147,2.0,2.0
140.0,536.773,537.578,0.0,0.0,0.0,100.0,,,,,22.0,0.8,0.8,22.0,16.9192,1.0,257116.9708,17.7199,2.0,2.0
141.0,537.578,538.385,0.0,0.0,0.0,100.0,,,,,23.0,0.8,0.8,23.0,17.7239,0.0,257117.7755,18.5247,2.0,2.0
142.0,538.385,539.192,0.0,0.0,0.0,100.0,,,,,24.0,0.8,0.8,24.0,18.5308,1.0,257118.5825,19.3316,2.0,2.0
143.0,539.192,539.997,0.0,0.0,0.0,100.0,,,,,25.0,0.8,0.8,25.0,19.3366,0.0,257119.3883,20.1374,2.0,2.0
144.0,539.997,540.802,0.0,0.0,0.0,100.0,,,,,26.0,0.8,0.8,26.0,20.1423,1.0,257120.194,20.9431,2.0,2.0
145.0,540.802,541.608,0.0,0.0,0.0,100.0,,,,,27.0,0.8,0.8,27.0,20.949,1.0,257121.001,21.7501,2.0,2.0
146.0,541.608,542.413,0.0,0.0,0.0,100.0,,,,,28.0,0.8,0.8,28.0,21.7543,1.0,257121.806,22.5551,2.0,2.0
147.0,542.413,543.219,0.0,0.0,0.0,100.0,,,,,29.0,0.8,0.8,29.0,22.5607,0.0,257122.6122,23.3613,2.0,2.0
148.0,543.219,544.024,0.0,0.0,0.0,100.0,,,,,30.0,0.8,0.8,30.0,23.3654,0.0,257123.417,24.1662,2.0,2.0
149.0,544.024,544.83,0.0,0.0,0.0,100.0,,,,,31.0,0.8,0.8,31.0,24.1717,1.0,257124.2234,24.9725,2.0,2.0
150.0,544.83,545.635,0.0,0.0,0.0,100.0,,,,,32.0,0.8,0.8,32.0,24.9769,0.0,257125.0286,25.7777,2.0,2.0
151.0,545.635,546.441,0.0,0.0,0.0,100.0,,,,,33.0,0.8,0.8,33.0,25.7819,0.0,257125.8335,26.5826,2.0,2.0
152.0,546.441,547.246,0.0,0.0,0.0,100.0,,,,,34.0,0.8,0.8,34.0,26.5868,0.0,257126.6385,27.3876,2.0,2.0
153.0,547.246,548.051,0.0,0.0,0.0,100.0,,,,,35.0,0.8,0.8,35.0,27.3922,0.0,257127.4439,28.193,2.0,2.0
154.0,548.051,548.856,0.0,0.0,0.0,100.0,,,,,36.0,0.8,0.8,36.0,28.1973,0.0,257128.2488,28.9979,2.0,2.0
155.0,548.856,549.662,0.0,0.0,0.0,100.0,,,,,37.0,0.8,0.8,37.0,29.0017,1.0,257129.0534,29.8025,2.0,2.0
156.0,549.662,550.468,0.0,0.0,0.0,100.0,,,,,38.0,0.8,0.8,38.0,29.8078,0.0,257129.8596,30.6087,2.0,2.0
157.0,550.468,551.273,0.0,0.0,0.0,100.0,,,,,39.0,0.8,0.8,39.0,30.6127,1.0,257130.6643,31.4135,2.0,2.0
158.0,551.273,552.079,0.0,0.0,0.0,100.0,,,,,40.0,0.8,0.8,40.0,31.4179,0.0,257131.4694,32.2186,2.0,2.0
159.0,552.079,552.885,0.0,0.0,0.0,100.0,,,,,41.0,0.8,0.8,41.0,32.2224,0.0,257132.2741,33.0232,2.0,2.0
160.0,552.885,553.69,0.0,0.0,0.0,100.0,,,,,42.0,0.8,0.8,42.0,33.0278,1.0,257133.0797,33.8288,2.0,2.0
161.0,553.69,554.495,0.0,0.0,0.0,100.0,,,,,43.0,0.8,0.8,43.0,33.8331,1.0,257133.8848,34.634,2.0,2.0
162.0,554.495,555.301,0.0,0.0,0.0,100.0,,,,,44.0,0.8,0.8,44.0,34.6382,0.0,257134.6929,35.442,2.0,2.0
163.0,555.301,556.107,0.0,0.0,0.0,100.0,,,,,45.0,0.8,0.8,45.0,35.4451,0.0,257135.4968,36.2459,2.0,2.0
164.0,556.107,556.912,0.0,0.0,0.0,100.0,,,,,46.0,0.8,0.8,46.0,36.2508,1.0,257136.3025,37.0516,2.0,2.0
165.0,556.912,557.718,0.0,0.0,0.0,100.0,,,,,47.0,0.8,0.8,47.0,37.0559,1.0,257137.1077,37.8568,2.0,2.0
